BaseImage,Slice,Stage,Avg_Sum_signal,nPixels,ECADsat,NCADsat,propECADsat,propNCADsat,nSlices,inFirstHalf,Avg_Sum_signal_After,Avg_Sum_signal_fc,belowThreshold,enoughNotSat,firstTrueValue,firstSlice,possibleSlices,maxNPixels,selectedSlice
Median_1.0_3.8.22.102h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 13.tif,14,102h,143.322110106133,19127,155,0,0.00810372771474878,0,19,TRUE,131.992013888889,1.08583925559907,FALSE,TRUE,250.507118979819,6,14,15,16,17,18,19,20,21,22,23,24,25,19127,14
Median_1.0_3.8.22.102h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 16.tif,14,102h,144.509467317981,21495,384,0,0.0178646196789951,0,19,TRUE,135.348148543378,1.06768706386601,FALSE,TRUE,279.593575947656,7,14,15,16,17,18,19,20,21,22,23,24,25,21495,14
Median_1.0_3.8.22.114h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 3.tif,14,114h,94.3909930280761,31842,0,53,0,0.00166446831229194,19,TRUE,87.326778994474,1.08089401801994,FALSE,TRUE,99.3288336933045,8,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,31842,14
Median_1.0_3.8.22.120h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Region 3_Merging_001.tif,14,120h,130.85442321545,58306,9,141,0.000154358042053991,0.00241827599217919,20,TRUE,118.940776026329,1.10016453219107,FALSE,TRUE,173.638723953531,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,58306,14
Median_1.0_3.8.22.120h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Region 5_Merging_001.tif,14,120h,136.885054127621,48127,29,57,0.000602572360629169,0.00118436636399526,26,TRUE,118.729526468199,1.15291501785181,FALSE,TRUE,179.163133533004,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,48127,14
Median_1.0_3.8.22.120h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Region 8_Merging_001-1.tif,14,120h,144.034697969215,61848,196,360,0.00316905963006079,0.00582072176949942,20,TRUE,130.438095238095,1.10423797362497,FALSE,TRUE,171.07264435507,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,61848,14
Median_1.0_3.8.22.120h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Region 8_Merging_001-2.tif,14,120h,148.552889073944,52837,212,40,0.00401233983761379,0.000757045252379961,20,TRUE,127.260104150474,1.16731704775515,FALSE,TRUE,176.796880227501,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,52837,14
Median_1.0_3.8.22.120h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Region 8_Merging_001.tif,14,120h,146.879482785198,110283,408,400,0.00369957291695003,0.00362703227151964,26,TRUE,129.542446790744,1.13383285883475,FALSE,TRUE,173.717117465224,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,110283,14
Median_1.0_3.8.22.90h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 10.tif,14,90h,150.611179325265,17103,304,0,0.0177746594164766,0,19,FALSE,135.867702348017,1.10851347835031,FALSE,TRUE,248.901967213115,4,14,15,16,17,18,19,20,21,22,17103,14
Median_1.0_3.8.22.90h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 12.tif,14,90h,145.600604894144,18185,198,0,0.0108880945834479,0,19,FALSE,131.047712088743,1.1110503386396,FALSE,TRUE,255.864983164983,4,14,15,16,17,18,19,20,21,22,18185,14
Median_1.0_3.8.22.102h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 18.tif,15,102h,155.117059891107,20938,344,0,0.0164294584009934,0,19,TRUE,140.831867479631,1.10143437467051,FALSE,TRUE,264.245060336825,8,15,16,17,18,19,20,21,22,23,24,25,26,20938,15
Median_1.0_3.8.22.114h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Region 1_Merging_001.tif,15,114h,98.5542105872814,34532,0,17,0,0.000492296999884165,20,TRUE,92.2318271699672,1.06854882540344,FALSE,TRUE,94.0107762921573,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,34532,15
Median_1.0_3.8.22.78h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 14.tif,15,78h,133.192245048074,19033,291,0,0.0152892344874691,0,17,TRUE,122.260834808428,1.08941056436245,FALSE,TRUE,220.950829502299,9,15,16,17,18,19,20,21,22,23,24,25,26,19033,15
Median_1.0_3.8.22.78h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 12.tif,15,78h,137.86264522406,17473,162,0,0.00927144737595147,0,19,TRUE,126.096761708167,1.09330837173379,FALSE,TRUE,215.123505976096,10,15,16,17,18,19,20,21,22,23,24,25,26,27,28,17473,15
Median_1.0_3.8.22.90h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 5.tif,15,90h,141.903254453325,19143,90,0,0.00470145745181006,0,20,FALSE,127.729370379203,1.11096808848303,FALSE,TRUE,269.774684946683,3,15,16,17,18,19,20,21,22,19143,15
Median_1.0_3.8.22.90h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 2.tif,15,90h,153.681310029917,25404,324,0,0.0127538970240907,0,18,TRUE,139.19408724416,1.10407929727895,FALSE,TRUE,247.470311581423,10,15,16,17,18,19,20,21,22,23,24,25,26,27,25404,15
Median_1.0_3.8.22.90h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 6.tif,15,90h,166.081690634865,28510,536,0,0.0188004209049456,0,18,TRUE,149.000181382863,1.114640862135,FALSE,TRUE,251.011213206666,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28510,15
Median_1.0_3.8.22.102h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 20.tif,16,102h,154.799023993493,24590,53,0,0.00215534770231802,0,20,TRUE,143.379284954594,1.0796470636781,FALSE,TRUE,242.062436719541,10,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,24590,16
Median_1.0_3.8.22.78h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 15.tif,16,78h,132.269628608019,20302,325,0,0.0160082750467934,0,17,TRUE,120.53784905875,1.09732859546507,FALSE,TRUE,247.234909058958,10,16,17,18,19,20,21,22,23,24,25,26,20302,16
Median_1.0_3.8.22.102h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 15.tif,17,102h,123.649979501663,21953,8,0,0.000364414886348107,0,18,TRUE,114.198145732389,1.08276696358471,FALSE,TRUE,173.18455955956,11,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,21953,17
Median_1.0_3.8.22.102h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 18.tif,17,102h,146.722089789432,20136,25,0,0.00124155740961462,0,18,TRUE,133.391702944942,1.09993415295096,FALSE,TRUE,173.447878097408,12,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,20136,17
Median_1.0_3.8.22.78h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 19.tif,17,78h,130.725782344699,21410,223,0,0.010415693601121,0,17,TRUE,120.362078346028,1.08610439551298,FALSE,TRUE,244.763199140209,11,17,18,19,20,21,22,23,24,25,26,27,21410,17
Median_1.0_3.8.22.78h.5H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 20.tif,17,78h,136.380336179296,22488,409,0,0.0181874777659196,0,27,FALSE,124.118427139553,1.09879201116492,FALSE,TRUE,247.183947800043,12,17,18,19,20,21,22,23,24,25,26,27,28,22488,17
Median_1.0_3.8.22.78h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 13.tif,17,78h,152.791188112387,15411,299,0,0.0194017260398417,0,18,TRUE,141.083753784057,1.08298215786242,FALSE,TRUE,185.866643209008,12,17,18,19,20,21,22,23,24,25,26,27,28,29,15411,17
Median_1.0_3.8.22.78h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 11.tif,18,78h,131.211651973936,13045,48,0,0.00367957071674971,0,26,FALSE,123.122419237309,1.06570072929639,FALSE,TRUE,177.213121272366,12,17,18,19,20,21,22,23,24,25,26,27,28,13045,18
Median_1.0_3.8.22.78h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 21-2.tif,18,78h,145.434965741885,17806,273,0,0.0153319105919353,0,18,TRUE,129.953178968914,1.11913357484448,FALSE,TRUE,240.66533526991,12,18,19,20,21,22,23,24,25,26,27,28,29,17806,18
Median_1.0_3.8.22.78h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 21.tif,18,78h,148.128903292243,33017,619,0,0.0187479177393464,0,19,TRUE,133.103784365127,1.11288273281471,FALSE,TRUE,240.033289108672,12,18,19,20,21,22,23,24,25,26,27,28,29,30,33017,18
Median_1.0_3.8.22.78h.8H.IF.DAPI.CDH1.CDH2.TBX6.lif - Position 21-1.tif,19,78h,137.197631541625,14102,103,0,0.0073039285207772,0,18,TRUE,123.301094740308,1.11270408288414,FALSE,TRUE,191.562771458118,13,19,20,21,22,23,24,25,26,27,28,29,30,14102,19
