gene_id	gene_short_name	48h_WT_rep1	48h_WT_rep2	48h_WT_rep3	60h_WT_rep1	60h_WT_rep2	60h_WT_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000012282	Wnt8a	42.680026368129	34.1741248627177	34.9877511251559	2380.4376946073	1948.70592294952	1562.2662623794	1000.54196371537	5.66744326239982	0.249091170194177	22.7524855978709	1.35596305144024e-114	1.7950238874966e-110
ENSMUSG00000050917	Fgf4	3117.77592619183	2466.94463852743	2357.92451332747	361.107336725576	144.31695923684	186.919688768711	1439.16484379631	-3.87636241805383	0.173158380347956	-22.3862247398273	5.36123058543077e-111	3.54859852449663e-107
ENSMUSG00000021765	Fst	347.842214900252	296.88770974486	324.886260447876	2238.41221489096	3391.87551531792	3001.33545716123	1600.20656207718	3.36216030408859	0.158178056396207	21.2555418917716	2.92960754905761e-100	1.29273815781416e-96
ENSMUSG00000060548	Tnfrsf19	85.3600527362581	112.133847205792	104.963253375468	1441.40752818493	1970.05458555852	1562.2662623794	879.364254906728	4.0199824930328	0.196161007779794	20.4932801810722	2.47166467974849e-93	8.17997425762762e-90
ENSMUSG00000032446	Eomes	82.1590507586484	122.813261225392	112.460628616573	748.655587228128	2268.93586208452	1636.60932041241	828.605618387611	4.04213742338145	0.198971896530197	20.3151173299893	9.45238691723982e-92	2.50261396020841e-88
ENSMUSG00000012396	Nanog	836.528516815329	909.886074469858	912.180654334422	3488.68970920232	6077.53727153012	5226.3169797206	2908.52320101211	2.62992521688807	0.133525018694956	19.6961231879417	2.32776637786657e-86	5.13582855169962e-83
ENSMUSG00000023067	Cdkn1a	841.863520111345	839.401941940503	790.973087936561	5225.48001701005	4995.587050506	4556.16741373732	2874.91217187363	2.54993971706982	0.130023045168472	19.6114443694642	1.23475154809314e-85	2.33509157052243e-82
ENSMUSG00000000142	Axin2	251.812155571961	252.034170862543	289.898509322721	2308.66950006979	3186.07440776716	2497.92674990913	1464.40258225055	3.38523911368314	0.174738414588656	19.3731820312791	1.29971335485829e-83	2.15070067395175e-80
ENSMUSG00000048528	Nkx1-2	21.3400131840645	28.834417852918	23.7416882634987	1260.0984051428	1297.14474012284	914.419613806023	590.929813062025	5.3921787182035	0.285909332987204	18.8597506134745	2.44369782687632e-79	3.5944079813543e-76
ENSMUSG00000031665	Sall1	6311.30889918708	6211.14719379894	6656.41965156092	1451.98389369572	1350.94336989752	1405.08379682389	3897.81446749401	-2.22238651776957	0.122091669057802	-18.2026057545124	4.92102572848816e-74	6.51445385937263e-71
ENSMUSG00000059246	Foxb1	10.6700065920323	17.0870624313588	17.493875562578	452.517352925983	1239.07637782636	1036.5546377174	462.233218842618	6.04360447005709	0.335084929409848	18.0360378507654	1.0157040151971e-72	1.22235361392538e-69
ENSMUSG00000029287	Tgfbr3	76.8240474626323	68.3482497254354	61.2285644690229	515.975545990728	1427.79855528992	987.700628152847	522.979265181764	4.20837197022787	0.240623187275207	17.4894698132921	1.72353235631792e-68	1.90134344441139e-65
ENSMUSG00000037171	Nodal	751.168464079071	504.068341725086	493.577203372735	2482.4240763185	2734.33670696072	3095.85734523177	1676.90535628131	2.54319771962254	0.148716005977499	17.1010356478195	1.45790410621905e-65	1.48459496600983e-62
ENSMUSG00000021209	Ppp4r4	102.43206328351	121.745319823432	126.205816558598	1350.75296666387	1414.98935772452	1235.15680703415	725.213721848013	3.41737712638666	0.200726300923369	17.0250590513861	5.35384370905627e-65	5.06244164432049e-62
ENSMUSG00000005892	Trh	1030.72263679032	1136.28965168536	1112.11066076388	5161.26636926597	4939.22658121824	4851.41555849699	3038.50524303679	2.12251089036847	0.127123948301056	16.6963889867699	1.39240680896991e-62	1.22884542247625e-59
ENSMUSG00000032515	Csrnp1	1628.24300594412	1840.06303557696	1719.39805529338	257.610045655693	251.9142187862	258.076615743163	992.550829499919	-2.80347336907034	0.168985021420282	-16.5900702056771	8.22241917259588e-62	6.80302406292651e-59
ENSMUSG00000048562	Sp8	45.8810283457387	29.902359254878	36.2373136653401	645.913750837588	856.50834387308	844.324730517756	409.794587749063	4.69180971442452	0.285691478933314	16.4226449173155	1.3169862663596e-60	1.02554495259226e-57
ENSMUSG00000027070	Lrp2	5069.32013187453	4901.85103499607	4919.52772070496	1561.52482220034	1245.90794986124	1039.74076877595	3122.97873806885	-2.10777327480675	0.133047690310281	-15.8422387483105	1.59055714189759e-56	1.16976641358002e-53
ENSMUSG00000020598	Nrcam	129.10707976359	104.658257392073	96.2163155941788	936.008347704996	1334.71838631468	921.853919609324	587.093717729807	3.47460524027526	0.221407761034086	15.6932404900673	1.68243156181147e-55	1.17221205343475e-52
ENSMUSG00000062444	Ap3b2	155.782096243671	74.7558981371949	83.7206901923374	1440.65207350559	1087.92784655464	843.26268683157	614.350215244167	3.60267481481347	0.230521312781487	15.6283806097724	4.66508868522244e-55	3.08782220074873e-52
ENSMUSG00000037016	Frem2	455.609281479777	549.989822009363	568.550955783784	2872.23869085908	3649.76735963464	2637.05447279948	1788.86843042769	2.47427685593904	0.16212936550431	15.2611271144046	1.38829404554252e-52	8.75154122613898e-50
ENSMUSG00000054667	Irs4	1259.06077785981	1206.77378421472	1163.34272491143	183.575487080157	150.29458476736	164.616771358808	687.944021698714	-2.91450018667294	0.193539891044043	-15.0589119945805	3.01711487536434e-51	1.81548030545787e-48
ENSMUSG00000074637	Sox2	2414.6224917769	2423.15904104708	2310.44113680048	1011.55381563922	453.44559381516	566.069284737062	1529.88189396931	-2.22395618868013	0.158033940007072	-14.0726491320827	5.59341834309151e-45	3.21937704460197e-42
ENSMUSG00000021464	Ror2	153.648094925265	194.365335156707	172.439630545411	1052.3483683237	1312.51577720132	1090.71886571287	662.672678644212	2.70967890107047	0.194108244666529	13.9596280710569	2.74864475611873e-44	1.51610663672916e-41
ENSMUSG00000016458	Wt1	945.362584054058	623.677778744598	706.002835204039	153.357299906468	52.94468327032	73.2810143468241	425.771032587718	-3.41173165251175	0.245543369652753	-13.8946193388834	6.82855770873317e-44	3.61585787792839e-41
