 ,Label,Area,Date,Version,Thresholding_method,BaseImage,ROI,Mean_channel1,Std_channel1,Median_channel1,Mode_channel1,Mean_channel2,Std_channel2,Median_channel2,Mode_channel2,Mean_channel4,Std_channel4,Median_channel4,Mode_channel4
11,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_11_10,31.052,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_11_10,1.870,0.953,2,2,0.741,1.568,0,0,0.778,0.984,0,0
12,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_12_10,44.278,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_12_10,1.442,0.596,1,1,1.584,1.641,1,0,0.766,0.916,0,0
13,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_13_10,36.803,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_13_10,1.547,0.589,2,1,0.844,1.158,0,0,1.875,0.604,2,2
14,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_14_10,60.380,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_14_10,1.571,0.569,2,2,2.229,1.227,2,2,1.733,1.022,1,1
15,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_15_10,101.208,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_15_10,1.585,0.569,2,2,1.869,1.278,2,2,1.540,0.762,2,2
16,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_16_10,43.128,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_16_10,1.693,0.545,2,2,1.893,1.321,2,2,1.613,0.567,2,2
17,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_17_10,27.602,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_17_10,1.521,0.505,2,2,2.167,1.226,3,3,1.333,0.781,1,1
18,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_18_10,99.483,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_18_10,1.399,0.568,1,1,1.376,1.042,2,2,1.329,0.786,1,1
19,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_19_10,26.452,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_19_10,1.674,0.732,2,2,1.609,0.977,2,2,1.391,0.577,1,1
20,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_20_10,42.553,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_20_10,1.757,0.679,2,2,2.351,1.232,2,2,5.486,1.903,5,5
21,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_21_10,57.505,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_21_10,1.490,0.502,1,1,1.530,1.226,2,2,1.750,0.716,2,2
22,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_22_10,46.004,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_22_10,1.450,0.571,1,1,2.350,1.424,2,1,1.500,0.796,2,2
23,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_23_10,55.204,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_23_10,1.521,0.580,2,2,1.792,1.514,2,0,1.438,0.880,2,2
24,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_24_10,127.085,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_24_10,1.557,0.558,2,2,1.520,1.691,1,0,1.457,0.912,2,2
25,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_25_10,73.031,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_25_10,1.244,0.545,1,1,1.252,1.718,0,0,1.165,0.990,2,2
26,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_26_10,56.929,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_26_10,1.162,0.489,1,1,1.091,1.791,0,0,0.808,1.017,0,0
27,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_27_10,82.231,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_27_10,1.378,0.528,1,1,0.811,1.614,0,0,1.329,1.073,2,2
28,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_28_10,27.027,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_28_10,1.255,0.570,1,1,1.106,1.809,0,0,1.043,1.103,0,0
29,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_29_10,27.602,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_29_10,1.375,0.606,1,1,0.083,0.577,0,0,1.500,0.945,2,2
30,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_30_10,67.855,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_30_10,1.203,0.463,1,1,0.644,1.476,0,0,0.856,1.007,0,0
31,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_31_11,70.156,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_31_11,4.156,1.911,4,2,16.893,6.825,18,13,5.156,2.385,5,5
32,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_32_11,35.653,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_32_11,4.694,1.478,5,5,18.774,10.658,13,13,5.548,2.597,5,7
33,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_33_11,52.904,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_33_11,5.207,2.411,5,4,16.565,5.986,14,13,6.641,1.884,7,7
34,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_34_11,36.228,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_34_11,5.889,2.370,7,7,19.381,6.897,18,13,6.111,1.608,6,7
35,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_35_11,54.054,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_35_11,7.255,2.929,7,10,27.894,10.789,28,18,6.468,1.977,7,7
36,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_36_11,39.103,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_36_11,4.324,1.973,4,5,21.029,7.389,23,23,3.794,1.626,4,5
37,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_37_11,85.682,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_37_11,7.745,2.831,7,7,24.987,9.232,23,18,9.664,1.699,10,9
38,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_38_11,36.228,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_38_11,5.016,2.196,5,5,22.460,8.835,23,23,4.937,2.341,5,4
39,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_39_11,46.004,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_39_11,6.562,2.535,7,7,20.938,9.905,18,13,7.975,1.994,9,9
40,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_40_11,27.027,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_40_11,4.021,1.359,4,4,18.234,9.215,18,13,5.957,1.681,6,4
41,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_41_11,52.329,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_41_11,5.044,1.813,5,4,20.044,7.363,18,18,6.363,1.912,6,5
42,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_42_11,82.807,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_42_11,6.000,1.689,7,7,20.444,7.003,18,13,6.764,1.613,7,7
43,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_43_11,51.754,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_43_11,8.933,3.179,10,10,27.011,8.502,23,23,10.044,2.820,10,10
44,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_44_11,40.828,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_44_11,5.042,1.908,5,5,22.479,10.137,23,18,7.915,2.534,8,10
45,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_45_11,35.653,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_45_11,7.468,3.362,7,5,29.968,11.011,28,28,16.548,4.594,18,20
46,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_46_11,120.184,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_46_11,5.766,2.341,5,5,25.775,10.480,23,23,7.976,1.938,7,7
47,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_47_11,48.304,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_47_11,6.881,2.834,7,5,30.750,12.604,28,23,14.440,4.905,16,10
48,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_48_11,78.781,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_48_11,6.518,2.180,7,7,80.248,27.602,77,76,6.212,1.597,6,7
49,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_49_11,34.503,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_49_11,3.317,1.172,4,4,26.100,12.201,23,18,9.083,2.714,9,10
50,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_50_11,29.327,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_50_11,5.490,1.654,5,7,16.176,6.387,13,13,7.137,1.744,7,7
51,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_51_11,53.479,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_51_11,8.054,3.905,8,7,24.333,6.948,23,18,9.785,2.502,10,12
52,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_52_11,200.691,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_52_11,8.473,4.168,8,5,16.009,6.380,13,13,5.791,1.930,6,5
53,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_53_11,36.228,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_53_11,9.127,3.770,10,7,21.905,10.204,23,23,10.143,2.093,10,9
54,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_54_11,29.902,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_54_11,3.596,1.818,4,2,12.346,7.674,13,4,3.885,2.908,3,2
55,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_55_11,43.128,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_55_11,3.947,1.785,4,4,28.133,8.899,32,33,5.973,1.684,6,7
56,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_56_11,66.705,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_56_11,6.724,3.122,7,10,19.431,6.468,18,18,7.836,2.226,8,10
57,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_57_11,38.528,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_57_11,5.254,2.055,5,4,19.567,6.415,18,13,6.075,1.470,6,5
58,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_58_11,36.228,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_58_11,5.429,2.872,5,7,22.730,9.102,22,13,5.810,1.908,6,6
59,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_59_11,64.405,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_59_11,6.321,3.343,7,4,10.821,6.343,9,9,4.786,2.642,5,4
60,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_60_11,67.280,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_60_11,6.000,2.484,5,5,15.162,5.442,13,13,5.530,1.622,5,5
61,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_61_11,27.027,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_61_11,9.021,7.088,7,2,11.191,5.833,9,9,3.681,1.589,3,3
62,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_62_11,44.854,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_62_11,3.231,1.309,3,4,7.885,3.997,8,4,2.423,1.157,2,2
63,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_63_11,33.928,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_63_11,9.068,2.970,9,10,19.186,6.241,18,15,9.847,2.007,10,12
64,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif:ROI_64_11,64.405,2024-08-15_12-23,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-1.tif,ROI_64_11,6.732,3.296,7,4,24.527,8.642,26,31,8.071,2.903,8,11
