 ,Label,Area,Date,Version,Thresholding_method,BaseImage,ROI,Mean_channel1,Std_channel1,Median_channel1,Mode_channel1,Mean_channel2,Std_channel2,Median_channel2,Mode_channel2,Mean_channel4,Std_channel4,Median_channel4,Mode_channel4
15,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_15_10,37.953,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_15_10,1.303,0.525,1,1,1.212,1.852,0,0,0.803,1.011,0,0
16,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_16_10,47.154,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_16_10,1.134,0.515,1,1,0.683,1.514,0,0,1.049,1.005,2,2
17,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_17_10,29.327,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_17_10,1.412,0.853,1,1,1.490,1.953,0,0,1.098,1.005,2,2
18,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_18_10,37.953,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_18_10,1.348,0.511,1,1,0.667,1.502,0,0,0.212,0.621,0,0
19,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_19_10,63.830,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_19_10,1.396,0.592,1,1,0.685,1.513,0,0,1.063,1.003,2,2
20,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_20_11,42.553,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_20_11,1.568,0.599,2,2,2.662,2.056,4,4,0.946,1.005,0,0
21,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_21_11,27.027,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_21_11,1.191,0.537,1,1,2.468,1.965,4,4,1.404,0.925,2,2
22,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_22_11,107.533,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_22_11,1.840,0.992,2,2,3.701,4.140,4,4,1.957,1.355,2,2
23,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_23_11,44.854,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_23_11,2.795,1.515,2,4,3.577,1.813,4,4,1.705,0.982,2,2
24,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_24_11,43.128,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_24_11,1.987,1.072,2,2,6.747,3.639,9,9,2.093,1.176,2,2
25,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_25_11,35.078,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_25_11,3.410,1.321,4,4,5.820,3.339,4,4,2.393,0.900,2,2
26,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_26_11,63.255,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_26_11,2.045,0.817,2,2,8.027,3.818,9,9,2.155,1.033,2,2
27,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_27_11,40.253,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_27_11,2.886,1.378,2,2,5.271,2.626,4,4,2.843,0.911,3,2
28,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_28_11,30.477,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_28_11,1.528,0.608,2,2,1.585,1.975,0,0,1.019,1.009,2,2
29,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_29_11,37.953,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_29_11,2.500,1.206,2,2,9.682,3.812,9,9,3.136,1.300,3,2
30,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_30_11,59.805,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_30_11,2.577,1.305,2,2,5.846,3.065,4,4,2.808,1.025,3,2
31,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_31_11,26.452,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_31_11,1.587,0.541,2,2,5.174,2.791,4,4,2.261,0.773,2,2
32,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_32_11,81.656,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_32_11,1.704,1.050,2,2,5.155,3.836,4,4,1.979,1.280,2,2
33,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_33_11,28.752,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_33_11,3.340,1.710,4,2,7.200,2.814,9,9,3.420,1.715,3,2
34,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_34_11,37.953,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_34_11,1.561,0.530,2,2,4.167,2.629,4,4,1.197,1.218,2,0
35,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_35_11,28.177,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_35_11,2.735,1.204,2,4,4.102,2.064,4,4,2.245,0.947,2,2
36,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_36_11,27.027,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_36_11,1.787,0.858,2,2,6.766,3.265,4,4,2.830,0.892,3,2
37,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_37_11,52.904,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_37_11,2.196,1.072,2,2,6.054,3.146,4,4,1.946,0.942,2,2
38,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_38_11,36.228,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_38_11,3.143,1.330,4,2,6.698,2.955,4,4,2.286,0.750,2,2
39,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_39_11,31.627,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_39_11,4.836,2.192,5,2,4.327,1.886,4,4,1.618,0.828,2,2
40,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_40_11,78.206,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_40_11,2.993,1.214,4,4,6.779,3.817,4,4,3.971,1.793,4,2
41,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_41_11,40.253,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_41_11,1.457,0.829,1,1,4.314,3.034,4,4,1.486,0.880,2,2
42,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_42_11,42.553,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_42_11,3.014,1.211,4,4,7.838,3.941,9,9,3.392,1.269,3,2
43,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_43_11,28.177,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_43_11,1.449,0.647,1,1,5.796,3.195,4,4,2.592,0.788,2,2
44,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_44_11,30.477,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_44_11,2.000,0.855,2,2,4.547,2.292,4,4,1.774,0.724,2,2
45,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_45_11,31.627,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_45_11,2.873,1.504,2,2,6.091,3.146,4,4,4.309,1.762,4,5
46,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_46_11,29.327,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_46_11,2.706,1.082,2,2,6.392,3.436,4,4,2.059,1.173,2,2
47,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_47_11,79.356,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_47_11,2.406,1.305,2,2,7.174,4.042,9,4,2.109,0.799,2,2
48,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_48_11,35.078,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_48_11,2.344,1.015,2,2,5.967,2.927,4,4,2.902,1.012,3,2
49,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_49_11,25.877,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_49_11,1.800,0.548,2,2,7.244,3.061,9,9,2.222,0.471,2,2
50,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_50_11,62.105,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_50_11,1.741,0.778,2,2,7.037,2.983,9,9,2.648,0.920,2,2
51,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_51_11,108.109,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_51_11,2.181,1.291,2,2,5.133,3.658,4,4,1.793,1.172,2,2
52,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_52_11,51.754,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_52_11,2.600,1.149,2,2,9.311,3.214,9,9,3.367,1.086,3,3
53,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_53_11,46.004,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_53_11,3.163,1.445,4,2,9.562,3.182,9,9,3.062,1.184,3,2
54,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_54_11,25.877,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_54_11,3.222,1.085,4,4,8.333,3.471,9,9,2.311,0.668,2,2
55,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_55_11,30.477,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_55_11,3.717,1.116,4,4,5.868,2.955,4,4,2.075,0.978,2,2
56,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_56_11,33.353,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_56_11,1.914,0.978,2,2,5.638,2.713,4,4,3.569,1.126,4,4
57,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_57_11,32.778,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_57_11,1.947,0.990,2,2,7.211,3.673,9,9,2.596,0.678,2,2
58,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_58_11,39.678,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_58_11,2.319,1.693,2,2,4.580,2.291,4,4,2.333,1.314,2,2
59,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_59_11,42.553,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_59_11,3.405,1.354,4,4,8.189,3.884,9,4,3.122,0.936,3,4
60,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_60_11,48.304,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_60_11,3.869,1.230,4,4,8.857,3.430,9,9,3.345,1.024,3,3
61,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_61_11,27.602,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_61_11,3.062,1.311,4,4,5.688,3.210,4,4,1.896,0.994,2,2
62,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_62_11,76.481,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_62_11,2.684,1.653,2,2,6.797,2.876,9,9,3.241,1.452,3,2
63,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_63_11,71.881,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_63_11,3.376,1.995,4,2,8.208,4.166,9,4,5.256,1.787,5,5
64,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif:ROI_64_11,40.253,2024-08-15_12-28,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Region 5_Merged-4.tif,ROI_64_11,2.514,1.359,2,4,3.143,2.820,4,4,1.814,0.804,2,2
