 ,Label,Area,Date,Version,Thresholding_method,BaseImage,ROI,Mean_channel1,Std_channel1,Median_channel1,Mode_channel1,Mean_channel2,Std_channel2,Median_channel2,Mode_channel2,Mean_channel4,Std_channel4,Median_channel4,Mode_channel4
1,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_1_9,28.177,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_1_9,1.184,0.527,1,1,0.490,1.325,0,0,0.163,0.553,0,0
2,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_2_9,32.778,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_2_9,1.263,0.518,1,1,0.351,1.142,0,0,0.456,0.847,0,0
3,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_3_10,34.503,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_3_10,1.583,0.809,1,1,1.467,1.944,0,0,1.533,1.255,2,2
4,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_4_10,167.913,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_4_10,1.493,0.734,1,1,1.747,2.064,0,0,1.315,1.138,2,2
5,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_5_10,60.380,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_5_10,1.610,1.005,1,1,1.295,1.881,0,0,1.257,1.029,2,2
6,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_6_10,65.555,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_6_10,1.421,0.608,1,1,1.754,1.994,0,0,1.456,1.153,2,2
7,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_7_10,54.629,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_7_10,1.611,0.719,2,2,2.189,2.002,4,4,1.179,1.021,2,2
8,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_8_10,37.953,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_8_10,1.636,0.671,2,2,1.515,1.955,0,0,1.515,1.070,2,2
9,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_9_10,60.955,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_9_10,1.585,0.767,2,2,0.981,1.729,0,0,1.340,0.975,2,2
10,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_10_10,35.078,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_10_10,1.787,0.609,2,2,2.230,2.003,4,4,2.115,0.933,2,2
11,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_11_10,37.378,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_11_10,1.538,0.614,2,2,2.154,2.010,4,4,1.508,0.868,2,2
12,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_12_10,35.078,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_12_10,1.557,0.807,2,2,3.721,2.511,4,4,1.852,0.573,2,2
13,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_13_10,70.156,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_13_10,1.598,0.664,2,2,1.967,2.008,0,0,1.377,1.101,2,2
14,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_14_10,73.031,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_14_10,1.606,0.768,2,2,2.055,2.094,4,0,1.276,1.013,2,2
15,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_15_10,33.353,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_15_10,2.000,1.026,2,2,2.448,2.333,4,4,1.431,0.993,2,2
16,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_16_10,125.935,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_16_10,1.443,0.542,1,1,2.324,2.030,4,4,1.594,0.848,2,2
17,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_17_10,65.555,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_17_10,1.675,0.747,2,2,3.386,2.118,4,4,1.307,1.122,2,2
18,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_18_10,26.452,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_18_10,2.000,1.033,2,2,1.826,2.014,0,0,2.022,1.000,2,2
19,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_19_10,42.553,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_19_10,1.432,0.526,1,1,0.865,1.658,0,0,0.703,0.961,0,0
20,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif:ROI_20_10,40.828,2024-08-15_12-20,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 3.tif,ROI_20_10,1.465,0.605,1,2,3.169,2.908,4,4,1.183,1.032,2,2
