 ,Label,Area,Date,Version,Thresholding_method,BaseImage,ROI,Mean_channel1,Std_channel1,Median_channel1,Mode_channel1,Mean_channel2,Std_channel2,Median_channel2,Mode_channel2,Mean_channel4,Std_channel4,Median_channel4,Mode_channel4
28,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_28_9,25.877,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_28_9,1.911,1.125,2,2,3.467,2.446,4,4,2.333,0.977,2,2
29,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_29_9,93.157,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_29_9,1.704,0.629,2,2,5.735,3.338,4,4,2.253,0.851,2,2
30,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_30_9,41.978,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_30_9,1.918,1.038,2,2,3.082,2.448,4,4,1.712,1.559,2,0
31,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_31_9,65.555,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_31_9,1.842,0.604,2,2,5.570,2.755,4,4,2.368,1.058,2,2
32,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_32_9,40.253,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_32_9,1.786,0.611,2,2,5.214,2.697,4,4,2.657,0.961,3,2
33,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_33_9,29.327,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_33_9,1.784,0.642,2,2,6.471,3.331,4,4,2.529,0.731,2,2
34,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_34_9,30.477,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_34_9,1.566,0.537,2,2,1.962,2.019,0,0,0.943,1.064,0,0
35,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_35_9,43.128,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_35_9,2.347,1.072,2,2,5.520,4.111,4,4,3.987,1.573,4,5
36,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_36_9,27.027,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_36_9,2.404,1.173,2,2,6.021,2.690,4,4,3.404,0.876,3,4
37,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_37_9,27.602,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_37_9,2.021,0.863,2,2,5.583,2.508,4,4,2.917,1.007,3,3
38,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_38_9,37.953,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_38_9,2.258,0.933,2,2,5.788,3.435,4,4,3.894,1.204,4,5
39,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_39_9,59.230,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_39_9,2.340,1.265,2,2,5.340,2.452,4,4,2.485,0.765,2,2
40,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_40_9,32.203,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_40_9,1.946,0.840,2,2,4.214,2.372,4,4,2.500,0.739,2,2
41,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_41_9,43.128,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_41_9,2.027,0.838,2,2,7.133,2.698,9,9,2.573,0.791,2,2
42,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_42_9,37.953,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_42_9,2.439,1.254,2,2,4.606,2.339,4,4,3.061,0.782,3,3
43,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_43_9,29.327,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_43_9,2.353,1.146,2,2,3.745,2.697,4,4,2.020,0.648,2,2
44,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_44_9,48.304,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_44_9,1.690,0.728,2,2,2.881,2.085,4,4,1.964,0.702,2,2
45,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_45_9,32.778,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_45_9,2.702,1.451,2,2,3.877,2.778,4,4,1.404,1.033,2,2
46,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_46_9,38.528,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_46_9,2.299,1.231,2,2,4.582,2.742,4,4,2.567,0.821,2,2
47,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_47_9,29.902,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_47_9,2.615,1.051,2,2,6.808,2.990,9,9,2.923,1.045,3,3
48,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_48_9,29.327,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_48_9,1.725,0.666,2,2,5.275,2.906,4,4,2.412,0.536,2,2
49,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_49_9,28.177,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_49_9,2.245,1.090,2,2,6.857,2.500,9,9,2.857,0.816,3,2
50,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_50_9,55.204,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_50_9,2.542,1.313,2,4,5.240,2.698,4,4,2.521,0.821,2,2
51,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_51_9,31.052,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_51_9,2.241,0.775,2,2,6.315,3.027,4,4,3.537,1.342,3,2
52,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_52_9,26.452,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_52_9,1.587,0.617,2,2,5.804,3.067,4,4,2.739,0.905,3,2
53,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_53_9,47.729,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_53_9,2.361,1.077,2,2,3.241,1.743,4,4,3.157,1.292,3,2
54,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_54_9,31.052,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_54_9,2.093,1.120,2,2,5.093,2.830,4,4,2.667,0.869,2,2
55,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_55_9,66.705,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_55_9,1.922,0.876,2,2,6.466,3.080,9,9,3.086,1.213,3,2
56,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_56_9,37.378,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_56_9,1.738,0.644,2,2,5.692,2.543,4,4,2.569,0.847,2,2
57,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_57_9,31.052,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_57_9,1.630,0.760,2,2,4.222,3.039,4,4,2.130,1.245,2,2
58,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_58_9,32.203,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_58_9,1.607,0.755,2,1,2.071,2.017,4,4,1.161,1.023,2,2
59,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_59_9,50.029,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_59_9,2.563,1.064,2,2,5.023,2.681,4,4,2.977,1.239,3,2
60,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_60_9,37.953,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_60_9,2.076,1.114,2,2,4.561,2.591,4,4,7.530,2.947,7,9
61,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_61_9,44.854,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_61_9,1.859,0.833,2,2,4.936,2.560,4,4,2.641,1.081,2,2
62,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_62_9,35.653,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_62_9,2.290,1.046,2,2,5.065,2.936,4,4,2.532,0.783,2,2
63,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_63_9,42.553,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_63_9,2.243,1.120,2,2,5.905,3.253,4,4,2.932,1.427,3,2
64,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_64_9,52.329,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_64_9,2.560,1.222,2,2,5.374,2.755,4,4,3.275,1.165,3,2
65,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_65_9,49.454,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_65_9,2.093,0.941,2,2,4.965,2.283,4,4,2.419,1.251,2,2
66,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_66_9,63.255,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_66_9,1.755,0.960,2,2,3.855,3.236,4,4,2.027,1.129,2,2
67,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_67_9,44.278,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_67_9,2.506,1.059,2,2,4.351,1.612,4,4,2.312,0.990,2,2
68,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif:ROI_68_9,26.452,2024-08-15_12-22,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 9.tif,ROI_68_9,1.696,0.465,2,2,7.196,4.048,9,4,2.196,0.806,2,2
