 ,Label,Area,Date,Version,Thresholding_method,BaseImage,ROI,Mean_channel1,Std_channel1,Median_channel1,Mode_channel1,Mean_channel2,Std_channel2,Median_channel2,Mode_channel2,Mean_channel4,Std_channel4,Median_channel4,Mode_channel4
16,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_16_5,64.980,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_16_5,1.522,0.642,2,2,1.646,2.171,0,0,1.602,0.882,2,2
17,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_17_5,85.107,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_17_5,1.392,0.567,1,1,2.534,2.158,4,4,1.703,0.929,2,2
18,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_18_5,73.031,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_18_5,1.472,0.653,1,1,3.268,2.216,4,4,1.992,0.649,2,2
19,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_19_5,40.828,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_19_5,1.465,0.502,1,1,3.437,3.111,4,4,1.789,1.013,2,2
20,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_20_5,62.105,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_20_5,1.565,0.674,2,1,2.565,2.412,4,4,1.324,0.965,2,2
21,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_21_5,55.779,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_21_5,1.320,0.654,1,1,3.052,1.710,4,4,1.186,1.034,2,2
22,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_22_5,178.264,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_22_5,1.445,0.582,1,1,3.032,2.420,4,4,1.529,0.964,2,2
23,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_23_5,142.611,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_23_5,1.407,0.642,1,1,1.774,1.991,0,0,1.085,1.093,2,0
24,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_24_5,53.479,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_24_5,1.462,0.543,1,1,4.398,2.142,4,4,1.774,0.874,2,2
25,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_25_5,31.052,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_25_5,1.407,0.496,1,1,2.741,1.875,4,4,1.370,0.938,2,2
26,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_26_5,28.177,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_26_5,1.857,0.957,2,2,2.449,1.969,4,4,1.143,1.000,2,2
27,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_27_5,69.580,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_27_5,1.521,0.743,1,1,3.256,2.166,4,4,2.008,0.899,2,2
28,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_28_5,70.731,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_28_5,1.325,0.565,1,1,3.724,1.803,4,4,1.049,1.015,2,2
29,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_29_5,120.760,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_29_5,1.457,0.562,1,1,2.938,2.052,4,4,1.400,0.984,2,2
30,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_30_5,79.356,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_30_5,1.471,0.618,1,1,3.855,2.559,4,4,1.630,0.793,2,2
31,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_31_5,31.052,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_31_5,1.315,0.507,1,1,2.815,1.844,4,4,0.963,1.009,0,0
32,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_32_5,55.779,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_32_5,1.742,0.696,2,2,3.392,2.104,4,4,1.732,1.016,2,2
33,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_33_5,28.177,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_33_5,1.204,0.456,1,1,1.061,1.784,0,0,0.531,0.892,0,0
34,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_34_5,27.602,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_34_5,1.146,0.505,1,1,2.083,2.019,4,4,1.521,0.899,2,2
35,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_35_5,39.103,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_35_5,1.456,0.609,1,1,4.176,2.151,4,4,1.176,1.105,2,2
36,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_36_5,75.906,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_36_5,1.364,0.498,1,1,1.712,2.153,0,0,1.189,1.049,2,2
37,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_37_5,44.854,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_37_5,1.474,0.751,1,1,2.167,2.147,4,4,1.859,0.716,2,2
38,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_38_5,68.430,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_38_5,1.479,0.687,1,1,3.807,2.043,4,4,1.563,1.071,2,2
39,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_39_5,37.378,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_39_5,1.354,0.672,1,1,1.846,2.010,0,0,1.138,0.998,2,2
40,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_40_5,62.680,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_40_5,1.615,0.543,2,2,2.771,2.067,4,4,1.780,0.916,2,2
41,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_41_5,32.778,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_41_5,1.737,0.483,2,2,3.596,2.344,4,4,2.018,0.551,2,2
42,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_42_5,202.416,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_42_5,1.378,0.596,1,1,2.236,2.083,4,4,1.344,1.009,2,2
43,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_43_5,39.103,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_43_5,1.412,0.496,1,1,3.015,1.920,4,4,1.471,1.058,2,2
44,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_44_5,36.228,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_44_5,1.429,0.560,1,1,3.143,2.047,4,4,1.889,0.743,2,2
45,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_45_5,68.430,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_45_5,1.513,0.595,1,1,2.378,2.244,4,4,1.261,0.970,2,2
46,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_46_5,77.056,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_46_5,1.597,0.602,2,2,3.336,2.145,4,4,1.888,1.115,2,2
47,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_47_5,63.255,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_47_5,1.500,0.726,1,1,1.345,1.899,0,0,0.455,0.842,0,0
48,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_48_5,56.354,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_48_5,1.694,0.765,2,2,2.265,2.213,4,4,1.837,0.821,2,2
49,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_49_5,31.052,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_49_5,1.704,0.816,2,2,2.722,2.468,4,4,2.000,0.911,2,2
50,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_50_5,30.477,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_50_5,1.736,0.812,2,2,2.113,2.016,4,4,1.264,1.003,2,2
51,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_51_5,78.781,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_51_5,1.460,0.594,1,1,3.350,1.785,4,4,2.036,0.869,2,2
52,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_52_5,44.854,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_52_5,1.449,0.501,1,1,3.513,2.753,4,4,1.538,0.893,2,2
53,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_53_5,32.778,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_53_5,1.351,0.551,1,1,3.228,2.398,4,4,1.263,0.973,2,2
54,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_54_5,54.054,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_54_5,1.660,0.665,2,2,2.947,1.903,4,4,1.202,1.001,2,2
55,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_55_5,54.054,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_55_5,1.564,0.741,2,1,3.181,2.454,4,4,1.638,0.890,2,2
56,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_56_5,27.602,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_56_5,1.188,0.673,1,1,3.021,1.995,4,4,1.500,0.875,2,2
57,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_57_5,28.752,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_57_5,1.360,0.485,1,1,2.500,2.178,4,4,1.460,0.930,2,2
58,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_58_5,38.528,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_58_5,1.582,0.607,2,2,3.060,1.898,4,4,0.627,0.935,0,0
59,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_59_5,39.678,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_59_5,1.493,0.532,2,2,2.739,2.041,4,4,1.551,0.993,2,2
60,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_60_5,55.779,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_60_5,1.505,0.523,2,2,2.907,2.454,4,4,1.423,0.977,2,2
61,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_61_5,58.655,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_61_5,1.461,0.557,1,2,2.431,1.963,4,4,1.176,0.989,2,2
62,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_62_5,70.731,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_62_5,1.374,0.564,1,1,2.902,1.892,4,4,1.748,0.988,2,2
63,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_63_5,52.329,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_63_5,1.516,0.621,1,1,1.626,1.976,0,0,0.956,1.021,0,0
64,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_64_5,59.805,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_64_5,1.673,0.743,2,2,2.356,2.085,4,4,1.683,0.895,2,2
65,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_65_5,123.060,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_65_5,1.565,0.630,2,2,2.650,2.253,4,4,1.780,0.931,2,2
66,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_66_5,34.503,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_66_5,1.633,0.901,2,1,4.200,2.291,4,4,1.617,0.993,2,2
67,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_67_5,154.112,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_67_5,1.511,0.863,1,1,1.209,1.840,0,0,1.243,0.978,2,2
68,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif:ROI_68_5,25.877,2024-08-15_12-30,AllFluoNuclei_v20240729,Moments,IF2_WT_78h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 10.tif,ROI_68_5,1.600,0.495,2,2,2.667,1.907,4,4,1.689,0.848,2,2
