 ,Label,Area,Date,Version,Thresholding_method,BaseImage,ROI,Mean_channel1,Std_channel1,Median_channel1,Mode_channel1,Mean_channel2,Std_channel2,Median_channel2,Mode_channel2,Mean_channel4,Std_channel4,Median_channel4,Mode_channel4
1,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_1_11,136.861,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_1_11,1.454,0.626,1,1,1.849,1.998,0,0,1.622,1.006,2,2
2,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_2_11,46.004,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_2_11,1.413,0.650,1,1,1.050,1.771,0,0,1.075,1.003,2,2
3,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_3_11,70.156,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_3_11,1.328,0.521,1,1,1.049,1.767,0,0,1.508,0.956,2,2
4,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_4_11,50.604,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_4_11,1.364,0.647,1,1,3.841,3.626,4,4,1.705,0.805,2,2
5,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_5_11,26.452,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_5_11,1.391,0.537,1,1,2.174,2.014,4,4,1.087,1.007,2,2
6,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_6_11,94.307,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_6_11,1.348,0.582,1,1,5.171,3.246,4,4,1.951,0.690,2,2
7,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_7_11,30.477,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_7_11,1.698,0.799,2,2,2.057,2.222,0,0,1.245,1.036,2,2
8,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_8_11,41.403,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_8_11,1.431,0.601,1,1,1.833,2.007,0,0,1.875,0.786,2,2
9,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_9_11,102.933,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_9_11,1.553,0.743,1,1,1.497,1.941,0,0,1.536,1.018,2,2
10,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_10_11,101.783,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_10_11,1.627,0.751,2,2,1.040,1.759,0,0,1.605,0.906,2,2
11,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_11_11,73.031,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_11_11,1.378,0.548,1,1,3.205,2.549,4,4,1.740,0.936,2,2
12,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_12_11,57.505,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_12_11,1.750,0.672,2,2,2.180,2.217,4,4,1.890,0.665,2,2
13,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_13_11,51.754,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_13_11,1.756,0.987,2,1,3.600,2.843,4,4,2.000,0.807,2,2
14,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_14_11,41.978,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_14_11,1.534,0.709,1,1,5.945,3.304,4,4,1.644,1.059,2,2
15,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_15_11,69.580,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_15_11,1.636,0.730,2,2,0.595,1.429,0,0,0.579,0.911,0,0
16,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_16_11,44.854,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_16_11,1.577,0.570,2,2,2.179,2.278,4,0,1.218,1.002,2,2
17,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_17_11,66.705,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_17_11,1.647,0.749,2,2,1.966,2.008,0,0,1.276,1.018,2,2
18,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_18_11,37.378,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_18_11,1.662,0.957,1,1,6.015,4.396,4,4,1.969,1.045,2,2
19,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_19_11,121.910,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_19_11,1.472,0.546,1,2,1.745,2.288,0,0,1.575,0.897,2,2
20,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_20_12,33.928,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_20_12,2.576,1.070,2,2,7.390,3.765,9,4,2.000,1.189,2,2
21,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_21_12,28.177,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_21_12,3.449,1.339,4,2,5.612,3.101,4,4,2.612,0.837,3,2
22,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_22_12,70.156,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_22_12,6.000,3.435,5,2,17.025,9.665,14,14,6.016,3.242,5,2
23,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_23_12,65.555,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_23_12,4.956,2.126,5,4,33.430,15.500,34,24,6.263,3.016,6,7
24,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_24_12,52.329,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_24_12,4.286,1.797,4,4,21.703,8.889,19,19,8.659,6.204,7,2
25,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_25_12,33.928,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_25_12,5.559,2.541,5,5,19.475,9.436,19,19,9.864,4.062,9,7
26,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_26_12,191.490,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_26_12,9.523,3.816,10,13,39.541,19.298,34,29,10.438,2.837,11,9
27,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_27_12,136.861,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_27_12,9.992,5.227,10,13,25.576,12.973,24,14,8.950,2.682,9,9
28,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_28_12,142.611,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_28_12,8.145,3.626,8,11,30.222,10.127,29,19,11.794,4.221,13,15
29,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_29_12,32.203,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_29_12,2.589,1.156,2,2,49.536,43.472,50,9,7.446,4.323,7,3
30,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_30_12,132.260,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_30_12,7.552,3.923,8,4,29.243,11.331,29,29,10.939,4.677,11,15
31,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_31_12,104.658,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_31_12,7.159,3.223,8,8,50.093,54.702,24,24,10.154,3.695,11,11
32,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_32_12,133.411,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_32_12,9.560,4.083,10,10,31.155,9.699,29,29,18.362,4.434,19,21
33,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_33_12,37.953,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_33_12,3.455,1.511,4,2,129.576,44.426,119,114,15.091,3.359,15,15
34,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_34_12,95.458,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_34_12,7.699,3.127,8,8,39.801,12.753,39,34,15.681,3.525,15,15
35,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_35_12,28.177,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_35_12,3.612,1.525,4,4,19.102,12.686,14,9,3.857,1.399,4,3
36,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_36_12,87.407,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_36_12,7.513,3.005,8,10,68.474,37.682,54,59,16.789,3.327,17,15
37,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_37_12,50.604,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_37_12,7.091,3.959,8,4,78.125,20.018,74,69,14.682,2.037,15,15
38,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_38_12,127.660,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_38_12,10.311,4.493,11,5,26.743,11.506,24,19,19.968,7.442,21,27
39,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif:ROI_39_12,56.929,2024-08-15_12-18,AllFluoNuclei_v20240729,Moments,IF2_WT_72h_Snai1_Rab_ECAD_Sox2_FCS_01Triton_2024_08_14.lif - Position 2.tif,ROI_39_12,8.525,3.740,8,8,35.646,13.327,34,29,13.717,1.943,13,15
