Distance,Fluorescence,Marker,Condition,Time,Replicate
712.161,26.5493,Hoxb9,0.5,117h,2
712.918,26.9707,Hoxb9,0.5,117h,2
713.676,27.2997,Hoxb9,0.5,117h,2
714.434,27.5819,Hoxb9,0.5,117h,2
715.191,28.8419,Hoxb9,0.5,117h,2
715.949,30.1356,Hoxb9,0.5,117h,2
716.706,30.4521,Hoxb9,0.5,117h,2
717.464,29.7813,Hoxb9,0.5,117h,2
718.222,28.9084,Hoxb9,0.5,117h,2
718.979,28.0363,Hoxb9,0.5,117h,2
719.737,26.75,Hoxb9,0.5,117h,2
720.495,24.9923,Hoxb9,0.5,117h,2
721.252,23.9101,Hoxb9,0.5,117h,2
722.01,23.5591,Hoxb9,0.5,117h,2
722.767,23.7497,Hoxb9,0.5,117h,2
723.525,23.5829,Hoxb9,0.5,117h,2
724.283,23.4286,Hoxb9,0.5,117h,2
725.04,23.1021,Hoxb9,0.5,117h,2
725.798,22.9599,Hoxb9,0.5,117h,2
726.555,23.2679,Hoxb9,0.5,117h,2
727.313,23.4663,Hoxb9,0.5,117h,2
728.071,23.4663,Hoxb9,0.5,117h,2
728.828,23.4471,Hoxb9,0.5,117h,2
729.586,23.7519,Hoxb9,0.5,117h,2
730.344,24.5299,Hoxb9,0.5,117h,2
731.101,25.7519,Hoxb9,0.5,117h,2
731.859,26.8197,Hoxb9,0.5,117h,2
732.616,27.2366,Hoxb9,0.5,117h,2
733.374,27.0967,Hoxb9,0.5,117h,2
734.132,26.0709,Hoxb9,0.5,117h,2
734.889,25.1203,Hoxb9,0.5,117h,2
735.647,24.6392,Hoxb9,0.5,117h,2
736.404,24.603,Hoxb9,0.5,117h,2
737.162,24.8802,Hoxb9,0.5,117h,2
737.92,25.1084,Hoxb9,0.5,117h,2
738.677,24.8316,Hoxb9,0.5,117h,2
739.435,23.9393,Hoxb9,0.5,117h,2
740.193,23.2952,Hoxb9,0.5,117h,2
740.95,22.6088,Hoxb9,0.5,117h,2
741.708,21.8176,Hoxb9,0.5,117h,2
742.465,21.654,Hoxb9,0.5,117h,2
743.223,21.7312,Hoxb9,0.5,117h,2
743.981,21.9521,Hoxb9,0.5,117h,2
744.738,22.572,Hoxb9,0.5,117h,2
745.496,24.3845,Hoxb9,0.5,117h,2
746.253,27.0187,Hoxb9,0.5,117h,2
747.011,29.645,Hoxb9,0.5,117h,2
747.769,30.0066,Hoxb9,0.5,117h,2
748.526,28.8899,Hoxb9,0.5,117h,2
749.284,27.8861,Hoxb9,0.5,117h,2
750.042,26.8663,Hoxb9,0.5,117h,2
750.799,25.5378,Hoxb9,0.5,117h,2
751.557,24.5436,Hoxb9,0.5,117h,2
752.314,23.4457,Hoxb9,0.5,117h,2
753.072,23.0309,Hoxb9,0.5,117h,2
753.83,23.4149,Hoxb9,0.5,117h,2
754.587,24.7297,Hoxb9,0.5,117h,2
755.345,24.7747,Hoxb9,0.5,117h,2
756.103,24.2745,Hoxb9,0.5,117h,2
756.86,23.7897,Hoxb9,0.5,117h,2
757.618,23.9229,Hoxb9,0.5,117h,2
758.375,23.9098,Hoxb9,0.5,117h,2
759.133,23.8093,Hoxb9,0.5,117h,2
759.891,23.7289,Hoxb9,0.5,117h,2
760.648,23.7868,Hoxb9,0.5,117h,2
761.406,23.8894,Hoxb9,0.5,117h,2
762.163,24.6452,Hoxb9,0.5,117h,2
762.921,25.2172,Hoxb9,0.5,117h,2
763.679,25.3281,Hoxb9,0.5,117h,2
764.436,24.7443,Hoxb9,0.5,117h,2
765.194,23.8208,Hoxb9,0.5,117h,2
765.952,22.4597,Hoxb9,0.5,117h,2
766.709,21.1885,Hoxb9,0.5,117h,2
767.467,20.7754,Hoxb9,0.5,117h,2
768.224,21.1383,Hoxb9,0.5,117h,2
768.982,21.7786,Hoxb9,0.5,117h,2
769.74,21.938,Hoxb9,0.5,117h,2
770.497,22.5609,Hoxb9,0.5,117h,2
771.255,24.5417,Hoxb9,0.5,117h,2
772.013,25.7764,Hoxb9,0.5,117h,2
772.77,26.1214,Hoxb9,0.5,117h,2
773.528,25.9977,Hoxb9,0.5,117h,2
774.285,25.3143,Hoxb9,0.5,117h,2
775.043,24.8907,Hoxb9,0.5,117h,2
775.801,23.8928,Hoxb9,0.5,117h,2
776.558,22.811,Hoxb9,0.5,117h,2
777.316,22.7311,Hoxb9,0.5,117h,2
778.073,23.189,Hoxb9,0.5,117h,2
778.831,23.0877,Hoxb9,0.5,117h,2
779.589,22.4267,Hoxb9,0.5,117h,2
780.346,22.3866,Hoxb9,0.5,117h,2
781.104,22.2084,Hoxb9,0.5,117h,2
781.862,22.2647,Hoxb9,0.5,117h,2
782.619,21.9773,Hoxb9,0.5,117h,2
783.377,22.2779,Hoxb9,0.5,117h,2
784.134,22.361,Hoxb9,0.5,117h,2
784.892,22.0674,Hoxb9,0.5,117h,2
785.65,21.591,Hoxb9,0.5,117h,2
786.407,21.35,Hoxb9,0.5,117h,2
787.165,21.6862,Hoxb9,0.5,117h,2
787.922,22.0959,Hoxb9,0.5,117h,2
788.68,22.0343,Hoxb9,0.5,117h,2
789.438,21.7513,Hoxb9,0.5,117h,2
790.195,21.0568,Hoxb9,0.5,117h,2
790.953,20.5505,Hoxb9,0.5,117h,2
791.711,20.6223,Hoxb9,0.5,117h,2
792.468,20.9261,Hoxb9,0.5,117h,2
793.226,21.687,Hoxb9,0.5,117h,2
793.983,22.7599,Hoxb9,0.5,117h,2
794.741,23.2155,Hoxb9,0.5,117h,2
795.499,23.4099,Hoxb9,0.5,117h,2
796.256,24.0757,Hoxb9,0.5,117h,2
797.014,24.1997,Hoxb9,0.5,117h,2
797.771,23.8524,Hoxb9,0.5,117h,2
798.529,23.2621,Hoxb9,0.5,117h,2
799.287,23.4147,Hoxb9,0.5,117h,2
800.044,23.8323,Hoxb9,0.5,117h,2
800.802,24.361,Hoxb9,0.5,117h,2
801.56,24.4771,Hoxb9,0.5,117h,2
802.317,24.4371,Hoxb9,0.5,117h,2
803.075,24.9503,Hoxb9,0.5,117h,2
803.832,25.2045,Hoxb9,0.5,117h,2
804.59,25.2206,Hoxb9,0.5,117h,2
805.348,25.0222,Hoxb9,0.5,117h,2
806.105,24.5239,Hoxb9,0.5,117h,2
806.863,23.8498,Hoxb9,0.5,117h,2
807.621,23.9001,Hoxb9,0.5,117h,2
808.378,24.338,Hoxb9,0.5,117h,2
809.136,24.2298,Hoxb9,0.5,117h,2
809.893,24.0447,Hoxb9,0.5,117h,2
810.651,23.975,Hoxb9,0.5,117h,2
811.409,24.2863,Hoxb9,0.5,117h,2
812.166,24.1616,Hoxb9,0.5,117h,2
812.924,23.6367,Hoxb9,0.5,117h,2
813.681,22.9854,Hoxb9,0.5,117h,2
814.439,22.4215,Hoxb9,0.5,117h,2
815.197,22.0528,Hoxb9,0.5,117h,2
815.954,21.3385,Hoxb9,0.5,117h,2
816.712,21.4208,Hoxb9,0.5,117h,2
817.47,22.2051,Hoxb9,0.5,117h,2
818.227,23.2704,Hoxb9,0.5,117h,2
818.985,23.9813,Hoxb9,0.5,117h,2
819.742,24.2603,Hoxb9,0.5,117h,2
820.5,24.0305,Hoxb9,0.5,117h,2
821.258,23.5006,Hoxb9,0.5,117h,2
822.015,22.8077,Hoxb9,0.5,117h,2
822.773,22.5142,Hoxb9,0.5,117h,2
823.531,24.3886,Hoxb9,0.5,117h,2
824.288,28.4644,Hoxb9,0.5,117h,2
825.046,31.124,Hoxb9,0.5,117h,2
825.803,32.3347,Hoxb9,0.5,117h,2
826.561,32.544,Hoxb9,0.5,117h,2
827.319,32.3973,Hoxb9,0.5,117h,2
828.076,32.5961,Hoxb9,0.5,117h,2
828.834,29.3608,Hoxb9,0.5,117h,2
829.591,28.2969,Hoxb9,0.5,117h,2
830.349,27.8241,Hoxb9,0.5,117h,2
831.107,26.5831,Hoxb9,0.5,117h,2
831.864,26.0402,Hoxb9,0.5,117h,2
832.622,25.0998,Hoxb9,0.5,117h,2
833.38,24.7206,Hoxb9,0.5,117h,2
834.137,25.1352,Hoxb9,0.5,117h,2
834.895,25.1709,Hoxb9,0.5,117h,2
835.652,24.7329,Hoxb9,0.5,117h,2
836.41,24.2576,Hoxb9,0.5,117h,2
837.168,23.8741,Hoxb9,0.5,117h,2
837.925,23.4717,Hoxb9,0.5,117h,2
838.683,22.9288,Hoxb9,0.5,117h,2
839.44,22.6635,Hoxb9,0.5,117h,2
840.198,22.4578,Hoxb9,0.5,117h,2
840.956,22.4556,Hoxb9,0.5,117h,2
841.713,23.0669,Hoxb9,0.5,117h,2
842.471,23.2113,Hoxb9,0.5,117h,2
843.229,22.7651,Hoxb9,0.5,117h,2
843.986,21.9936,Hoxb9,0.5,117h,2
844.744,21.6785,Hoxb9,0.5,117h,2
845.501,21.7552,Hoxb9,0.5,117h,2
846.259,22.1954,Hoxb9,0.5,117h,2
847.017,23.043,Hoxb9,0.5,117h,2
847.774,23.68,Hoxb9,0.5,117h,2
848.532,23.6876,Hoxb9,0.5,117h,2
849.289,23.9094,Hoxb9,0.5,117h,2
850.047,24.6434,Hoxb9,0.5,117h,2
850.805,25.7827,Hoxb9,0.5,117h,2
851.562,26.4173,Hoxb9,0.5,117h,2
852.32,27.5634,Hoxb9,0.5,117h,2
853.078,29.0343,Hoxb9,0.5,117h,2
853.835,29.528,Hoxb9,0.5,117h,2
854.593,28.4909,Hoxb9,0.5,117h,2
855.35,26.8025,Hoxb9,0.5,117h,2
856.108,25.2624,Hoxb9,0.5,117h,2
856.866,24.1821,Hoxb9,0.5,117h,2
857.623,24.6632,Hoxb9,0.5,117h,2
858.381,28.2698,Hoxb9,0.5,117h,2
859.139,32.5655,Hoxb9,0.5,117h,2
859.896,33.0983,Hoxb9,0.5,117h,2
860.654,31.6481,Hoxb9,0.5,117h,2
861.411,28.504,Hoxb9,0.5,117h,2
862.169,24.9693,Hoxb9,0.5,117h,2
862.927,23.53,Hoxb9,0.5,117h,2
863.684,22.8922,Hoxb9,0.5,117h,2
864.442,22.735,Hoxb9,0.5,117h,2
865.199,23.1449,Hoxb9,0.5,117h,2
865.957,23.8625,Hoxb9,0.5,117h,2
866.715,24.7652,Hoxb9,0.5,117h,2
867.472,26.0873,Hoxb9,0.5,117h,2
868.23,27.5594,Hoxb9,0.5,117h,2
868.988,28.1026,Hoxb9,0.5,117h,2
869.745,28.3939,Hoxb9,0.5,117h,2
870.503,28.2141,Hoxb9,0.5,117h,2
871.26,27.8577,Hoxb9,0.5,117h,2
872.018,27.5713,Hoxb9,0.5,117h,2
872.776,27.1397,Hoxb9,0.5,117h,2
873.533,26.8079,Hoxb9,0.5,117h,2
874.291,25.9034,Hoxb9,0.5,117h,2
875.049,24.8991,Hoxb9,0.5,117h,2
875.806,23.9364,Hoxb9,0.5,117h,2
876.564,22.9681,Hoxb9,0.5,117h,2
877.321,22.6419,Hoxb9,0.5,117h,2
878.079,22.9277,Hoxb9,0.5,117h,2
878.837,23.3838,Hoxb9,0.5,117h,2
879.594,24.0666,Hoxb9,0.5,117h,2
880.352,24.2257,Hoxb9,0.5,117h,2
881.109,24.2833,Hoxb9,0.5,117h,2
881.867,24.2218,Hoxb9,0.5,117h,2
882.625,24.367,Hoxb9,0.5,117h,2
883.382,24.8048,Hoxb9,0.5,117h,2
884.14,25.2875,Hoxb9,0.5,117h,2
884.898,24.817,Hoxb9,0.5,117h,2
885.655,23.8431,Hoxb9,0.5,117h,2
886.413,23.3563,Hoxb9,0.5,117h,2
887.17,23.8087,Hoxb9,0.5,117h,2
887.928,23.8916,Hoxb9,0.5,117h,2
888.686,23.9627,Hoxb9,0.5,117h,2
889.443,24.0188,Hoxb9,0.5,117h,2
890.201,24.8755,Hoxb9,0.5,117h,2
890.958,27.9532,Hoxb9,0.5,117h,2
891.716,29.9647,Hoxb9,0.5,117h,2
892.474,30.3684,Hoxb9,0.5,117h,2
893.231,28.6557,Hoxb9,0.5,117h,2
893.989,26.5691,Hoxb9,0.5,117h,2
894.747,25.8222,Hoxb9,0.5,117h,2
895.504,26.7298,Hoxb9,0.5,117h,2
896.262,26.3836,Hoxb9,0.5,117h,2
897.019,24.636,Hoxb9,0.5,117h,2
897.777,23.98,Hoxb9,0.5,117h,2
898.535,23.5348,Hoxb9,0.5,117h,2
899.292,23.5029,Hoxb9,0.5,117h,2
900.05,23.8193,Hoxb9,0.5,117h,2
900.808,24.9965,Hoxb9,0.5,117h,2
901.565,26.0213,Hoxb9,0.5,117h,2
902.323,26.7858,Hoxb9,0.5,117h,2
903.08,27.3902,Hoxb9,0.5,117h,2
903.838,26.6269,Hoxb9,0.5,117h,2
904.596,25.5284,Hoxb9,0.5,117h,2
905.353,24.9832,Hoxb9,0.5,117h,2
906.111,24.2122,Hoxb9,0.5,117h,2
906.868,23.2295,Hoxb9,0.5,117h,2
907.626,23.166,Hoxb9,0.5,117h,2
908.384,23.5978,Hoxb9,0.5,117h,2
909.141,23.9701,Hoxb9,0.5,117h,2
909.899,23.9454,Hoxb9,0.5,117h,2
910.657,23.8815,Hoxb9,0.5,117h,2
911.414,23.5774,Hoxb9,0.5,117h,2
912.172,23.3811,Hoxb9,0.5,117h,2
912.929,23.5337,Hoxb9,0.5,117h,2
913.687,23.798,Hoxb9,0.5,117h,2
914.445,23.7856,Hoxb9,0.5,117h,2
915.202,22.7979,Hoxb9,0.5,117h,2
915.96,21.5719,Hoxb9,0.5,117h,2
916.718,21.3003,Hoxb9,0.5,117h,2
917.475,21.0857,Hoxb9,0.5,117h,2
918.233,21.1521,Hoxb9,0.5,117h,2
918.99,21.5292,Hoxb9,0.5,117h,2
919.748,21.2377,Hoxb9,0.5,117h,2
920.506,21.0869,Hoxb9,0.5,117h,2
921.263,21.8886,Hoxb9,0.5,117h,2
922.021,23.7586,Hoxb9,0.5,117h,2
922.778,24.638,Hoxb9,0.5,117h,2
923.536,22.7445,Hoxb9,0.5,117h,2
924.294,20.8162,Hoxb9,0.5,117h,2
925.051,20.6225,Hoxb9,0.5,117h,2
925.809,20.6932,Hoxb9,0.5,117h,2
926.567,21.3856,Hoxb9,0.5,117h,2
927.324,22.6081,Hoxb9,0.5,117h,2
928.082,23.0626,Hoxb9,0.5,117h,2
928.839,23.6419,Hoxb9,0.5,117h,2
929.597,24.7103,Hoxb9,0.5,117h,2
930.355,25.3853,Hoxb9,0.5,117h,2
931.112,25.0063,Hoxb9,0.5,117h,2
931.87,24.7673,Hoxb9,0.5,117h,2
932.628,23.862,Hoxb9,0.5,117h,2
933.385,22.553,Hoxb9,0.5,117h,2
934.143,21.5214,Hoxb9,0.5,117h,2
934.9,20.969,Hoxb9,0.5,117h,2
935.658,20.9033,Hoxb9,0.5,117h,2
936.416,21.5254,Hoxb9,0.5,117h,2
937.173,22.5966,Hoxb9,0.5,117h,2
937.931,23.8814,Hoxb9,0.5,117h,2
938.688,25.6347,Hoxb9,0.5,117h,2
939.446,26.9355,Hoxb9,0.5,117h,2
940.204,27.0289,Hoxb9,0.5,117h,2
940.961,24.7775,Hoxb9,0.5,117h,2
941.719,22.7334,Hoxb9,0.5,117h,2
942.477,21.5492,Hoxb9,0.5,117h,2
943.234,21.0776,Hoxb9,0.5,117h,2
943.992,21.8144,Hoxb9,0.5,117h,2
944.749,22.7769,Hoxb9,0.5,117h,2
945.507,23.4312,Hoxb9,0.5,117h,2
946.265,23.2348,Hoxb9,0.5,117h,2
947.022,22.4214,Hoxb9,0.5,117h,2
947.78,21.8951,Hoxb9,0.5,117h,2
948.537,22.9423,Hoxb9,0.5,117h,2
949.295,25.6294,Hoxb9,0.5,117h,2
950.053,27.1522,Hoxb9,0.5,117h,2
950.81,26.7244,Hoxb9,0.5,117h,2
951.568,24.0855,Hoxb9,0.5,117h,2
952.326,23.1174,Hoxb9,0.5,117h,2
953.083,24.4798,Hoxb9,0.5,117h,2
953.841,26.8529,Hoxb9,0.5,117h,2
954.598,28.2992,Hoxb9,0.5,117h,2
955.356,29.1283,Hoxb9,0.5,117h,2
956.114,29.7621,Hoxb9,0.5,117h,2
956.871,30.2486,Hoxb9,0.5,117h,2
957.629,29.8506,Hoxb9,0.5,117h,2
958.386,29.2216,Hoxb9,0.5,117h,2
959.144,28.1809,Hoxb9,0.5,117h,2
959.902,26.6333,Hoxb9,0.5,117h,2
960.659,25.4927,Hoxb9,0.5,117h,2
961.417,24.9913,Hoxb9,0.5,117h,2
962.175,26.4119,Hoxb9,0.5,117h,2
962.932,27.5526,Hoxb9,0.5,117h,2
963.69,26.4084,Hoxb9,0.5,117h,2
964.447,26.0054,Hoxb9,0.5,117h,2
965.205,25.8913,Hoxb9,0.5,117h,2
965.963,25.8325,Hoxb9,0.5,117h,2
966.72,26.0943,Hoxb9,0.5,117h,2
967.478,26.2741,Hoxb9,0.5,117h,2
968.236,25.8804,Hoxb9,0.5,117h,2
968.993,25.5494,Hoxb9,0.5,117h,2
969.751,25.2362,Hoxb9,0.5,117h,2
970.508,25.3979,Hoxb9,0.5,117h,2
971.266,25.0854,Hoxb9,0.5,117h,2
972.024,24.1345,Hoxb9,0.5,117h,2
972.781,23.371,Hoxb9,0.5,117h,2
973.539,23.2968,Hoxb9,0.5,117h,2
974.296,23.2541,Hoxb9,0.5,117h,2
975.054,23.1279,Hoxb9,0.5,117h,2
975.812,22.6909,Hoxb9,0.5,117h,2
976.569,22.2216,Hoxb9,0.5,117h,2
977.327,22.1787,Hoxb9,0.5,117h,2
978.085,22.7499,Hoxb9,0.5,117h,2
978.842,23.2836,Hoxb9,0.5,117h,2
979.6,23.6239,Hoxb9,0.5,117h,2
980.357,23.6936,Hoxb9,0.5,117h,2
981.115,23.8416,Hoxb9,0.5,117h,2
981.873,23.8094,Hoxb9,0.5,117h,2
982.63,23.3365,Hoxb9,0.5,117h,2
983.388,23.4597,Hoxb9,0.5,117h,2
984.146,24.775,Hoxb9,0.5,117h,2
984.903,26.0764,Hoxb9,0.5,117h,2
985.661,26.6188,Hoxb9,0.5,117h,2
986.418,26.3563,Hoxb9,0.5,117h,2
987.176,25.6228,Hoxb9,0.5,117h,2
987.934,25.3793,Hoxb9,0.5,117h,2
988.691,28.3328,Hoxb9,0.5,117h,2
989.449,31.0365,Hoxb9,0.5,117h,2
990.206,31.5413,Hoxb9,0.5,117h,2
990.964,30.5196,Hoxb9,0.5,117h,2
991.722,28.4467,Hoxb9,0.5,117h,2
992.479,26.4851,Hoxb9,0.5,117h,2
993.237,25.2827,Hoxb9,0.5,117h,2
993.995,26.3127,Hoxb9,0.5,117h,2
994.752,29.4465,Hoxb9,0.5,117h,2
995.51,33.5234,Hoxb9,0.5,117h,2
996.267,35.8346,Hoxb9,0.5,117h,2
997.025,35.7435,Hoxb9,0.5,117h,2
997.783,34.1137,Hoxb9,0.5,117h,2
998.54,29.5086,Hoxb9,0.5,117h,2
999.298,27.969,Hoxb9,0.5,117h,2
1000.055,26.9907,Hoxb9,0.5,117h,2
1000.813,26.7613,Hoxb9,0.5,117h,2
1001.571,26.7999,Hoxb9,0.5,117h,2
1002.328,26.7345,Hoxb9,0.5,117h,2
1003.086,26.2509,Hoxb9,0.5,117h,2
1003.844,27.0126,Hoxb9,0.5,117h,2
1004.601,27.7182,Hoxb9,0.5,117h,2
1005.359,29.1915,Hoxb9,0.5,117h,2
1006.116,31.7912,Hoxb9,0.5,117h,2
1006.874,36.0792,Hoxb9,0.5,117h,2
1007.632,41.1258,Hoxb9,0.5,117h,2
1008.389,43.3152,Hoxb9,0.5,117h,2
1009.147,42.5527,Hoxb9,0.5,117h,2
1009.904,39.2535,Hoxb9,0.5,117h,2
1010.662,35.1486,Hoxb9,0.5,117h,2
1011.42,31.2798,Hoxb9,0.5,117h,2
1012.177,29.2734,Hoxb9,0.5,117h,2
1012.935,29.7373,Hoxb9,0.5,117h,2
1013.693,31.8204,Hoxb9,0.5,117h,2
1014.45,33.3232,Hoxb9,0.5,117h,2
1015.208,32.0612,Hoxb9,0.5,117h,2
1015.965,29.8275,Hoxb9,0.5,117h,2
1016.723,28.33,Hoxb9,0.5,117h,2
1017.481,28.8123,Hoxb9,0.5,117h,2
1018.238,29.7877,Hoxb9,0.5,117h,2
1018.996,30.2211,Hoxb9,0.5,117h,2
1019.754,31.5522,Hoxb9,0.5,117h,2
1020.511,34.6373,Hoxb9,0.5,117h,2
1021.269,36.9645,Hoxb9,0.5,117h,2
1022.026,39.1035,Hoxb9,0.5,117h,2
1022.784,39.0464,Hoxb9,0.5,117h,2
1023.542,37.4413,Hoxb9,0.5,117h,2
1024.299,33.462,Hoxb9,0.5,117h,2
1025.057,30.6328,Hoxb9,0.5,117h,2
1025.814,29.1286,Hoxb9,0.5,117h,2
1026.572,29.2821,Hoxb9,0.5,117h,2
1027.33,30.3628,Hoxb9,0.5,117h,2
1028.087,31.7461,Hoxb9,0.5,117h,2
1028.845,32.7453,Hoxb9,0.5,117h,2
1029.603,32.7844,Hoxb9,0.5,117h,2
1030.36,31.3957,Hoxb9,0.5,117h,2
1031.118,29.6574,Hoxb9,0.5,117h,2
1031.875,28.3879,Hoxb9,0.5,117h,2
1032.633,27.4243,Hoxb9,0.5,117h,2
1033.391,27.4812,Hoxb9,0.5,117h,2
1034.148,28.3235,Hoxb9,0.5,117h,2
1034.906,29.5448,Hoxb9,0.5,117h,2
1035.663,31.2841,Hoxb9,0.5,117h,2
1036.421,32.4608,Hoxb9,0.5,117h,2
1037.179,32.8563,Hoxb9,0.5,117h,2
1037.936,32.9303,Hoxb9,0.5,117h,2
1038.694,33.174,Hoxb9,0.5,117h,2
1039.452,33.6547,Hoxb9,0.5,117h,2
1040.209,34.784,Hoxb9,0.5,117h,2
1040.967,35.3802,Hoxb9,0.5,117h,2
1041.724,35.2971,Hoxb9,0.5,117h,2
1042.482,35.252,Hoxb9,0.5,117h,2
1043.24,34.9129,Hoxb9,0.5,117h,2
1043.997,34.2675,Hoxb9,0.5,117h,2
1044.755,33.3082,Hoxb9,0.5,117h,2
1045.513,34.9706,Hoxb9,0.5,117h,2
1046.27,37.713,Hoxb9,0.5,117h,2
1047.028,39.1066,Hoxb9,0.5,117h,2
1047.785,38.9394,Hoxb9,0.5,117h,2
1048.543,37.2887,Hoxb9,0.5,117h,2
1049.301,35.6753,Hoxb9,0.5,117h,2
1050.058,34.4599,Hoxb9,0.5,117h,2
1050.816,32.3312,Hoxb9,0.5,117h,2
1051.573,30.8828,Hoxb9,0.5,117h,2
1052.331,30.1159,Hoxb9,0.5,117h,2
1053.089,29.5228,Hoxb9,0.5,117h,2
1053.846,31.5294,Hoxb9,0.5,117h,2
1054.604,33.3624,Hoxb9,0.5,117h,2
1055.362,32.6413,Hoxb9,0.5,117h,2
1056.119,32.2173,Hoxb9,0.5,117h,2
1056.877,33.0791,Hoxb9,0.5,117h,2
1057.634,33.8301,Hoxb9,0.5,117h,2
1058.392,34.0692,Hoxb9,0.5,117h,2
1059.15,33.4008,Hoxb9,0.5,117h,2
1059.907,33.9195,Hoxb9,0.5,117h,2
1060.665,34.0851,Hoxb9,0.5,117h,2
1061.422,34.7635,Hoxb9,0.5,117h,2
1062.18,36.4245,Hoxb9,0.5,117h,2
1062.938,35.9786,Hoxb9,0.5,117h,2
1063.695,34.0068,Hoxb9,0.5,117h,2
1064.453,31.5055,Hoxb9,0.5,117h,2
1065.211,29.1778,Hoxb9,0.5,117h,2
1065.968,29.8929,Hoxb9,0.5,117h,2
1066.726,31.2146,Hoxb9,0.5,117h,2
1067.483,31.5828,Hoxb9,0.5,117h,2
1068.241,30.3129,Hoxb9,0.5,117h,2
1068.999,29.6649,Hoxb9,0.5,117h,2
1069.756,30.546,Hoxb9,0.5,117h,2
1070.514,32.7039,Hoxb9,0.5,117h,2
1071.271,34.3829,Hoxb9,0.5,117h,2
1072.029,34.5763,Hoxb9,0.5,117h,2
1072.787,34.4059,Hoxb9,0.5,117h,2
1073.544,36.1006,Hoxb9,0.5,117h,2
1074.302,38.6665,Hoxb9,0.5,117h,2
0,40.2899,Hoxd4,0.5,117h,3
0.758,41.332,Hoxd4,0.5,117h,3
1.515,42.9658,Hoxd4,0.5,117h,3
2.273,45.4903,Hoxd4,0.5,117h,3
3.03,47.5942,Hoxd4,0.5,117h,3
3.788,48.062,Hoxd4,0.5,117h,3
4.546,49.6722,Hoxd4,0.5,117h,3
5.303,51.093,Hoxd4,0.5,117h,3
6.061,51.6341,Hoxd4,0.5,117h,3
6.819,50.5357,Hoxd4,0.5,117h,3
7.576,49.8848,Hoxd4,0.5,117h,3
8.334,49.1651,Hoxd4,0.5,117h,3
9.091,49.1831,Hoxd4,0.5,117h,3
9.849,50.6063,Hoxd4,0.5,117h,3
10.607,50.7461,Hoxd4,0.5,117h,3
11.364,50.4073,Hoxd4,0.5,117h,3
12.122,49.8678,Hoxd4,0.5,117h,3
12.879,49.0118,Hoxd4,0.5,117h,3
13.637,50.055,Hoxd4,0.5,117h,3
14.395,51.5802,Hoxd4,0.5,117h,3
15.152,52.1714,Hoxd4,0.5,117h,3
15.91,53.5507,Hoxd4,0.5,117h,3
16.668,53.9327,Hoxd4,0.5,117h,3
17.425,54.6854,Hoxd4,0.5,117h,3
18.183,56.1575,Hoxd4,0.5,117h,3
18.94,56.8105,Hoxd4,0.5,117h,3
19.698,56.7613,Hoxd4,0.5,117h,3
20.456,55.8635,Hoxd4,0.5,117h,3
21.213,55.1178,Hoxd4,0.5,117h,3
21.971,54.3345,Hoxd4,0.5,117h,3
22.729,55.1774,Hoxd4,0.5,117h,3
23.486,57.2733,Hoxd4,0.5,117h,3
24.244,57.8023,Hoxd4,0.5,117h,3
25.001,57.1324,Hoxd4,0.5,117h,3
25.759,56.2399,Hoxd4,0.5,117h,3
26.517,56.2607,Hoxd4,0.5,117h,3
27.274,57.7326,Hoxd4,0.5,117h,3
28.032,58.302,Hoxd4,0.5,117h,3
28.789,56.9958,Hoxd4,0.5,117h,3
29.547,56.8636,Hoxd4,0.5,117h,3
30.305,56.0604,Hoxd4,0.5,117h,3
31.062,54.5955,Hoxd4,0.5,117h,3
31.82,53.3052,Hoxd4,0.5,117h,3
32.578,53.6287,Hoxd4,0.5,117h,3
33.335,54.7751,Hoxd4,0.5,117h,3
34.093,55.4555,Hoxd4,0.5,117h,3
34.85,56.8833,Hoxd4,0.5,117h,3
35.608,56.954,Hoxd4,0.5,117h,3
36.366,55.8431,Hoxd4,0.5,117h,3
37.123,54.9426,Hoxd4,0.5,117h,3
37.881,54.5547,Hoxd4,0.5,117h,3
38.638,54.7824,Hoxd4,0.5,117h,3
39.396,56.0962,Hoxd4,0.5,117h,3
40.154,56.2268,Hoxd4,0.5,117h,3
40.911,56.0847,Hoxd4,0.5,117h,3
41.669,55.3536,Hoxd4,0.5,117h,3
42.427,56.3515,Hoxd4,0.5,117h,3
43.184,58.1376,Hoxd4,0.5,117h,3
43.942,59.3046,Hoxd4,0.5,117h,3
44.699,60.0907,Hoxd4,0.5,117h,3
45.457,59.6362,Hoxd4,0.5,117h,3
46.215,58.1979,Hoxd4,0.5,117h,3
46.972,58.5752,Hoxd4,0.5,117h,3
47.73,60.2749,Hoxd4,0.5,117h,3
48.487,61.6328,Hoxd4,0.5,117h,3
49.245,62.7159,Hoxd4,0.5,117h,3
50.003,61.8324,Hoxd4,0.5,117h,3
50.76,61.0704,Hoxd4,0.5,117h,3
51.518,59.3667,Hoxd4,0.5,117h,3
52.276,59.0692,Hoxd4,0.5,117h,3
53.033,60.8696,Hoxd4,0.5,117h,3
53.791,62.6328,Hoxd4,0.5,117h,3
54.548,64.4386,Hoxd4,0.5,117h,3
55.306,65.6593,Hoxd4,0.5,117h,3
56.064,66.4918,Hoxd4,0.5,117h,3
56.821,66.8543,Hoxd4,0.5,117h,3
57.579,65.9891,Hoxd4,0.5,117h,3
58.337,63.5195,Hoxd4,0.5,117h,3
