Distance,Fluorescence,Marker,Condition,Time,Replicate
1214.399,23.7821,Hoxd4,1,117h,2
1215.156,23.1333,Hoxd4,1,117h,2
1215.913,22.8544,Hoxd4,1,117h,2
1216.67,23.0948,Hoxd4,1,117h,2
1217.427,23.4584,Hoxd4,1,117h,2
1218.185,23.7359,Hoxd4,1,117h,2
1218.942,24.2547,Hoxd4,1,117h,2
1219.699,25.2451,Hoxd4,1,117h,2
1220.456,26.1096,Hoxd4,1,117h,2
1221.213,26.2224,Hoxd4,1,117h,2
1221.97,26.2557,Hoxd4,1,117h,2
1222.727,25.2419,Hoxd4,1,117h,2
1223.484,24.1803,Hoxd4,1,117h,2
1224.241,23.932,Hoxd4,1,117h,2
1224.999,24.5708,Hoxd4,1,117h,2
1225.756,24.8018,Hoxd4,1,117h,2
1226.513,24.3461,Hoxd4,1,117h,2
1227.27,24.1672,Hoxd4,1,117h,2
1228.027,23.6239,Hoxd4,1,117h,2
1228.784,23.5879,Hoxd4,1,117h,2
1229.541,24.1963,Hoxd4,1,117h,2
1230.298,24.8278,Hoxd4,1,117h,2
1231.055,25.1457,Hoxd4,1,117h,2
1231.812,24.656,Hoxd4,1,117h,2
1232.57,23.5688,Hoxd4,1,117h,2
1233.327,22.5467,Hoxd4,1,117h,2
1234.084,21.9745,Hoxd4,1,117h,2
1234.841,22.0952,Hoxd4,1,117h,2
1235.598,22.3127,Hoxd4,1,117h,2
1236.355,22.2699,Hoxd4,1,117h,2
1237.112,22.0195,Hoxd4,1,117h,2
1237.869,21.8262,Hoxd4,1,117h,2
1238.626,21.9226,Hoxd4,1,117h,2
1239.384,22.3217,Hoxd4,1,117h,2
1240.141,22.8052,Hoxd4,1,117h,2
1240.898,23.2751,Hoxd4,1,117h,2
1241.655,23.1181,Hoxd4,1,117h,2
1242.412,23.1152,Hoxd4,1,117h,2
1243.169,23.1074,Hoxd4,1,117h,2
1243.926,23.4314,Hoxd4,1,117h,2
1244.683,24.038,Hoxd4,1,117h,2
1245.44,23.8848,Hoxd4,1,117h,2
1246.198,23.0914,Hoxd4,1,117h,2
1246.955,21.9386,Hoxd4,1,117h,2
1247.712,21.3773,Hoxd4,1,117h,2
1248.469,21.611,Hoxd4,1,117h,2
1249.226,21.8406,Hoxd4,1,117h,2
1249.983,22.4077,Hoxd4,1,117h,2
1250.74,22.8651,Hoxd4,1,117h,2
1251.497,23.2066,Hoxd4,1,117h,2
1252.254,23.54,Hoxd4,1,117h,2
1253.011,24.0715,Hoxd4,1,117h,2
1253.769,23.9998,Hoxd4,1,117h,2
1254.526,23.8515,Hoxd4,1,117h,2
1255.283,23.4201,Hoxd4,1,117h,2
1256.04,22.9815,Hoxd4,1,117h,2
1256.797,22.716,Hoxd4,1,117h,2
1257.554,22.5683,Hoxd4,1,117h,2
1258.311,22.8778,Hoxd4,1,117h,2
1259.068,23.9795,Hoxd4,1,117h,2
1259.825,25.1431,Hoxd4,1,117h,2
1260.583,25.4138,Hoxd4,1,117h,2
1261.34,24.5257,Hoxd4,1,117h,2
1262.097,23.447,Hoxd4,1,117h,2
1262.854,23.0662,Hoxd4,1,117h,2
1263.611,22.7955,Hoxd4,1,117h,2
1264.368,23.2414,Hoxd4,1,117h,2
1265.125,22.8554,Hoxd4,1,117h,2
1265.882,22.3022,Hoxd4,1,117h,2
1266.639,21.8172,Hoxd4,1,117h,2
1267.396,21.5013,Hoxd4,1,117h,2
1268.154,21.4648,Hoxd4,1,117h,2
1268.911,20.977,Hoxd4,1,117h,2
1269.668,20.1853,Hoxd4,1,117h,2
1270.425,19.9074,Hoxd4,1,117h,2
1271.182,20.0031,Hoxd4,1,117h,2
1271.939,19.9109,Hoxd4,1,117h,2
1272.696,20.0489,Hoxd4,1,117h,2
1273.453,20.5138,Hoxd4,1,117h,2
1274.21,20.9727,Hoxd4,1,117h,2
1274.968,21.1131,Hoxd4,1,117h,2
1275.725,21.4813,Hoxd4,1,117h,2
1276.482,21.6887,Hoxd4,1,117h,2
1277.239,22.2741,Hoxd4,1,117h,2
1277.996,22.6632,Hoxd4,1,117h,2
1278.753,22.663,Hoxd4,1,117h,2
1279.51,22.6996,Hoxd4,1,117h,2
1280.267,22.3239,Hoxd4,1,117h,2
1281.024,21.589,Hoxd4,1,117h,2
1281.781,21.2973,Hoxd4,1,117h,2
1282.539,21.0093,Hoxd4,1,117h,2
1283.296,20.57,Hoxd4,1,117h,2
1284.053,20.0883,Hoxd4,1,117h,2
1284.81,19.2255,Hoxd4,1,117h,2
1285.567,18.9367,Hoxd4,1,117h,2
1286.324,19.0745,Hoxd4,1,117h,2
1287.081,19.1125,Hoxd4,1,117h,2
1287.838,19.0499,Hoxd4,1,117h,2
1288.595,18.622,Hoxd4,1,117h,2
1289.353,18.1253,Hoxd4,1,117h,2
1290.11,18.6558,Hoxd4,1,117h,2
1290.867,18.9326,Hoxd4,1,117h,2
1291.624,18.8584,Hoxd4,1,117h,2
1292.381,18.8353,Hoxd4,1,117h,2
1293.138,18.7006,Hoxd4,1,117h,2
1293.895,19.4282,Hoxd4,1,117h,2
1294.652,19.5795,Hoxd4,1,117h,2
1295.409,19.465,Hoxd4,1,117h,2
1296.167,19.7468,Hoxd4,1,117h,2
1296.924,20.0104,Hoxd4,1,117h,2
1297.681,19.793,Hoxd4,1,117h,2
1298.438,19.3036,Hoxd4,1,117h,2
1299.195,18.996,Hoxd4,1,117h,2
1299.952,18.9639,Hoxd4,1,117h,2
1300.709,19.717,Hoxd4,1,117h,2
1301.466,20.1852,Hoxd4,1,117h,2
1302.223,19.7752,Hoxd4,1,117h,2
1302.98,19.2455,Hoxd4,1,117h,2
1303.738,19.4028,Hoxd4,1,117h,2
1304.495,19.7842,Hoxd4,1,117h,2
1305.252,19.7595,Hoxd4,1,117h,2
1306.009,18.9785,Hoxd4,1,117h,2
1306.766,18.0135,Hoxd4,1,117h,2
1307.523,17.8097,Hoxd4,1,117h,2
1308.28,18.3149,Hoxd4,1,117h,2
1309.037,19.3518,Hoxd4,1,117h,2
1309.794,20.3208,Hoxd4,1,117h,2
1310.552,20.3987,Hoxd4,1,117h,2
1311.309,19.6407,Hoxd4,1,117h,2
1312.066,18.1582,Hoxd4,1,117h,2
1312.823,17.3838,Hoxd4,1,117h,2
1313.58,17.1854,Hoxd4,1,117h,2
1314.337,17.3851,Hoxd4,1,117h,2
1315.094,17.6775,Hoxd4,1,117h,2
1315.851,17.6942,Hoxd4,1,117h,2
1316.608,17.2602,Hoxd4,1,117h,2
1317.365,16.7911,Hoxd4,1,117h,2
1318.123,16.2545,Hoxd4,1,117h,2
1318.88,16.2143,Hoxd4,1,117h,2
1319.637,16.293,Hoxd4,1,117h,2
1320.394,16.58,Hoxd4,1,117h,2
1321.151,17.1273,Hoxd4,1,117h,2
1321.908,16.987,Hoxd4,1,117h,2
1322.665,16.2685,Hoxd4,1,117h,2
1323.422,16.0378,Hoxd4,1,117h,2
1324.179,15.9502,Hoxd4,1,117h,2
1324.937,16.2045,Hoxd4,1,117h,2
1325.694,16.4905,Hoxd4,1,117h,2
1326.451,16.7402,Hoxd4,1,117h,2
1327.208,17.087,Hoxd4,1,117h,2
1327.965,17.1513,Hoxd4,1,117h,2
1328.722,17.3568,Hoxd4,1,117h,2
1329.479,17.1953,Hoxd4,1,117h,2
1330.236,17.2429,Hoxd4,1,117h,2
1330.993,17.1957,Hoxd4,1,117h,2
1331.75,16.7734,Hoxd4,1,117h,2
1332.508,16.4702,Hoxd4,1,117h,2
1333.265,17.1051,Hoxd4,1,117h,2
1334.022,17.3574,Hoxd4,1,117h,2
1334.779,17.7935,Hoxd4,1,117h,2
1335.536,17.8671,Hoxd4,1,117h,2
1336.293,17.5258,Hoxd4,1,117h,2
1337.05,16.9514,Hoxd4,1,117h,2
1337.807,16.8694,Hoxd4,1,117h,2
1338.564,16.9346,Hoxd4,1,117h,2
1339.322,17.2895,Hoxd4,1,117h,2
1340.079,18.0869,Hoxd4,1,117h,2
1340.836,17.8824,Hoxd4,1,117h,2
1341.593,17.3674,Hoxd4,1,117h,2
1342.35,16.7754,Hoxd4,1,117h,2
1343.107,16.1756,Hoxd4,1,117h,2
1343.864,15.4561,Hoxd4,1,117h,2
1344.621,15.2984,Hoxd4,1,117h,2
1345.378,15.3067,Hoxd4,1,117h,2
1346.136,15.4358,Hoxd4,1,117h,2
1346.893,15.4844,Hoxd4,1,117h,2
1347.65,14.9775,Hoxd4,1,117h,2
1348.407,14.5486,Hoxd4,1,117h,2
1349.164,14.3328,Hoxd4,1,117h,2
1349.921,13.638,Hoxd4,1,117h,2
1350.678,13.2522,Hoxd4,1,117h,2
1351.435,13.3283,Hoxd4,1,117h,2
1352.192,13.4069,Hoxd4,1,117h,2
1352.95,13.4287,Hoxd4,1,117h,2
1353.707,13.3074,Hoxd4,1,117h,2
1354.464,13.4506,Hoxd4,1,117h,2
1355.221,13.7341,Hoxd4,1,117h,2
1355.978,14.3552,Hoxd4,1,117h,2
1356.735,14.5202,Hoxd4,1,117h,2
1357.492,14.4212,Hoxd4,1,117h,2
1358.249,14.1333,Hoxd4,1,117h,2
1359.006,13.7752,Hoxd4,1,117h,2
1359.763,14.023,Hoxd4,1,117h,2
1360.521,14.1698,Hoxd4,1,117h,2
1361.278,14.4826,Hoxd4,1,117h,2
1362.035,14.7893,Hoxd4,1,117h,2
1362.792,14.9542,Hoxd4,1,117h,2
1363.549,15.0741,Hoxd4,1,117h,2
1364.306,15.435,Hoxd4,1,117h,2
1365.063,15.5485,Hoxd4,1,117h,2
1365.82,15.4178,Hoxd4,1,117h,2
1366.577,15.4672,Hoxd4,1,117h,2
1367.335,15.3679,Hoxd4,1,117h,2
1368.092,14.8817,Hoxd4,1,117h,2
1368.849,14.4997,Hoxd4,1,117h,2
1369.606,14.4054,Hoxd4,1,117h,2
1370.363,14.582,Hoxd4,1,117h,2
1371.12,14.738,Hoxd4,1,117h,2
1371.877,14.6633,Hoxd4,1,117h,2
1372.634,14.1418,Hoxd4,1,117h,2
1373.391,14.1692,Hoxd4,1,117h,2
1374.149,14.6333,Hoxd4,1,117h,2
1374.906,14.6978,Hoxd4,1,117h,2
1375.663,14.6361,Hoxd4,1,117h,2
1376.42,14.29,Hoxd4,1,117h,2
1377.177,14.0161,Hoxd4,1,117h,2
1377.934,13.9252,Hoxd4,1,117h,2
1378.691,14.1992,Hoxd4,1,117h,2
1379.448,14.4612,Hoxd4,1,117h,2
1380.205,14.5653,Hoxd4,1,117h,2
1380.963,14.4744,Hoxd4,1,117h,2
1381.72,14.346,Hoxd4,1,117h,2
1382.477,14.2323,Hoxd4,1,117h,2
1383.234,14.3054,Hoxd4,1,117h,2
1383.991,14.2701,Hoxd4,1,117h,2
1384.748,14.1071,Hoxd4,1,117h,2
1385.505,14.1718,Hoxd4,1,117h,2
1386.262,14.1074,Hoxd4,1,117h,2
1387.019,13.8445,Hoxd4,1,117h,2
1387.776,13.4878,Hoxd4,1,117h,2
1388.534,13.0571,Hoxd4,1,117h,2
1389.291,12.9819,Hoxd4,1,117h,2
1390.048,13.0841,Hoxd4,1,117h,2
1390.805,13.6253,Hoxd4,1,117h,2
1391.562,14.0546,Hoxd4,1,117h,2
1392.319,13.6756,Hoxd4,1,117h,2
1393.076,13.2373,Hoxd4,1,117h,2
1393.833,13.0098,Hoxd4,1,117h,2
1394.59,12.676,Hoxd4,1,117h,2
1395.348,12.9674,Hoxd4,1,117h,2
1396.105,13.126,Hoxd4,1,117h,2
1396.862,13.187,Hoxd4,1,117h,2
1397.619,13.524,Hoxd4,1,117h,2
1398.376,13.8885,Hoxd4,1,117h,2
1399.133,14.232,Hoxd4,1,117h,2
1399.89,14.1784,Hoxd4,1,117h,2
1400.647,14.2693,Hoxd4,1,117h,2
1401.404,13.8385,Hoxd4,1,117h,2
1402.161,13.1871,Hoxd4,1,117h,2
1402.919,12.6611,Hoxd4,1,117h,2
1403.676,12.3345,Hoxd4,1,117h,2
1404.433,12.1547,Hoxd4,1,117h,2
1405.19,12.0862,Hoxd4,1,117h,2
1405.947,12.5486,Hoxd4,1,117h,2
1406.704,12.8214,Hoxd4,1,117h,2
1407.461,12.8867,Hoxd4,1,117h,2
1408.218,12.5462,Hoxd4,1,117h,2
1408.975,12.1194,Hoxd4,1,117h,2
1409.733,11.7874,Hoxd4,1,117h,2
1410.49,11.583,Hoxd4,1,117h,2
1411.247,11.2282,Hoxd4,1,117h,2
1412.004,11.1567,Hoxd4,1,117h,2
1412.761,11.404,Hoxd4,1,117h,2
1413.518,11.7798,Hoxd4,1,117h,2
1414.275,11.8791,Hoxd4,1,117h,2
1415.032,11.7764,Hoxd4,1,117h,2
1415.789,11.7904,Hoxd4,1,117h,2
1416.547,11.8103,Hoxd4,1,117h,2
1417.304,11.7381,Hoxd4,1,117h,2
1418.061,11.49,Hoxd4,1,117h,2
1418.818,11.4351,Hoxd4,1,117h,2
1419.575,11.7191,Hoxd4,1,117h,2
1420.332,11.8462,Hoxd4,1,117h,2
1421.089,11.8479,Hoxd4,1,117h,2
1421.846,11.9063,Hoxd4,1,117h,2
1422.603,11.8914,Hoxd4,1,117h,2
1423.36,11.6271,Hoxd4,1,117h,2
1424.118,11.2714,Hoxd4,1,117h,2
1424.875,10.7955,Hoxd4,1,117h,2
1425.632,10.4573,Hoxd4,1,117h,2
1426.389,10.5048,Hoxd4,1,117h,2
1427.146,10.5499,Hoxd4,1,117h,2
1427.903,10.4727,Hoxd4,1,117h,2
1428.66,10.6945,Hoxd4,1,117h,2
1429.417,10.693,Hoxd4,1,117h,2
1430.174,10.6034,Hoxd4,1,117h,2
1430.932,10.6408,Hoxd4,1,117h,2
1431.689,10.9021,Hoxd4,1,117h,2
1432.446,11.4208,Hoxd4,1,117h,2
1433.203,12.1652,Hoxd4,1,117h,2
1433.96,12.5566,Hoxd4,1,117h,2
1434.717,12.6945,Hoxd4,1,117h,2
1435.474,12.5254,Hoxd4,1,117h,2
1436.231,12.2929,Hoxd4,1,117h,2
1436.988,12.0613,Hoxd4,1,117h,2
1437.745,11.6501,Hoxd4,1,117h,2
1438.503,11.4573,Hoxd4,1,117h,2
1439.26,11.2632,Hoxd4,1,117h,2
1440.017,10.9636,Hoxd4,1,117h,2
1440.774,10.7366,Hoxd4,1,117h,2
1441.531,10.5244,Hoxd4,1,117h,2
1442.288,10.2645,Hoxd4,1,117h,2
1443.045,10.404,Hoxd4,1,117h,2
1443.802,10.444,Hoxd4,1,117h,2
1444.559,10.4759,Hoxd4,1,117h,2
1445.317,10.2698,Hoxd4,1,117h,2
1446.074,9.9852,Hoxd4,1,117h,2
1446.831,9.7515,Hoxd4,1,117h,2
1447.588,9.9993,Hoxd4,1,117h,2
1448.345,10.1926,Hoxd4,1,117h,2
1449.102,10.1007,Hoxd4,1,117h,2
1449.859,10.0256,Hoxd4,1,117h,2
1450.616,9.691,Hoxd4,1,117h,2
1451.373,9.9509,Hoxd4,1,117h,2
1452.13,10.0085,Hoxd4,1,117h,2
1452.888,9.6745,Hoxd4,1,117h,2
1453.645,9.485,Hoxd4,1,117h,2
1454.402,9.795,Hoxd4,1,117h,2
1455.159,10.0478,Hoxd4,1,117h,2
1455.916,10.1182,Hoxd4,1,117h,2
1456.673,10.2328,Hoxd4,1,117h,2
1457.43,10.1838,Hoxd4,1,117h,2
1458.187,10.4623,Hoxd4,1,117h,2
1458.944,10.6686,Hoxd4,1,117h,2
1459.702,10.5176,Hoxd4,1,117h,2
1460.459,10.1946,Hoxd4,1,117h,2
1461.216,9.8957,Hoxd4,1,117h,2
1461.973,9.6192,Hoxd4,1,117h,2
1462.73,9.6611,Hoxd4,1,117h,2
1463.487,9.8981,Hoxd4,1,117h,2
1464.244,10.2301,Hoxd4,1,117h,2
1465.001,10.5331,Hoxd4,1,117h,2
1465.758,10.4281,Hoxd4,1,117h,2
1466.516,10.1091,Hoxd4,1,117h,2
1467.273,10.001,Hoxd4,1,117h,2
1468.03,9.9774,Hoxd4,1,117h,2
1468.787,10.0614,Hoxd4,1,117h,2
1469.544,10.0911,Hoxd4,1,117h,2
1470.301,9.9409,Hoxd4,1,117h,2
1471.058,9.6537,Hoxd4,1,117h,2
1471.815,9.87,Hoxd4,1,117h,2
1472.572,9.8633,Hoxd4,1,117h,2
1473.329,10.0018,Hoxd4,1,117h,2
1474.087,9.8753,Hoxd4,1,117h,2
1474.844,9.8253,Hoxd4,1,117h,2
1475.601,9.6874,Hoxd4,1,117h,2
1476.358,9.7842,Hoxd4,1,117h,2
1477.115,9.9589,Hoxd4,1,117h,2
1477.872,10.2094,Hoxd4,1,117h,2
1478.629,10.2166,Hoxd4,1,117h,2
1479.386,10.0056,Hoxd4,1,117h,2
1480.143,9.859,Hoxd4,1,117h,2
1480.901,9.6924,Hoxd4,1,117h,2
1481.658,9.4669,Hoxd4,1,117h,2
1482.415,9.06,Hoxd4,1,117h,2
1483.172,8.7115,Hoxd4,1,117h,2
1483.929,8.7795,Hoxd4,1,117h,2
1484.686,8.8464,Hoxd4,1,117h,2
1485.443,8.85,Hoxd4,1,117h,2
1486.2,8.8596,Hoxd4,1,117h,2
1486.957,8.9926,Hoxd4,1,117h,2
1487.714,8.7874,Hoxd4,1,117h,2
1488.472,8.5798,Hoxd4,1,117h,2
1489.229,8.7184,Hoxd4,1,117h,2
1489.986,8.9714,Hoxd4,1,117h,2
1490.743,9.29,Hoxd4,1,117h,2
1491.5,9.6243,Hoxd4,1,117h,2
1492.257,9.643,Hoxd4,1,117h,2
1493.014,9.7087,Hoxd4,1,117h,2
1493.771,9.8393,Hoxd4,1,117h,2
1494.528,9.7593,Hoxd4,1,117h,2
1495.286,9.5633,Hoxd4,1,117h,2
1496.043,9.4932,Hoxd4,1,117h,2
1496.8,9.6115,Hoxd4,1,117h,2
1497.557,9.8761,Hoxd4,1,117h,2
1498.314,10.0928,Hoxd4,1,117h,2
1499.071,10.3167,Hoxd4,1,117h,2
1499.828,10.4034,Hoxd4,1,117h,2
1500.585,9.9604,Hoxd4,1,117h,2
1501.342,9.6974,Hoxd4,1,117h,2
1502.099,9.5155,Hoxd4,1,117h,2
1502.857,9.5916,Hoxd4,1,117h,2
1503.614,9.572,Hoxd4,1,117h,2
1504.371,9.6048,Hoxd4,1,117h,2
1505.128,9.4554,Hoxd4,1,117h,2
1505.885,9.2892,Hoxd4,1,117h,2
1506.642,9.4041,Hoxd4,1,117h,2
1507.399,9.3131,Hoxd4,1,117h,2
1508.156,9.2331,Hoxd4,1,117h,2
1508.913,9.0096,Hoxd4,1,117h,2
1509.671,8.6988,Hoxd4,1,117h,2
1510.428,8.6538,Hoxd4,1,117h,2
1511.185,8.714,Hoxd4,1,117h,2
1511.942,8.9046,Hoxd4,1,117h,2
1512.699,9.0971,Hoxd4,1,117h,2
1513.456,9.3926,Hoxd4,1,117h,2
1514.213,9.8107,Hoxd4,1,117h,2
1514.97,10.2943,Hoxd4,1,117h,2
1515.727,10.6852,Hoxd4,1,117h,2
1516.484,10.7901,Hoxd4,1,117h,2
1517.242,10.4227,Hoxd4,1,117h,2
1517.999,10.045,Hoxd4,1,117h,2
1518.756,10.2587,Hoxd4,1,117h,2
1519.513,10.5076,Hoxd4,1,117h,2
1520.27,10.3075,Hoxd4,1,117h,2
1521.027,10.3361,Hoxd4,1,117h,2
1521.784,10.2804,Hoxd4,1,117h,2
1522.541,9.9078,Hoxd4,1,117h,2
1523.298,9.7008,Hoxd4,1,117h,2
1524.056,9.7009,Hoxd4,1,117h,2
1524.813,9.6929,Hoxd4,1,117h,2
1525.57,9.545,Hoxd4,1,117h,2
1526.327,9.5266,Hoxd4,1,117h,2
1527.084,9.8872,Hoxd4,1,117h,2
1527.841,9.9806,Hoxd4,1,117h,2
1528.598,10.0207,Hoxd4,1,117h,2
1529.355,10.0107,Hoxd4,1,117h,2
1530.112,9.9158,Hoxd4,1,117h,2
1530.87,9.8453,Hoxd4,1,117h,2
1531.627,9.8549,Hoxd4,1,117h,2
1532.384,9.6934,Hoxd4,1,117h,2
1533.141,9.3124,Hoxd4,1,117h,2
1533.898,9.0331,Hoxd4,1,117h,2
1534.655,8.888,Hoxd4,1,117h,2
1535.412,8.9832,Hoxd4,1,117h,2
1536.169,8.9529,Hoxd4,1,117h,2
1536.926,9.1565,Hoxd4,1,117h,2
1537.684,9.3345,Hoxd4,1,117h,2
1538.441,9.4824,Hoxd4,1,117h,2
1539.198,9.3998,Hoxd4,1,117h,2
1539.955,9.0653,Hoxd4,1,117h,2
1540.712,8.6306,Hoxd4,1,117h,2
1541.469,8.5841,Hoxd4,1,117h,2
1542.226,8.4688,Hoxd4,1,117h,2
1542.983,8.3855,Hoxd4,1,117h,2
1543.74,8.4434,Hoxd4,1,117h,2
0,27.7511,Hoxb9,1,117h,2
0.757,28.7835,Hoxb9,1,117h,2
1.514,29.3001,Hoxb9,1,117h,2
2.271,29.6091,Hoxb9,1,117h,2
3.028,29.3975,Hoxb9,1,117h,2
3.786,29.1315,Hoxb9,1,117h,2
4.543,29.2772,Hoxb9,1,117h,2
5.3,30.0963,Hoxb9,1,117h,2
6.057,30.5769,Hoxb9,1,117h,2
6.814,30.707,Hoxb9,1,117h,2
7.571,30.7364,Hoxb9,1,117h,2
8.328,30.8492,Hoxb9,1,117h,2
9.085,30.9439,Hoxb9,1,117h,2
9.842,31.0154,Hoxb9,1,117h,2
10.599,30.6501,Hoxb9,1,117h,2
11.357,30.2129,Hoxb9,1,117h,2
12.114,29.9025,Hoxb9,1,117h,2
12.871,30.2429,Hoxb9,1,117h,2
13.628,31.4713,Hoxb9,1,117h,2
14.385,32.7596,Hoxb9,1,117h,2
15.142,33.7802,Hoxb9,1,117h,2
15.899,34.3525,Hoxb9,1,117h,2
16.656,35.6776,Hoxb9,1,117h,2
17.413,36.764,Hoxb9,1,117h,2
18.171,37.4408,Hoxb9,1,117h,2
18.928,38.4508,Hoxb9,1,117h,2
19.685,38.9365,Hoxb9,1,117h,2
20.442,38.5368,Hoxb9,1,117h,2
21.199,38.0129,Hoxb9,1,117h,2
21.956,37.4911,Hoxb9,1,117h,2
22.713,37.3289,Hoxb9,1,117h,2
23.47,37.1299,Hoxb9,1,117h,2
24.227,37.421,Hoxb9,1,117h,2
24.985,37.7469,Hoxb9,1,117h,2
25.742,38.7476,Hoxb9,1,117h,2
26.499,40.1824,Hoxb9,1,117h,2
27.256,40.8376,Hoxb9,1,117h,2
28.013,40.9827,Hoxb9,1,117h,2
28.77,40.9086,Hoxb9,1,117h,2
29.527,39.7301,Hoxb9,1,117h,2
30.284,38.4452,Hoxb9,1,117h,2
31.041,37.2403,Hoxb9,1,117h,2
31.798,37.7358,Hoxb9,1,117h,2
32.556,39.2562,Hoxb9,1,117h,2
33.313,39.18,Hoxb9,1,117h,2
34.07,38.3157,Hoxb9,1,117h,2
34.827,38.2508,Hoxb9,1,117h,2
35.584,38.8863,Hoxb9,1,117h,2
36.341,39.8991,Hoxb9,1,117h,2
37.098,39.737,Hoxb9,1,117h,2
37.855,39.5591,Hoxb9,1,117h,2
38.612,39.0894,Hoxb9,1,117h,2
39.37,37.5648,Hoxb9,1,117h,2
40.127,37.7518,Hoxb9,1,117h,2
40.884,38.8731,Hoxb9,1,117h,2
41.641,38.6384,Hoxb9,1,117h,2
42.398,38.252,Hoxb9,1,117h,2
43.155,38.5293,Hoxb9,1,117h,2
43.912,39.4805,Hoxb9,1,117h,2
44.669,39.9812,Hoxb9,1,117h,2
45.426,40.3268,Hoxb9,1,117h,2
46.184,40.4379,Hoxb9,1,117h,2
46.941,40.8708,Hoxb9,1,117h,2
47.698,41.1552,Hoxb9,1,117h,2
48.455,40.8482,Hoxb9,1,117h,2
49.212,40.5252,Hoxb9,1,117h,2
49.969,40.542,Hoxb9,1,117h,2
50.726,40.5056,Hoxb9,1,117h,2
51.483,41.0593,Hoxb9,1,117h,2
52.24,41.5964,Hoxb9,1,117h,2
52.997,41.5946,Hoxb9,1,117h,2
53.755,40.9657,Hoxb9,1,117h,2
54.512,40.117,Hoxb9,1,117h,2
55.269,40.6203,Hoxb9,1,117h,2
56.026,41.2158,Hoxb9,1,117h,2
56.783,42.0831,Hoxb9,1,117h,2
57.54,42.43,Hoxb9,1,117h,2
58.297,42.2559,Hoxb9,1,117h,2
59.054,42.0833,Hoxb9,1,117h,2
59.811,40.9887,Hoxb9,1,117h,2
60.569,40.2668,Hoxb9,1,117h,2
61.326,39.23,Hoxb9,1,117h,2
62.083,38.5693,Hoxb9,1,117h,2
62.84,38.3824,Hoxb9,1,117h,2
63.597,39.6376,Hoxb9,1,117h,2
64.354,41.4123,Hoxb9,1,117h,2
65.111,43.3162,Hoxb9,1,117h,2
65.868,44.1728,Hoxb9,1,117h,2
66.625,43.7449,Hoxb9,1,117h,2
67.382,41.6961,Hoxb9,1,117h,2
68.14,40.8238,Hoxb9,1,117h,2
68.897,40.3069,Hoxb9,1,117h,2
69.654,40.1179,Hoxb9,1,117h,2
70.411,39.5909,Hoxb9,1,117h,2
71.168,40.0943,Hoxb9,1,117h,2
71.925,40.0054,Hoxb9,1,117h,2
72.682,40.1027,Hoxb9,1,117h,2
73.439,40.4731,Hoxb9,1,117h,2
74.196,40.6463,Hoxb9,1,117h,2
74.954,40.733,Hoxb9,1,117h,2
75.711,40.3681,Hoxb9,1,117h,2
76.468,40.7295,Hoxb9,1,117h,2
77.225,41.8946,Hoxb9,1,117h,2
77.982,42.5478,Hoxb9,1,117h,2
78.739,43.9047,Hoxb9,1,117h,2
79.496,44.5557,Hoxb9,1,117h,2
80.253,43.6785,Hoxb9,1,117h,2
81.01,42.8803,Hoxb9,1,117h,2
81.768,42.479,Hoxb9,1,117h,2
82.525,43.2065,Hoxb9,1,117h,2
83.282,44.8497,Hoxb9,1,117h,2
84.039,45.0776,Hoxb9,1,117h,2
84.796,45.1025,Hoxb9,1,117h,2
85.553,44.3986,Hoxb9,1,117h,2
86.31,44.1014,Hoxb9,1,117h,2
87.067,43.2362,Hoxb9,1,117h,2
87.824,41.5675,Hoxb9,1,117h,2
88.581,41.386,Hoxb9,1,117h,2
89.339,42.4449,Hoxb9,1,117h,2
90.096,43.6086,Hoxb9,1,117h,2
90.853,43.7156,Hoxb9,1,117h,2
91.61,43.398,Hoxb9,1,117h,2
92.367,42.6587,Hoxb9,1,117h,2
93.124,42.4941,Hoxb9,1,117h,2
93.881,42.7696,Hoxb9,1,117h,2
94.638,43.458,Hoxb9,1,117h,2
95.395,44.0213,Hoxb9,1,117h,2
96.153,44.1488,Hoxb9,1,117h,2
96.91,44.5133,Hoxb9,1,117h,2
97.667,44.887,Hoxb9,1,117h,2
98.424,44.5097,Hoxb9,1,117h,2
99.181,44.4395,Hoxb9,1,117h,2
99.938,44.1637,Hoxb9,1,117h,2
100.695,43.4349,Hoxb9,1,117h,2
101.452,44.3405,Hoxb9,1,117h,2
102.209,44.4345,Hoxb9,1,117h,2
102.966,44.6767,Hoxb9,1,117h,2
103.724,44.4512,Hoxb9,1,117h,2
104.481,43.9722,Hoxb9,1,117h,2
105.238,43.6202,Hoxb9,1,117h,2
105.995,44.5749,Hoxb9,1,117h,2
106.752,45.2676,Hoxb9,1,117h,2
107.509,44.6613,Hoxb9,1,117h,2
108.266,43.0505,Hoxb9,1,117h,2
109.023,42.8994,Hoxb9,1,117h,2
109.78,43.2112,Hoxb9,1,117h,2
110.538,42.5473,Hoxb9,1,117h,2
111.295,42.1346,Hoxb9,1,117h,2
112.052,42.2113,Hoxb9,1,117h,2
112.809,43.3386,Hoxb9,1,117h,2
113.566,44.1376,Hoxb9,1,117h,2
114.323,43.8412,Hoxb9,1,117h,2
115.08,43.2492,Hoxb9,1,117h,2
115.837,43.0171,Hoxb9,1,117h,2
116.594,43.2991,Hoxb9,1,117h,2
