20	30
30	17
28	25
22	43
22	50
27	37
25	37
22	27
25	30
27	25
25	20
27	15
25	17
23	15
32	27
28	27
22	45
27	60
27	60
27	60
27	48
25	48
25	30
27	30
30	30
27	30
30	27
30	25
30	25
27	27
27	30
27	22
17	25
32	30
30	30
32	30
25	45
27	50
27	60
30	53
27	60
27	60
27	63
25	53
25	53
25	48
25	45
27	45
28	40
30	35
32	30
27	25
25	30
35	45
33	40
30	20
22	35
25	43
27	50
30	30
30	32
35	32
35	32
35	32
30	37
30	48
30	48
35	53
35	48
30	48
27	48
27	63
30	63
32	63
25	60
25	58
28	46
28	40
33	40
30	40
30	27
17	15
22	25
25	37
27	65
27	89
27	50
40	30
35	30
35	37
35	43
35	48
30	40
27	48
27	73
32	76
32	81
25	70
20	60
28	51
30	30
30	40
32	38
22	25
22	30
20	32
27	40
27	53
27	69
27	50
25	43
25	27
25	45
30	48
35	45
30	58
35	70
30	81
17	70
30	38
28	38
25	25
32	32
25	35
17	30
27	32
27	53
27	50
20	50
22	48
25	50
30	91
37	76
40	45
25	32
22	48
25	60
20	48
32	40
30	40
25	25
30	41
27	43
25	35
25	32
30	50
40	57
25	57
32	81
37	104
45	104
40	76
40	45
40	50
40	50
30	35
30	35
25	27
30	30
27	27
32	50
40	58
33	89
48	91
45	123
50	123
40	96
40	68
40	60
40	68
37	45
27	37
30	37
32	40
32	30
25	25
25	27
27	25
48	58
48	84
48	91
43	104
48	104
37	98
40	68
37	58
45	68
45	55
45	45
45	43
40	43
32	43
32	40
30	37
28	40
28	30
25	27
30	37
30	27
35	58
45	76
43	84
37	93
37	102
37	60
37	60
37	55
37	68
37	53
40	45
40	43
35	40
27	43
30	40
30	35
30	45
25	48
30	37
32	37
32	40
30	40
17	22
37	32
35	35
38	58
43	64
37	64
35	60
48	45
45	45
25	45
25	45
25	40
25	53
25	48
25	53
25	48
25	43
27	40
25	40
22	27
25	33
30	32
30	38
30	40
40	43
35	43
25	43
25	48
30	30
27	17
28	45
40	45
32	35
32	58
32	64
32	45
43	60
43	60
35	55
35	43
27	41
32	30
30	28
32	28
27	25
28	48
40	53
58	58
30	65
32	78
32	78
27	64
27	33
30	45
43	63
43	68
43	60
35	45
35	37
30	43
27	30
27	30
32	53
58	74
61	83
20	53
32	65
32	80
32	102
27	80
27	64
30	50
30	37
30	37
30	48
30	63
43	68
43	68
45	40
30	37
33	37
30	43
30	53
30	43
30	43
30	30
30	25
27	28
40	74
55	83
60	83
20	53
35	53
32	78
