48	2
60	5
45	5
48	12
48	12
61	7
66	10
66	12
61	12
48	7
48	2
68	7
86	7
85	7
73	5
56	12
56	15
61	12
61	10
68	12
81	28
100	30
119	23
105	20
58	12
53	10
55	5
76	5
76	5
60	7
96	10
96	10
86	10
76	7
76	5
73	2
73	5
58	2
65	15
66	17
66	17
68	12
61	12
65	12
63	10
69	12
73	15
86	28
100	32
119	35
106	23
93	15
55	10
53	5
50	5
53	5
48	5
71	5
76	5
80	5
80	5
76	5
86	10
97	10
96	10
85	10
73	5
86	7
73	7
66	7
65	5
68	15
68	17
73	17
66	12
73	12
73	12
73	15
65	12
84	20
88	25
104	25
104	22
93	12
65	7
65	7
70	7
50	5
48	5
48	5
71	7
68	5
71	10
76	10
78	7
76	5
86	7
104	10
104	10
101	10
86	5
86	5
86	7
73	5
66	5
68	15
68	15
68	17
68	17
73	20
73	17
73	17
73	12
88	12
93	10
63	7
74	7
76	10
83	10
106	10
120	5
106	5
89	2
40	2
38	5
38	2
71	5
71	5
84	7
84	5
91	5
76	5
91	5
91	7
104	10
104	10
104	10
104	10
86	10
83	7
83	7
73	7
73	7
68	10
76	15
80	17
80	17
83	7
102	10
120	12
120	10
120	10
106	10
94	10
89	7
76	5
65	2
48	10
66	10
50	5
48	7
60	10
75	10
84	10
91	7
92	12
112	15
107	15
107	15
109	10
104	7
104	10
111	10
120	10
73	12
73	10
73	15
73	15
76	15
71	15
86	17
91	17
94	20
83	17
68	10
84	10
88	12
84	12
87	12
71	7
78	10
76	10
93	10
86	10
86	10
86	10
94	7
98	5
102	5
86	5
81	10
66	5
48	7
68	15
78	15
68	10
68	10
74	10
86	12
84	12
91	12
112	15
119	15
129	15
112	15
107	10
99	10
109	12
109	12
91	15
101	15
104	15
99	15
86	15
94	22
94	20
94	20
84	15
74	7
70	10
88	10
107	12
107	15
107	15
93	12
87	10
78	5
98	5
102	5
98	10
88	10
86	10
86	10
76	10
76	10
60	12
58	7
78	15
86	22
86	25
73	12
74	12
77	17
88	10
91	12
88	10
105	12
119	15
120	15
112	10
109	15
109	15
103	15
89	12
101	12
117	17
119	22
