76	2
75	2
86	2
99	2
86	2
86	2
74	2
75	2
66	2
83	2
83	5
86	0
107	2
107	2
107	5
55	2
76	2
78	2
130	2
138	2
138	2
148	2
148	2
113	5
109	5
104	5
99	2
96	2
88	2
86	2
78	0
78	2
78	0
78	2
76	2
104	5
101	5
107	2
114	5
118	5
126	5
118	2
64	2
109	2
115	2
145	2
145	2
107	0
111	5
129	5
156	5
192	5
192	5
181	5
180	5
169	5
155	7
130	7
119	7
102	0
91	5
112	5
158	5
161	5
101	2
111	2
120	5
138	5
148	5
143	5
127	5
124	5
109	5
98	5
68	2
60	0
91	2
100	5
109	5
143	2
174	5
205	5
194	2
194	2
218	2
207	5
198	5
192	5
192	5
192	5
181	5
181	5
181	2
158	7
132	7
130	7
147	5
161	7
163	7
155	2
120	5
138	5
152	5
158	5
155	7
150	5
124	5
124	2
102	5
114	5
102	5
104	5
104	2
109	2
101	2
86	0
89	0
101	2
125	5
205	5
255	7
255	7
241	7
234	7
228	7
202	7
166	5
159	5
159	5
174	5
174	2
158	2
130	7
130	7
119	2
122	7
122	5
158	5
168	7
166	7
157	2
142	7
150	5
150	7
124	5
124	5
134	5
134	7
120	7
110	2
112	2
109	2
122	2
122	2
101	2
125	7
169	7
255	7
255	7
255	7
240	7
207	2
155	5
149	5
149	5
132	7
158	7
158	5
156	7
171	7
162	7
127	7
147	5
207	7
185	12
166	7
157	5
116	5
116	5
112	5
129	2
124	2
117	2
60	0
63	0
56	0
125	7
169	7
255	7
255	7
254	7
218	10
164	7
155	10
149	7
138	7
166	7
184	7
184	7
188	7
171	2
184	7
184	7
171	7
164	7
164	5
127	7
122	10
147	7
155	10
176	7
176	7
176	7
218	5
230	7
208	7
204	7
166	5
157	5
132	5
129	5
68	2
68	2
60	0
160	5
189	7
255	7
255	10
246	7
194	10
168	5
163	10
155	7
155	10
158	2
180	7
192	7
196	7
210	7
190	10
188	7
165	7
171	7
204	7
205	7
184	7
171	7
166	7
174	7
215	10
255	10
255	7
255	7
255	7
255	12
246	10
199	10
208	7
218	7
230	7
204	7
184	7
157	7
157	5
150	7
142	5
125	7
68	2
71	0
73	2
68	0
73	2
145	5
189	5
234	5
255	7
255	7
248	7
208	10
180	10
170	10
168	7
168	7
163	2
156	5
180	5
192	7
233	10
238	7
233	10
190	7
165	10
184	7
184	7
184	7
166	7
166	7
189	10
255	10
255	10
255	7
255	10
255	12
255	12
246	12
213	10
175	10
175	7
