5	20
5	20
10	22
10	20
7	20
10	17
10	17
7	17
7	17
2	17
5	25
5	22
12	25
10	25
10	30
10	25
7	25
7	20
7	25
5	22
10	27
10	20
10	27
10	27
7	20
7	22
10	22
10	22
10	25
10	20
10	20
10	25
10	25
12	20
10	27
12	20
15	25
10	25
12	25
10	22
15	25
12	25
12	22
12	22
15	23
12	23
12	23
12	22
12	22
15	30
15	37
12	37
15	25
12	25
12	25
10	17
10	25
12	22
12	23
15	37
12	37
12	37
12	30
12	25
10	22
5	17
15	25
12	25
10	32
10	41
10	32
7	30
10	30
12	25
10	27
7	30
7	30
15	25
15	27
12	20
7	25
7	25
15	25
15	22
7	20
7	27
7	30
12	25
10	28
7	20
7	27
7	32
7	25
10	22
10	22
10	22
10	27
10	22
10	17
10	17
10	23
12	23
10	17
12	17
10	23
12	23
10	27
10	27
7	20
2	17
10	25
10	25
7	22
7	25
10	25
10	20
7	25
7	25
5	15
10	22
10	27
12	30
10	17
10	28
10	30
5	25
5	15
10	32
12	30
7	28
7	20
7	20
7	22
5	27
10	20
10	17
5	20
5	20
12	35
12	35
12	27
15	25
17	35
17	45
15	25
12	25
12	32
12	22
12	55
12	55
12	27
12	35
12	35
12	27
10	30
10	30
10	30
10	27
10	27
10	27
10	25
10	27
10	23
10	25
10	27
10	35
10	25
7	25
7	17
7	17
12	17
7	20
10	25
12	17
12	15
12	17
15	17
5	20
10	20
12	20
5	20
10	20
5	20
0	17
7	20
10	17
7	25
7	25
7	25
10	20
5	20
7	17
12	22
12	27
12	27
5	17
7	22
10	22
7	22
12	22
7	25
5	22
10	17
10	17
2	27
2	27
10	20
12	17
0	22
2	27
2	27
2	27
7	22
12	17
2	25
2	27
2	25
10	20
7	22
7	27
7	25
2	22
12	22
7	22
7	20
12	22
7	30
7	20
10	22
7	25
7	25
2	22
2	22
10	30
10	30
7	17
2	22
2	27
2	22
10	27
10	20
10	20
10	20
7	22
7	25
10	20
10	20
10	22
7	22
7	22
7	20
10	25
10	20
7	22
5	20
7	20
5	20
10	25
7	25
2	22
5	22
2	22
5	22
7	25
7	22
7	22
10	25
10	15
5	20
7	20
7	22
10	22
10	22
7	22
10	17
5	20
10	22
10	22
10	22
10	22
7	30
10	30
7	27
10	25
2	12
5	17
5	17
5	17
7	17
5	17
7	25
7	17
5	17
7	17
7	17
10	17
7	17
7	17
7	30
7	23
7	20
5	20
10	30
10	25
10	25
7	20
10	25
10	25
10	23
5	23
10	20
5	22
7	25
5	20
5	30
7	17
5	27
5	17
7	17
2	25
2	30
2	28
7	27
7	27
15	15
12	17
15	22
15	17
12	17
2	15
10	20
15	22
20	17
17	15
2	25
2	25
10	25
10	25
15	22
2	20
2	20
2	17
12	15
2	17
7	22
2	17
7	22
12	23
2	20
2	20
5	20
5	22
5	22
5	22
5	22
2	27
2	27
5	20
7	17
5	20
5	22
5	20
10	22
2	25
2	25
7	20
7	17
2	22
2	22
2	27
2	25
20	17
20	17
25	17
20	15
0	20
2	25
2	22
10	17
22	15
23	17
25	17
25	17
35	25
35	25
22	22
22	15
2	22
2	37
2	22
5	17
15	17
22	17
23	15
23	15
25	17
25	17
25	22
22	22
20	20
20	15
5	20
2	33
2	27
2	22
25	10
25	10
2	20
2	20
2	20
2	22
2	20
5	25
5	25
2	20
2	17
5	30
5	35
2	35
5	32
5	37
2	37
2	37
5	35
2	35
2	35
5	28
5	23
10	22
7	23
10	22
7	23
5	22
15	15
12	20
15	15
15	12
5	22
5	30
2	27
5	20
5	30
5	32
0	30
7	28
5	25
10	22
10	22
2	27
2	30
2	25
10	28
7	30
7	15
7	17
10	17
7	27
7	22
7	22
5	20
5	22
5	25
5	20
10	15
15	15
20	17
25	15
25	7
2	12
2	15
2	22
12	25
10	22
10	22
12	22
20	22
20	17
20	12
2	17
2	22
5	17
12	25
12	25
17	15
17	12
17	12
17	12
20	15
23	12
20	10
20	12
15	17
10	15
12	17
15	15
20	20
27	17
27	15
10	17
20	17
22	20
20	20
35	27
33	35
30	20
25	15
2	20
2	22
10	15
25	20
27	27
35	35
35	40
30	37
20	15
2	17
2	22
12	17
25	17
35	27
43	35
25	32
17	15
10	17
10	20
25	20
30	22
27	20
12	12
12	17
12	12
10	15
10	17
10	20
25	20
17	17
12	12
12	20
5	15
15	15
15	10
15	15
15	7
15	7
12	10
15	7
15	20
10	20
7	20
12	15
15	17
15	25
17	25
15	27
17	27
17	15
15	17
17	22
17	17
15	20
15	17
15	17
15	17
2	17
7	17
2	17
7	12
12	12
7	12
10	15
7	15
12	22
15	12
15	12
2	20
7	27
12	22
12	17
15	15
15	17
2	17
15	20
15	22
10	25
10	27
7	37
12	22
15	25
10	25
10	27
7	27
20	15
20	17
10	25
15	17
15	17
20	17
20	15
12	17
15	12
20	17
15	15
12	17
15	20
17	15
17	17
17	15
17	17
12	20
12	20
12	17
10	17
12	17
10	20
17	22
12	17
15	15
12	17
15	17
12	15
15	15
15	17
15	17
17	27
15	15
15	17
15	30
15	27
15	17
12	17
15	17
10	27
12	25
17	12
20	15
20	17
12	27
12	25
17	12
22	20
22	17
12	17
12	25
20	27
25	22
25	12
15	25
15	20
20	22
20	25
25	22
25	17
20	17
20	17
20	17
17	20
15	10
12	20
15	20
15	15
22	17
20	17
15	20
17	20
20	22
20	22
22	22
20	17
20	20
17	20
15	17
12	17
15	15
15	17
17	17
12	20
15	20
22	17
22	17
15	22
15	27
17	22
17	20
15	15
10	12
17	17
17	15
17	15
15	15
10	15
12	20
12	17
15	17
15	17
17	22
15	12
17	22
12	20
20	22
17	10
22	15
20	22
20	12
15	15
17	22
20	7
22	12
20	10
17	20
20	20
20	15
15	15
17	15
22	7
22	10
27	12
20	7
20	20
20	25
15	25
15	23
17	15
12	20
22	10
27	12
27	7
20	30
20	30
20	28
10	20
10	17
15	30
20	32
25	30
20	23
7	17
10	22
10	20
15	30
20	32
25	30
20	22
7	17
10	22
12	22
15	22
20	30
25	32
25	27
20	20
7	15
10	20
10	15
15	20
20	30
20	20
12	15
12	12
