gene_id	gene_short_name	96h_Snai1KO_Clone2_rep1	96h_Snai1KO_Clone2_rep2	96h_WT_rep4	96h_WT_rep5	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000002265	Peg3	29691.0267703289	32023.2124785407	15125.193732375	15365.1715058053	23051.1511217625	1.01685089424688	0.0395394559112246	25.7173719468966	7.4733941929782e-146	5.54722517387218e-143
ENSMUSG00000032420	Nt5e	3755.02462615658	3948.05199693595	1265.51081372318	1231.07268966649	2549.91503162055	1.62500937847074	0.0636813445938689	25.517824550256	1.25017679373517e-143	8.81562166102353e-141
ENSMUSG00000045394	Epcam	2918.00660660882	2872.83308487449	820.460149223797	761.386322123049	1843.17154070754	1.87352901692682	0.0734949845071961	25.491930224754	2.4223272342635e-143	1.62676576118182e-140
ENSMUSG00000040669	Phc1	7389.53186488321	6960.45139957542	2965.1908576059	2990.17173779234	5076.33646496422	1.2695064902197	0.0500878166747935	25.3456144527573	1.00447438058981e-141	6.43913735884457e-139
ENSMUSG00000028496	Mllt3	1548.56588231913	1597.75520577357	4326.45829351965	4336.93559588532	2952.42874437442	-1.46244326608092	0.0578017694901901	-25.3010120447804	3.11335529230765e-141	1.90902824727891e-138
ENSMUSG00000050295	Foxc1	134.550233911524	141.799378849227	1453.75962780238	1249.86014436823	744.992346232838	-3.29301717815722	0.132622101618611	-24.8300783803527	4.24488149224092e-136	2.49439848687807e-133
ENSMUSG00000048078	Tenm4	1695.49803959675	1796.49764227091	4722.54250348976	4630.61317727563	3211.28784065826	-1.42328741051096	0.057342138030046	-24.8209686524976	5.32404543382688e-136	3.00340051013042e-133
ENSMUSG00000029231	Pdgfra	200.587158530677	232.238352760938	1477.69878335002	1471.35434716766	845.469660452324	-2.77731285736705	0.112427928914437	-24.7030509605911	9.91723374636921e-135	5.37933644327096e-132
ENSMUSG00000031665	Sall1	1751.62942552303	1765.23478709155	4446.15407125787	4604.90402873642	3141.98057815222	-1.36426800640415	0.0566839340650685	-24.0679837930459	5.41177538376154e-128	2.82675067545144e-125
ENSMUSG00000028645	Slc2a1	34301.2295703035	33907.9160336391	19481.0318986122	20097.6324638324	26946.9524915968	0.785205675959346	0.0326670040456409	24.0366601988444	1.15107367108118e-127	5.79771142259211e-125
ENSMUSG00000078202	Nrarp	605.063321822988	693.365466656455	2763.88432231889	2527.40706408638	1647.43004372118	-2.03196911332042	0.084559271409193	-24.0301161476127	1.3474881268947e-127	6.55297415641239e-125
ENSMUSG00000060985	Tdrd5	1343.85141599976	1317.50603970148	188.2488140792	158.210144856737	751.954103659294	2.94537113544071	0.123049731815003	23.9364287267922	1.27951482227979e-126	6.01499917953729e-124
ENSMUSG00000026600	Soat1	6176.92883656401	6278.25123834017	2803.05748594231	2807.24125780174	4516.36970466206	1.15031617212222	0.0487556042060293	23.5935169065132	4.49243404866568e-123	2.04376765768813e-120
ENSMUSG00000021209	Ppp4r4	1764.83681044686	1687.07764914316	368.880624120513	355.972825927659	1044.19197740955	2.25307934467	0.0966664516859747	23.3077691936933	3.69783789351855e-120	1.62970649413413e-117
ENSMUSG00000030554	Synm	231.954697724774	254.568963603336	1553.86882372889	1395.21571495535	858.902050003088	-2.60429161360931	0.112631077744586	-23.1223181537433	2.76154738347956e-118	1.18018493179431e-115
ENSMUSG00000038587	Akap12	4002.6630934784	3600.81099833666	1281.83296523293	1261.72590523248	2536.75824057012	1.58144824338138	0.068759432424132	22.9997280027918	4.69058113676194e-117	1.94562546387511e-114
ENSMUSG00000045382	Cxcr4	80.0697711007229	85.9728517432319	980.417234019417	948.27205573507	523.682978149611	-3.54314360944999	0.154621236516381	-22.9149869013925	3.2939271460222e-116	1.3272644154386e-113
ENSMUSG00000038507	Parp12	988.902946171814	984.779938149747	80.5226141148023	58.3399909159219	528.136372338071	3.83731712088611	0.167690310268592	22.883356317606	6.80576985235585e-116	2.6661603396604e-113
ENSMUSG00000087166	L1td1	1337.24772353785	1128.81237808321	142.54678985188	122.612862263972	682.804938434228	3.22273748077477	0.141391164981548	22.7930612297829	5.37254866292534e-115	2.04781226468206e-112
ENSMUSG00000067786	Nnat	2303.8632076507	2212.96353448163	5279.67194168947	5174.46055022067	3742.73980851062	-1.20931129948151	0.0531078803076515	-22.7708447875537	8.92099783633161e-115	3.31086401278381e-112
ENSMUSG00000001657	Hoxc8	230.303774609296	236.704474929418	1437.43747629262	1318.08826933769	805.633498792257	-2.5618725579273	0.112874618041672	-22.6966221669206	4.8376658597268e-114	1.74937440050582e-111
ENSMUSG00000074445	Sprr2a3	1844.90658154758	1770.81743980215	431.992943291575	443.977219004219	1122.92354591138	2.04564108043815	0.0916653084134958	22.3164151830528	2.56012245221362e-110	9.02635173589216e-108
ENSMUSG00000006445	Epha2	4214.80671381743	4013.92729892102	1570.19097523865	1656.26245396897	2863.79686048652	1.35091258385123	0.0609891630130317	22.1500430094865	1.04219457204517e-108	3.58489513403732e-106
ENSMUSG00000020427	Igfbp3	3127.67384227463	2841.57022969513	949.949217867871	853.345968821028	1943.13481466466	1.72952378858545	0.0781074917824678	22.142866825147	1.22210945034029e-108	4.10366894717836e-106
ENSMUSG00000047501	Cldn4	1135.00964189169	1210.31910765797	176.279236305378	174.031159342411	673.909786299361	2.74219093469292	0.12522386629429	21.8983091310124	2.69601051401798e-106	8.84228750678966e-104
ENSMUSG00000079197	Psme2	2932.03945309039	2783.5106415049	984.769807755353	907.730706115531	1902.01265211654	1.59650727922947	0.073282704606527	21.7855944018649	3.1779513112889e-105	1.01860562143426e-102
ENSMUSG00000049502	Dtx3l	976.521022805723	878.709536648357	99.0210524925272	83.0603260497872	509.327984499099	3.35466751128744	0.158715857526396	21.1363096515389	3.68813747925293e-99	1.15586228599787e-96
ENSMUSG00000021614	Vcan	2764.47075686929	2994.53491396556	6571.29819782826	6206.78174541088	4634.2714035185	-1.15146142801767	0.0545906118730406	-21.0926638942165	9.28813034523623e-99	2.84761961432318e-96
ENSMUSG00000062300	Nectin2	3400.07615632863	3173.17980070474	1237.2190844396	1145.04592340064	2238.8802412184	1.46624184488016	0.0696451159775741	21.0530462086142	2.1444467468179e-98	6.43470903624955e-96
ENSMUSG00000060461	Dppa5a	1301.75287655505	1095.31646181962	177.367379739362	166.120652099574	685.139342553401	2.80668932538798	0.133551039797538	21.0158552838142	4.69703970805002e-98	1.38004897922145e-95
ENSMUSG00000101174	Hoxd4	292.213391439751	366.222017815325	1528.84152474726	1621.65398478156	952.232729695974	-2.26931121117135	0.108898460331486	-20.8387814140218	1.92681183079191e-96	5.54567903054253e-94
ENSMUSG00000034324	Tmem132c	860.130943164466	976.964224354908	2699.68385971384	2711.32635748234	1812.02634617889	-1.56318228381465	0.0759846278367725	-20.5723490173911	4.85562786820229e-94	1.36957839650514e-91
ENSMUSG00000037010	Apln	2625.79321516907	2889.58104300629	945.596644131935	957.171376383262	1854.53556967264	1.53366270793524	0.0752970344960649	20.3681687891093	3.20437761808075e-92	8.86104657799859e-90
ENSMUSG00000027111	Itga6	4029.07786332607	4182.52341078113	1835.6979731307	1808.53971839358	2963.95974140787	1.17155054905304	0.0579541885932631	20.2151143427315	7.20781116222908e-91	1.9548415542484e-88
ENSMUSG00000029922	Mkrn1	4939.56196151264	4580.00828377581	2127.32041343836	1991.47019838418	3409.59021427775	1.21032549721752	0.060252564431774	20.0875350058836	9.48558376533491e-90	2.52406014797204e-87
ENSMUSG00000020105	Lrig3	819.683326835235	876.476475564117	2504.90618503074	2377.10742647248	1644.54335347564	-1.52751823658897	0.0762883151486355	-20.0229646389863	3.47420858122743e-89	9.07347474463898e-87
ENSMUSG00000029570	Lfng	236.907467071211	276.899574445734	1350.38600157391	1216.24048858617	770.108382919257	-2.3279166092856	0.117116383293157	-19.8769509766924	6.44323484045853e-88	1.65216256281794e-85
ENSMUSG00000048528	Nkx1-2	19461.0816852644	20179.0564877329	12174.1487394109	11945.854750089	15940.0354156243	0.716503885065672	0.0361486379269613	19.821047933075	1.95984895537124e-87	4.93566961028582e-85
ENSMUSG00000013584	Aldh1a2	864.258250953163	1040.60646525574	5534.29750524168	5624.37064965702	3265.8832177769	-2.55284560039141	0.129110371718622	-19.7725834602581	5.1281522127331e-87	1.26881281852938e-84
ENSMUSG00000043496	Tril	126.29561833413	165.246520233744	1023.94297137877	955.193749572552	567.669714879799	-2.77844682820986	0.141031756760094	-19.7008595229812	2.11990504790875e-86	5.15465877425123e-84
ENSMUSG00000079445	B3gnt7	4893.33611427923	4854.6747971373	2255.72133864845	2396.88369457957	3600.15398616114	1.06660023650207	0.0546461727719832	19.5182971175781	7.67539772932488e-85	1.83468024028252e-82
ENSMUSG00000092035	Peg10	23501.7160103988	24149.4390955112	12981.5511674269	14138.0540697602	18692.6900857743	0.812765562292974	0.04175416859287	19.4654950555467	2.15403359762193e-84	5.06305597121036e-82
ENSMUSG00000079277	Hoxd3	232.780159282514	274.666513361494	1183.90005617439	1239.97201031468	732.82968478327	-2.26484603908619	0.11637335399582	-19.4618953679684	2.31078981702096e-84	5.3424702933519e-82
ENSMUSG00000038235	F11r	1955.51843028466	2024.26987286337	4248.11196627281	4197.51290573032	3106.35329378779	-1.08655370267225	0.0561560793944929	-19.3488169827397	2.08574742954253e-83	4.7444025804578e-81
ENSMUSG00000039542	Ncam1	638.907245690304	673.267916898296	1948.86489026501	1980.59325092528	1310.40832594472	-1.58472629760369	0.0822343545513641	-19.2708546963041	9.43647308365777e-83	2.11242190315596e-80
ENSMUSG00000021193	Pitrm1	3779.78847288876	3882.17669495087	7070.75603402683	7021.56399142308	5438.57129832239	-0.879779780342568	0.0456591060499862	-19.2684407657787	9.88701710043757e-83	2.17869690886673e-80
ENSMUSG00000024043	Arhgap28	859.305481606727	921.137697248913	2448.32272646358	2382.05149349925	1652.70434970462	-1.44243511952969	0.0749219365329854	-19.2525071598308	1.34493955372719e-82	2.918105004033e-80
ENSMUSG00000020875	Hoxb9	3430.61823396499	3463.47774165591	6400.4596786928	6449.04102972276	4935.89917100912	-0.898583865257204	0.0466768341447379	-19.251174200693	1.37999497362771e-82	2.94879835046539e-80
ENSMUSG00000066687	Zbtb16	174.172388683016	207.6746808343	1015.2378239069	1016.50018070454	603.396268532188	-2.42146607744355	0.127872951355476	-18.9364994846493	5.70674585761513e-80	1.20122741537233e-77
ENSMUSG00000000275	Trim25	2146.20005012247	2077.86333888512	750.818969448832	760.397508717694	1433.81996679353	1.48338278140728	0.078779563921976	18.829537859291	4.32518687950779e-79	8.97031037672035e-77
ENSMUSG00000022257	Laptm4b	1939.00919912988	2027.61946448973	4117.53475419476	4173.78138400181	3064.48620045404	-1.06518296476373	0.0568725852317881	-18.7292868861597	2.85717428396496e-78	5.83981578648665e-76
ENSMUSG00000024598	Fbn2	125.47015677639	150.731623186186	988.034238057304	843.457834767482	526.92346319684	-2.7388517385452	0.147371592007526	-18.5846654788484	4.2765812081222e-77	8.61608925402106e-75
ENSMUSG00000048763	Hoxb3	1047.51071677131	1098.66605344598	2599.57466378733	2737.03550602156	1870.69673500655	-1.31620997214147	0.0710846670743745	-18.5160882974151	1.53169812825593e-76	3.04247023983005e-74
ENSMUSG00000021583	Erap1	999.633946422427	922.254227791033	193.689531249119	180.952853179893	574.132639660618	2.36166582493546	0.130542583925496	18.0911527404982	3.74177940196594e-73	7.32921040360078e-71
ENSMUSG00000026193	Fn1	8335.51081005257	9603.27919277321	32484.3459347188	33524.7296951427	20986.9664081718	-1.87990497316101	0.103917415015851	-18.0903746775674	3.79498241378099e-73	7.33159410706209e-71
ENSMUSG00000049382	Krt8	1238.19233660912	1241.58196283732	330.79560393108	324.330796956312	783.725175083458	1.92063533502072	0.106185124081366	18.0876120985553	3.99005035967068e-73	7.60428111113994e-71
ENSMUSG00000053025	Sv2b	34.6693854250553	33.4959162635968	546.248003859875	556.701947214645	292.778813190793	-4.01346849791479	0.222703349361379	-18.0215901980089	1.3189718553144e-72	2.4801946767332e-70
ENSMUSG00000025492	Ifitm3	1147.39156525778	983.663407607627	200.218391853022	222.483016204787	638.439095230804	2.334556267778	0.130188272822708	17.9321548489796	6.61649063275858e-72	1.22779430781308e-69
ENSMUSG00000027660	Skil	2789.23460360147	2641.71126265567	1170.84233496658	1087.69474589007	1922.37073677845	1.26761763529492	0.0717970325694082	17.6555714063736	9.21958693025731e-70	1.68862122697947e-67
ENSMUSG00000034168	Irf2bpl	952.58263763128	937.885655380711	199.130248419038	202.706748097695	573.076322382181	2.2340431321992	0.126608102826284	17.6453408773093	1.10505444183598e-69	1.99802343502729e-67
ENSMUSG00000049866	Arl4c	2373.20197850081	2209.61394285527	887.925042130793	902.786639088758	1593.38190064391	1.35681225227594	0.0769666957326717	17.6285630994028	1.48698225072198e-69	2.65454565594077e-67
ENSMUSG00000009075	Cabp7	910.48409818657	743.60934105185	121.872064606187	119.646422047908	473.902981473129	2.77926145904061	0.158045835763337	17.5851609478808	3.20071378546829e-69	5.6424583145574e-67
ENSMUSG00000021061	Sptb	997.157561749209	957.98320513887	211.09982619286	219.516575988723	596.439292267415	2.18288211562756	0.124212394984454	17.5737865444167	3.91170279377298e-69	6.81070919760251e-67
ENSMUSG00000029844	Hoxa1	4036.50701734572	3817.41792350792	1933.63088218924	1859.95801547202	2911.87845962872	1.0511880668196	0.0599083659203615	17.5465988876576	6.31502453521217e-69	1.08610720756216e-66
ENSMUSG00000042821	Snai1	147.757618835355	157.430806438905	808.490571449975	832.580887308581	486.564971008204	-2.43075806481955	0.138618669515669	-17.5355749215641	7.66702322272219e-69	1.3027473314464e-66
ENSMUSG00000051323	Pcdh19	345.042931135074	468.942827690356	6027.22648083635	5607.56082176599	3112.19326535694	-3.84052823500328	0.219381370031914	-17.5061730831774	1.28551136815765e-68	2.15828176489611e-66
ENSMUSG00000031762	Mt2	1293.49826097766	1099.7825839881	290.534296873679	265.99080604039	737.451486969955	2.10834591898604	0.121052564475603	17.4167802897803	6.15443626621658e-68	1.02112958426415e-65
ENSMUSG00000027562	Car2	1498.21272729703	1272.84481801668	368.880624120513	365.860959981205	876.449782353857	1.9177955325978	0.110602797931939	17.3394847911347	2.36850363969141e-67	3.88407056169394e-65
ENSMUSG00000040728	Esrp1	2130.51628052542	2075.63027780088	775.84626843046	845.435461578191	1456.85707208374	1.37476281341059	0.0797439359716169	17.2397160569038	1.33691847842348e-66	2.16719095416165e-64
ENSMUSG00000059447	Hadhb	1837.47742752793	1787.56539793395	679.001502805901	645.69515369656	1237.43487049109	1.45357518948674	0.0843910559386836	17.2242801481578	1.74586251062783e-66	2.79794306674821e-64
ENSMUSG00000068040	Tm9sf4	1705.40357828962	1779.74968413911	3519.05586550366	3578.51571397833	2645.68121047768	-1.02758944535644	0.0600105699387049	-17.1234741880644	9.91757547632931e-66	1.57154569598508e-63
ENSMUSG00000027004	Frzb	206.365389434853	223.306108423979	930.362636056162	944.316802113652	576.087734007161	-2.12964290167251	0.124627626505077	-17.0880483035256	1.82169463550582e-65	2.85459549383761e-63
ENSMUSG00000073139	Tmem185a	2014.9516624419	1940.53008220438	774.758124996476	762.375135528404	1373.15375129279	1.36458000042514	0.0799867127488605	17.0600835254926	2.94134350855606e-65	4.55843598913913e-63
ENSMUSG00000032816	Igdcc4	1543.6131129727	1421.34338011863	465.725389745073	484.518568623758	978.800112865039	1.64262893636968	0.0970114046105748	16.932328141867	2.59894014876824e-64	3.98400575196506e-62
ENSMUSG00000069874	Irgm2	623.223476093255	477.875072027315	29.379872717563	21.7538949178014	288.058078938984	4.44008779397911	0.263653234275527	16.8406346547566	1.22911152506948e-63	1.86388815462956e-61
ENSMUSG00000024376	Epb41l4a	1607.99911447637	1691.54377131164	594.126314955163	574.500588511028	1117.04244731355	1.49691560090382	0.0889812419959691	16.8228220614367	1.66056720813728e-63	2.49138078046384e-61
ENSMUSG00000022040	Ephx2	933.597021803274	808.368112494804	157.780797927653	176.00878615312	518.938679594713	2.38421749373626	0.141860445763453	16.8067813470137	2.17673924994805e-63	3.23142669915973e-61
ENSMUSG00000046714	Foxc2	23.9383851744429	26.7967330108775	544.071716991907	447.932472625638	260.684826950716	-4.29766605801721	0.25613194140254	-16.7791101511348	3.46996738308447e-63	5.09759895871254e-61
ENSMUSG00000024524	Gnal	162.615926874664	167.479581317984	837.870444167538	786.106657256914	488.518152404275	-2.29980901128381	0.137259872951108	-16.755144543249	5.19345367034788e-63	7.55085331060992e-61
ENSMUSG00000000385	Tmprss2	1243.14510595555	1366.63338355475	386.290919064254	387.614854899007	845.921065868391	1.75187113090233	0.104655276572044	16.739443898907	6.76169208768659e-63	9.63233772854989e-61
ENSMUSG00000045414	Dipk2a	2791.71098827469	3054.82756324003	1311.2128379505	1235.02794328791	2098.19483318828	1.19837950149493	0.0715883461965777	16.7398685004434	6.71363341315136e-63	9.63233772854989e-61
ENSMUSG00000029859	Epha1	7108.87493525181	7019.62751830778	4074.0090168354	4229.15493470166	5607.91660127416	0.766769961940601	0.0458393456210045	16.7273321979808	8.28678173782572e-63	1.16868482848556e-60
ENSMUSG00000035357	Pdzrn3	687.609477596929	717.929138583092	1868.34227615021	1797.66277093468	1267.88591581623	-1.38456125856658	0.0829597294930625	-16.6895585005779	1.5612100466503e-62	2.1799747809811e-60
ENSMUSG00000063268	Parp10	669.449323326662	562.731393228427	70.729323208948	71.1945651855319	343.526151237392	3.1207370600294	0.18714780099723	16.6752536946752	1.98367502392888e-62	2.74272243749696e-60
ENSMUSG00000000958	Slc7a7	1184.53733535605	962.449327307349	223.069403966682	243.248097717234	653.32604108683	2.20464043371938	0.132840487859938	16.5961482770514	7.43089775267926e-62	1.01745583501005e-59
ENSMUSG00000049969	Plekhf2	1918.37266018639	1909.26722702502	774.758124996476	701.068704396418	1325.86667915108	1.37630304858036	0.0833465481349797	16.5130179878768	2.95717515065245e-61	4.01010011054342e-59
ENSMUSG00000058297	Spock2	243.511159533126	237.821005471538	972.800229981531	930.473414438687	596.15145235622	-1.9818705600398	0.12101686590207	-16.376812812551	2.80037788955021e-60	3.76130755965015e-58
ENSMUSG00000022817	Itgb5	822.985173066193	846.33015092688	2065.29623770128	1978.61562411457	1428.30679645223	-1.27728085904373	0.0782935810450866	-16.3139920539359	7.84910911203757e-60	1.04430175289685e-57
ENSMUSG00000032291	Crabp1	1795.37888808322	1699.35948510648	3500.55742712593	3450.95878468759	2611.5636462508	-0.990324962868312	0.0607977539936418	-16.288841245219	1.18452306485752e-59	1.56124568071828e-57
ENSMUSG00000031155	Pim2	4875.17596000896	4039.60750138978	451.579525103283	354.984012522305	2430.33674975608	3.46747954181102	0.213113018378517	16.2706134434844	1.59551286092808e-59	2.08347387756192e-57
ENSMUSG00000014773	Dll1	2071.90850992592	2536.7573916964	12471.2118968885	11877.6266251196	7239.3761059076	-2.40227960335611	0.147867741624398	-16.2461371017499	2.37889253157161e-59	3.07793774061967e-57
ENSMUSG00000005892	Trh	2356.69274734602	2231.94455369767	871.602890621036	989.802218759964	1612.51060260617	1.30116001653032	0.0803714683226346	16.1893274278265	5.99805909813093e-59	7.69005704190368e-57
ENSMUSG00000022216	Psme1	2422.72967196517	2467.53249808497	1122.9640238713	1032.32119519021	1761.38684727791	1.18266923267987	0.0731604611557543	16.1654152256099	8.844002524691e-59	1.12366637482628e-56
ENSMUSG00000019970	Sgk1	1068.97271727254	1056.23789284542	288.358010005711	309.498595875993	680.766803999915	1.82884127308231	0.113406623774714	16.1264061322852	1.66427507575136e-58	2.09564923154655e-56
ENSMUSG00000055639	Dach1	269.925929380787	283.598757698453	1039.17697945454	983.869338327836	644.142751215405	-1.87185997429809	0.116417849337191	-16.0788056552777	3.59238045404251e-58	4.48348155250987e-56
ENSMUSG00000044548	Dact1	293.86431455523	361.755895646846	1152.34389658886	1198.44184728979	751.601488520181	-1.85142771290315	0.115252756519959	-16.0640644858029	4.55687494439702e-58	5.63733397726589e-56
ENSMUSG00000029413	Naaa	265.79862159209	292.531002035412	1092.49600771975	991.779845570673	660.651369229481	-1.90426803064731	0.118565764516277	-16.0608590381576	4.79859176801917e-58	5.88474258298907e-56
ENSMUSG00000026640	Plxna2	1286.069106958	1546.39480083605	5932.55800207976	6008.0302509346	3693.26304020211	-2.07739853385959	0.129384397822112	-16.0560204230788	5.18786436374453e-58	6.30728026912837e-56
ENSMUSG00000050708	Ftl1	17181.9823243458	16031.1455237574	10371.0950692997	10622.8224137246	13551.7613327819	0.662232109757863	0.0413181672050984	16.0276254866442	8.19550001889359e-58	9.87872963815866e-56
ENSMUSG00000026104	Stat1	1121.80225696786	888.758311527436	224.157547400666	200.729121286986	608.861809295737	2.24728907025754	0.140403265063234	16.0059601836568	1.16108059435869e-57	1.38768810357971e-55
ENSMUSG00000044681	Cnpy1	870.036481857339	854.145864721719	211.09982619286	200.729121286986	534.002823514726	2.06704263697535	0.129248652262553	15.9927596983866	1.43529323467053e-57	1.70100340239987e-55
ENSMUSG00000074766	Ism1	139.50300325796	122.818359633188	806.314284582007	675.359555857198	435.998800832588	-2.48997909099097	0.156063492265037	-15.9549107536458	2.63349851620599e-57	3.09501913117109e-55
ENSMUSG00000071847	Apcdd1	302.118930132624	338.308754262328	1090.31972085178	1081.76186545794	703.127317676169	-1.76718749616213	0.111864311034949	-15.7975987141244	3.23195016902125e-56	3.76695811848816e-54
ENSMUSG00000029455	Aldh2	7962.40218595436	8179.70275157035	5077.27726296848	5043.93718071386	6565.82984530176	0.673084986750562	0.0431458350319492	15.6002308508376	7.25313733828117e-55	8.38450785916224e-53
ENSMUSG00000024901	Peli3	592.681398456897	723.511791293692	1784.55523173346	1860.94682887737	1240.42381259036	-1.47663187685966	0.0948668693161912	-15.5653062813536	1.25269050503468e-54	1.43631660101659e-52
ENSMUSG00000020250	Txnrd1	8038.34464926638	8064.700105732	5137.12515183759	5007.35108471574	6561.88024788793	0.666783360425978	0.0429281558893066	15.5325414430875	2.08932646024855e-54	2.37627186039397e-52
ENSMUSG00000018569	Cldn7	504.35701177878	474.525480400955	57.6716020011422	45.485416646312	270.509877706797	3.25284394265244	0.209499042880999	15.5267723323211	2.28599762886419e-54	2.57915396478973e-52
ENSMUSG00000070473	Cldn3	529.946320068702	455.544461184917	52.2308848312231	48.4518568623758	271.543380736804	3.29533585683256	0.212622493519483	15.4985288822728	3.54926005509947e-54	3.97263607595777e-52
ENSMUSG00000036752	Tubb4b	11130.5236445582	11000.0589009652	7360.20218746652	7226.24836633148	9179.25827483036	0.601691436876867	0.0389372380998154	15.4528535212085	7.21761243543734e-54	8.01495969897424e-52
ENSMUSG00000037016	Frem2	8995.05459468636	9730.56367457488	5622.43712339437	5702.48690868003	7512.63557533391	0.72456601288386	0.0469553121178436	15.4309700053834	1.01335635428387e-53	1.11651286441136e-51
ENSMUSG00000032076	Cadm1	1660.00319261396	1646.88254962684	3470.08941097439	3176.068657999	2488.26095280355	-1.00631777741351	0.0652763911083284	-15.4162593906807	1.27265429402353e-53	1.3913367060941e-51
ENSMUSG00000039457	Ppl	636.430861017086	567.197515396907	91.4040484546405	101.847780751525	349.220051405039	2.6387833461448	0.171774679743991	15.3618877361761	2.94862221723273e-53	3.19880147151025e-51
ENSMUSG00000020407	Upp1	1056.59079390645	1014.92626278698	319.914169591242	278.84538031	667.569151648668	1.7935064569575	0.116904117178929	15.3416877030296	4.02590411543593e-53	4.33414700305289e-51
ENSMUSG00000037876	Jmjd1c	4046.41255603859	4124.46382259089	2251.36876491251	2294.04710042269	3179.07306099117	0.845527310400118	0.0551617493993252	15.3281453109691	4.95945926012598e-53	5.29873135951187e-51
ENSMUSG00000029826	Zc3hav1	994.68117707599	915.555044538314	257.889993854164	267.968432851099	609.023662079892	1.86201005199009	0.12148639123575	15.3269023225554	5.05525890233328e-53	5.36047490974483e-51
ENSMUSG00000022895	Ets2	1903.51435214708	2080.09639996936	3916.22821890775	3758.47975375287	2914.57968119427	-0.948216384068826	0.061871325369733	-15.3256193948075	5.15606949450405e-53	5.42657075231273e-51
