"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Zfp42",2.59768844708589e-147,3.37246821721559,0.995,0.034,8.57548910151993e-143,"ESCs","Zfp42"
"Spp1",2.98201602417843e-144,3.02176209375081,0.973,0.019,9.84423129901783e-140,"ESCs","Spp1"
"Hspb1",1.58362021413711e-137,3.16741781066656,0.98,0.092,5.22784705090944e-133,"ESCs","Hspb1"
"Klf2",1.9122426117785e-136,2.53220181875384,0.964,0.034,6.3126953100032e-132,"ESCs","Klf2"
"Dppa5a",4.13097581430097e-136,4.30736668279948,0.999,0.207,1.36371773581704e-131,"ESCs","Dppa5a"
"Trap1a",1.17502972877507e-135,2.35692459776633,0.974,0.034,3.87900814063225e-131,"ESCs","Trap1a"
"Cd9",2.38769821497639e-134,2.58451675998835,0.99,0.204,7.88226934728006e-130,"ESCs","Cd9"
"Tdh",1.31450197239998e-129,2.26497229295179,0.955,0.076,4.33943391128682e-125,"ESCs","Tdh"
"Nanog",2.03840125928172e-128,1.89912861007757,0.93,0.076,6.72917023714082e-124,"ESCs","Nanog"
"Chchd10",6.2177482812664e-128,2.78025367437727,0.998,0.371,2.05260306261166e-123,"ESCs","Chchd10"
"Mylpf",3.17434369390291e-127,2.0304765282727,0.923,0.066,1.04791434023123e-122,"ESCs","Mylpf"
"Calcoco2",8.28785883990387e-127,2.01942788061929,0.88,0.004,2.73598796022907e-122,"ESCs","Calcoco2"
"Tfcp2l1",2.5682049695549e-126,1.94976763442692,0.904,0.016,8.47815824549463e-122,"ESCs","Tfcp2l1"
"Upp1",2.51616349650332e-125,2.40626246486682,0.982,0.273,8.30635893465676e-121,"ESCs","Upp1"
"Khdc3",2.14520522146336e-123,1.85149960970348,0.879,0.003,7.08175147709486e-119,"ESCs","Khdc3"
"Stmn2",3.09321269156685e-122,2.33533760445071,0.975,0.21,1.02113137374005e-117,"ESCs","Stmn2"
"Ooep",3.13396232626509e-120,1.78969916614164,0.894,0.028,1.03458364314663e-115,"ESCs","Ooep"
"Rbmxl2",3.68962689149831e-116,1.75902649615395,0.93,0.089,1.21801962942142e-111,"ESCs","Rbmxl2"
"Morc1",4.95818762522289e-113,1.40108260798387,0.842,0.016,1.63679689883858e-108,"ESCs","Morc1"
"Mt2",2.49481838770422e-112,2.35011801563386,0.949,0.21,8.23589446148917e-108,"ESCs","Mt2"
"Tdgf1",7.41409179948256e-112,2.10468686461389,0.955,0.122,2.44753998484518e-107,"ESCs","Tdgf1"
"Sox11",8.04293459142923e-112,-2.46675998001594,0.298,0.948,2.65513356732262e-107,"ESCs","Sox11"
"Akap12",2.42059258786462e-111,2.05374576763922,0.963,0.286,7.99086025105869e-107,"ESCs","Akap12"
"Fam25c",2.44890450452902e-111,1.64663682981414,0.844,0.006,8.08432355035121e-107,"ESCs","Fam25c"
"Ckb",1.45240349113675e-110,2.40894429196819,0.989,0.317,4.79467440494064e-106,"ESCs","Ckb"
"Fbxo15",4.60191099280597e-110,1.44102728877056,0.84,0.016,1.51918285694511e-105,"ESCs","Fbxo15"
"Marcks",1.39672201035019e-107,-2.06493640859016,0.53,0.972,4.61085870056804e-103,"ESCs","Marcks"
"Jam2",2.93803862502743e-106,1.47328815991003,0.863,0.05,9.69905310894054e-102,"ESCs","Jam2"
"Apoc1",1.28445920602472e-103,1.50696337015309,0.864,0.07,4.24025673092882e-99,"ESCs","Apoc1"
"Sox4",2.51572825099085e-103,-1.93115095522673,0.244,0.908,8.304922102171e-99,"ESCs","Sox4"
"Rpl39l",3.36538287898769e-102,1.85306519031462,0.795,0.029,1.11098019601142e-97,"ESCs","Rpl39l"
"Asns",3.31317081614496e-101,1.48842575957776,0.978,0.641,1.09374394982577e-96,"ESCs","Asns"
"Hk2",1.13690609525592e-98,1.72527350502305,0.966,0.54,3.75315440165885e-94,"ESCs","Hk2"
"Mt1",2.12259951096904e-97,2.37237766728727,0.977,0.348,7.007125505611e-93,"ESCs","Mt1"
"L1td1",1.05223698645471e-96,1.91841990754392,0.954,0.158,3.47364473968428e-92,"ESCs","L1td1"
"Tbx3",1.91408969812729e-96,1.21044480816039,0.757,0.011,6.31879291145781e-92,"ESCs","Tbx3"
"Pfkp",1.47563823381981e-95,1.27580108660656,0.769,0.037,4.87137693748595e-91,"ESCs","Pfkp"
"Septin1",5.83992466882713e-95,1.29175188328992,0.791,0.049,1.92787593167321e-90,"ESCs","Septin1"
"Apoe",3.22926133274116e-93,1.63769443084589,0.963,0.367,1.06604375116451e-88,"ESCs","Apoe"
"Gjb3",1.82970390209243e-92,1.09843172258099,0.734,0.02,6.04021852158754e-88,"ESCs","Gjb3"
"Arid5b",2.13998677905767e-92,1.19782168795205,0.8,0.094,7.06452435502517e-88,"ESCs","Arid5b"
"Crxos",8.72891849008875e-92,1.25697345459644,0.728,0.002,2.8815905719481e-87,"ESCs","Crxos"
"Hsf2bp",5.15450933262727e-91,1.16330285717792,0.765,0.035,1.70160662088691e-86,"ESCs","Hsf2bp"
"Rpl10l",2.84764835109912e-90,1.1199239949439,0.743,0.014,9.40065673664841e-86,"ESCs","Rpl10l"
"Klf4",5.47489913662165e-90,1.38497590494854,0.789,0.067,1.80737370298154e-85,"ESCs","Klf4"
"Tle5",9.2583558144077e-90,1.5589644408075,0.931,0.352,3.05636842145227e-85,"ESCs","Tle5"
"Cox17",1.03721362483665e-89,1.28825752530031,0.977,0.771,3.42404961831074e-85,"ESCs","Cox17"
"Uba52",2.02738354292449e-87,1.19204018609217,0.974,0.723,6.69279855190234e-83,"ESCs","Uba52"
"Hmgb3",3.61588365095924e-85,-1.56639437841684,0.445,0.896,1.19367551085467e-80,"ESCs","Hmgb3"
"Gdf3",4.20041571219173e-84,1.03072420173866,0.702,0.028,1.38664123490873e-79,"ESCs","Gdf3"
"Cd24a",2.41655060613375e-83,-1.7157919391185,0.342,0.876,7.97751686096872e-79,"ESCs","Cd24a"
"Tet1",1.11794500135942e-82,1.42998441999653,0.918,0.385,3.69056003848772e-78,"ESCs","Tet1"
"Klf5",1.48962893035506e-82,1.2241030014586,0.792,0.111,4.91756302488812e-78,"ESCs","Klf5"
"Fgf4",3.20427290015068e-82,1.1932586026443,0.769,0.081,1.05779456979774e-77,"ESCs","Fgf4"
"Nt5dc2",5.14779947176721e-81,-1.36534677081623,0.641,0.937,1.69939156161979e-76,"ESCs","Nt5dc2"
"Slc2a3",1.68957184529027e-80,1.49093808084704,0.959,0.416,5.57761457567224e-76,"ESCs","Slc2a3"
"Cobl",1.46555728233192e-79,0.925209039967783,0.643,0.023,4.83809770043414e-75,"ESCs","Cobl"
"Prtg",2.33711117416692e-79,-1.58748876546238,0.2,0.835,7.71527140815982e-75,"ESCs","Prtg"
"Ifitm3",2.96687273662645e-78,1.54114466137836,0.849,0.276,9.79424027815125e-74,"ESCs","Ifitm3"
"Gm32885",8.93480857414386e-78,1.07418827219792,0.728,0.048,2.94955900649637e-73,"ESCs","Gm32885"
"Lncenc1",2.78695835886731e-77,1.0307170955268,0.694,0.021,9.20030693429277e-73,"ESCs","Lncenc1"
"Lap3",1.07175070298683e-76,1.00356529862674,0.969,0.753,3.53806342070014e-72,"ESCs","Lap3"
"Nupr1",1.82756337204853e-76,1.27839838434433,0.69,0.047,6.03315220380662e-72,"ESCs","Nupr1"
"Zfp990",2.27347674549906e-76,1.1735920073879,0.83,0.186,7.50520143224149e-72,"ESCs","Zfp990"
"Cdc5l",3.53912678831607e-76,1.20636604877039,0.961,0.747,1.1683365353589e-71,"ESCs","Cdc5l"
"Fzd2",6.3385282742418e-76,-1.21239557430209,0.143,0.765,2.0924749538927e-71,"ESCs","Fzd2"
"Sparc",1.58665601357158e-75,1.17289915054978,0.85,0.203,5.2378688320025e-71,"ESCs","Sparc"
"Wfdc2",9.99565787699602e-75,1.11721565329603,0.667,0.04,3.29976657835393e-70,"ESCs","Wfdc2"
"Triml1",2.51352441259945e-74,0.902723474957045,0.628,0.004,8.29764679087329e-70,"ESCs","Triml1"
"Mymx",3.05850612515463e-74,1.00003015445132,0.651,0.005,1.00967404203605e-69,"ESCs","Mymx"
"Atp1b1",3.512712397141e-74,1.08998133468183,0.76,0.123,1.15961661654419e-69,"ESCs","Atp1b1"
"Gabarapl2",6.37606992162173e-74,1.29483939450616,0.874,0.3,2.10486820252577e-69,"ESCs","Gabarapl2"
"Nfatc2ip",1.60294094390321e-73,1.06737274830314,0.76,0.142,5.29162864401326e-69,"ESCs","Nfatc2ip"
"Igdcc3",7.15207705065967e-73,-1.41403349539154,0.255,0.787,2.36104367596377e-68,"ESCs","Igdcc3"
"Peg3",6.28207506234545e-72,-2.14167991580483,0.606,0.915,2.07383861958148e-67,"ESCs","Peg3"
"Sgk1",8.64720991539759e-72,1.21442195276605,0.782,0.131,2.85461693727105e-67,"ESCs","Sgk1"
"Cdh2",2.01474145822031e-71,-1.07565432008506,0.094,0.671,6.65106450187689e-67,"ESCs","Cdh2"
"Sh3bgrl",8.88814581198844e-71,-1.10152190901792,0.119,0.728,2.93415469545362e-66,"ESCs","Sh3bgrl"
"Kat6b",1.85895465025352e-69,1.06382637128559,0.801,0.234,6.13678109141692e-65,"ESCs","Kat6b"
"Tead2",1.11155290702111e-68,-1.03054695268759,0.593,0.909,3.6694584566581e-64,"ESCs","Tead2"
"Esrrb",1.26002086397973e-68,0.808875719184449,0.596,0.004,4.15958087616988e-64,"ESCs","Esrrb"
"Triml2",1.66884467121461e-68,0.85734143647267,0.61,0.008,5.50919002861368e-64,"ESCs","Triml2"
"Sod2",1.18151634207896e-67,1.03953124048822,0.96,0.754,3.90042174847107e-63,"ESCs","Sod2"
"Klf9",1.75920781017389e-67,0.981891584416109,0.742,0.159,5.80749682294606e-63,"ESCs","Klf9"
"Ubxn2a",3.84021900229304e-67,1.11924835459421,0.838,0.258,1.26773309703698e-62,"ESCs","Ubxn2a"
"Lef1",3.02091524907416e-66,-1.12200403329746,0.014,0.572,9.97264542024361e-62,"ESCs","Lef1"
"Cstb",4.1639204193071e-66,1.14156842137951,0.955,0.663,1.37459340882166e-61,"ESCs","Cstb"
"Ttc3",4.43366440933525e-66,-1.25916334253162,0.616,0.928,1.46364129480975e-61,"ESCs","Ttc3"
"Lmo4",5.75023193232055e-66,-1.1175694062704,0.178,0.725,1.89826656549766e-61,"ESCs","Lmo4"
"Pou5f1",6.90992187069543e-66,1.3854041039447,0.988,0.259,2.28110340795398e-61,"ESCs","Pou5f1"
"Cdk2ap1",2.55934873361844e-65,-1.13090878448548,0.607,0.919,8.44892203942119e-61,"ESCs","Cdk2ap1"
"Ptn",4.05828974563362e-65,-1.90105069534634,0.244,0.754,1.33972261082857e-60,"ESCs","Ptn"
"Klhdc2",4.74055725168368e-65,-0.983530400487354,0.463,0.856,1.56495275992582e-60,"ESCs","Klhdc2"
"Eif1b",2.78833568385969e-64,-1.1107982592315,0.576,0.9,9.20485375955762e-60,"ESCs","Eif1b"
"Fblim1",5.32146351659374e-64,0.86127011338975,0.662,0.092,1.75672153609793e-59,"ESCs","Fblim1"
"Tcl1",8.75431865431075e-64,0.736162020804645,0.53,0.002,2.88997567416107e-59,"ESCs","Tcl1"
"Avpi1",1.08208787409443e-63,0.97080121512265,0.789,0.277,3.57218848996053e-59,"ESCs","Avpi1"
"Capns1",1.51085311084656e-63,0.916361150191239,0.942,0.677,4.98762828952666e-59,"ESCs","Capns1"
"Dbn1",1.65925386069632e-63,-1.00952420422404,0.091,0.662,5.47752884493069e-59,"ESCs","Dbn1"
"Gm46332",2.43775246557276e-63,0.88085826761672,0.563,0.006,8.04750843934879e-59,"ESCs","Gm46332"
"Cox7a1",3.13596225327371e-63,0.857569791264323,0.642,0.056,1.03524385905072e-58,"ESCs","Cox7a1"
"Pcbp4",8.98041076889722e-63,-1.04861894295608,0.499,0.869,2.96461320302835e-58,"ESCs","Pcbp4"
"Basp1",9.767195234089e-63,-1.29552045907224,0.403,0.844,3.22434649067746e-58,"ESCs","Basp1"
"Hmga2",1.88180774784119e-62,-1.7975010063383,0.357,0.8,6.21222373717334e-58,"ESCs","Hmga2"
"Crip1",6.85572212175845e-62,0.997187641708415,0.721,0.122,2.2632109868349e-57,"ESCs","Crip1"
"Cited2",1.48148185224096e-61,-1.34697376692692,0.401,0.834,4.89066789061786e-57,"ESCs","Cited2"
"Syngr1",1.73960131573287e-61,0.83305082844069,0.678,0.106,5.74277186349735e-57,"ESCs","Syngr1"
"Impa2",3.09802771032708e-61,1.06303051877935,0.816,0.233,1.02272090773318e-56,"ESCs","Impa2"
"Dhx16",5.19801662090134e-61,1.150625638304,0.833,0.318,1.71596924689195e-56,"ESCs","Dhx16"
"Sox2",1.0451661315771e-60,1.06260069884177,0.95,0.438,3.45030243356233e-56,"ESCs","Sox2"
"Krt42",1.21117681709065e-60,0.668540189645963,0.475,0.003,3.99833690857964e-56,"ESCs","Krt42"
"Rpp25",2.61163295434285e-60,0.713854626834195,0.574,0.048,8.62152270887663e-56,"ESCs","Rpp25"
"Pole4",1.77034674886698e-59,0.917394331509813,0.906,0.615,5.84426868735966e-55,"ESCs","Pole4"
"Taf7",2.17101369789788e-59,1.06747895699722,0.938,0.613,7.16695041950049e-55,"ESCs","Taf7"
"Dpys",2.28272852212913e-59,0.705089314836321,0.525,0.015,7.53574339725267e-55,"ESCs","Dpys"
"Gas1",2.54484740854781e-59,-1.29316181126575,0.085,0.603,8.40105026509803e-55,"ESCs","Gas1"
"Timp1",3.94011328324809e-59,0.809900223744675,0.618,0.06,1.30071019706586e-54,"ESCs","Timp1"
"Rbp1",4.71137000457156e-59,-1.50551796524389,0.213,0.713,1.55531746590916e-54,"ESCs","Rbp1"
"Fabp5",6.7678211627491e-59,-1.38433211686369,0.584,0.889,2.23419312224673e-54,"ESCs","Fabp5"
"Acvr2b",8.65144444111797e-59,-0.915146672434819,0.323,0.775,2.85601483890186e-54,"ESCs","Acvr2b"
"Hsd17b14",2.99454442405296e-58,0.819290400788833,0.589,0.03,9.88559005268363e-54,"ESCs","Hsd17b14"
"Acadm",5.35989246386169e-58,1.0010078520574,0.836,0.333,1.76940770017002e-53,"ESCs","Acadm"
"Mettl9",5.61751968242938e-57,-0.929252320830361,0.548,0.869,1.85445559756359e-52,"ESCs","Mettl9"
"Tspan3",7.92385855248132e-57,-0.965376275475122,0.538,0.868,2.61582418534514e-52,"ESCs","Tspan3"
"Folr1",1.17807759153888e-56,0.707787736928688,0.523,0.012,3.88906974518814e-52,"ESCs","Folr1"
"Ccnd2",1.55460526846987e-56,-1.76903773489885,0.287,0.774,5.13206291227272e-52,"ESCs","Ccnd2"
"Chd7",5.96647650002675e-56,-1.07823146220996,0.279,0.772,1.96965322218883e-51,"ESCs","Chd7"
"Mtf2",8.00283299749813e-56,0.999352580838601,0.94,0.708,2.64189522913408e-51,"ESCs","Mtf2"
"Gm49089",8.20706965931425e-56,1.46328906517852,0.537,0.001,2.70931783593282e-51,"ESCs","Gm49089"
"Gpc3",1.21953869000966e-55,-1.31259032146471,0.293,0.762,4.02594112345989e-51,"ESCs","Gpc3"
"Igfbp2",2.39087506949686e-55,1.06423203895403,0.928,0.416,7.89275677942302e-51,"ESCs","Igfbp2"
"Msh6",3.5573527581099e-55,0.99536998827022,0.886,0.506,1.17435329250724e-50,"ESCs","Msh6"
"Mkrn1",6.33083839083184e-55,1.09163146354225,0.985,0.718,2.08993636958141e-50,"ESCs","Mkrn1"
"Nnat",7.11285164632634e-55,-1.73423137302716,0.265,0.708,2.34809458548525e-50,"ESCs","Nnat"
"Myo10",1.40752802263995e-54,1.06198269553346,0.823,0.316,4.64653150833902e-50,"ESCs","Myo10"
"Phf11d",4.6395482207512e-54,0.612566178599038,0.454,0.003,1.53160765863439e-49,"ESCs","Phf11d"
"Kit",4.84226648328779e-54,0.762673751424728,0.577,0.078,1.59852901146297e-49,"ESCs","Kit"
"Rhobtb3",6.06517428167986e-54,-0.785707587585992,0.111,0.612,2.00223533386816e-49,"ESCs","Rhobtb3"
"Lactb2",8.09796074742283e-54,0.745649655417435,0.726,0.308,2.67329880193922e-49,"ESCs","Lactb2"
"Gja1",1.9120129361425e-53,-0.928397331761086,0.127,0.585,6.31193710479362e-49,"ESCs","Gja1"
"Hoxb8",3.25041593326959e-53,-1.1648590921362,0.026,0.547,1.07302730789096e-48,"ESCs","Hoxb8"
"Cltb",4.22360194375384e-53,0.783713042206416,0.624,0.087,1.39429547367202e-48,"ESCs","Cltb"
"Limd2",5.02935752902303e-53,-1.01348430535429,0.255,0.765,1.66029150748108e-48,"ESCs","Limd2"
"Ube2r2",7.39947191703897e-53,-0.859414598882407,0.648,0.908,2.44271366925291e-48,"ESCs","Ube2r2"
"Ahnak",8.45534680930752e-53,0.682660690458501,0.508,0.019,2.7912790886886e-48,"ESCs","Ahnak"
"Bcat1",1.01148602195369e-52,0.954775291853975,0.848,0.4,3.33911765567353e-48,"ESCs","Bcat1"
"Rbmx",1.22878021686032e-52,-0.807035654523625,0.107,0.602,4.0564492518993e-48,"ESCs","Rbmx"
"Zyx",4.05216063356313e-52,-0.660435189129268,0.064,0.516,1.33769926835186e-47,"ESCs","Zyx"
"Fgf8",4.27488427327088e-52,-1.30165463846951,0.013,0.483,1.41122479629218e-47,"ESCs","Fgf8"
"Ube2e1",5.71532734583864e-52,-0.875116190964998,0.332,0.777,1.88674386340825e-47,"ESCs","Ube2e1"
"Smad7",7.92960845793103e-52,0.952355313460791,0.744,0.199,2.61772234413219e-47,"ESCs","Smad7"
"Fabp3",2.24153568013189e-51,0.853246909848403,0.508,0.032,7.3997575872514e-47,"ESCs","Fabp3"
"Ttn",3.19246691623186e-51,0.672175984537136,0.457,0.007,1.05389717838646e-46,"ESCs","Ttn"
"Palm3",4.85821486181842e-51,0.750891647008683,0.554,0.051,1.6037938901835e-46,"ESCs","Palm3"
"Gm1673",1.17750579850843e-50,-1.24258197940462,0.33,0.766,3.88718214203602e-46,"ESCs","Gm1673"
"Pla2g1b",1.29734356390514e-50,0.865633655727617,0.699,0.121,4.28279057316365e-46,"ESCs","Pla2g1b"
"Ssbp3",1.57291575059676e-50,-0.88384733684492,0.374,0.792,5.19250947587002e-46,"ESCs","Ssbp3"
"Hoxd4",1.75067152423049e-50,-0.851934295756521,0.039,0.488,5.77931683578969e-46,"ESCs","Hoxd4"
"Cmtm7",1.77560413569122e-50,0.77981230304953,0.782,0.351,5.86162437274385e-46,"ESCs","Cmtm7"
"Hoxb1",2.38181262308158e-50,-0.879233434615137,0.004,0.475,7.86283983131693e-46,"ESCs","Hoxb1"
"Sptssa",2.70812844560674e-50,-0.840495113071586,0.35,0.773,8.94007362463697e-46,"ESCs","Sptssa"
"Hoxaas3",5.26024344040872e-50,-2.05069869067093,0.032,0.512,1.73651156454773e-45,"ESCs","Hoxaas3"
"Jade1",6.43244067056083e-50,0.889436400038308,0.845,0.465,2.12347731416554e-45,"ESCs","Jade1"
"Wls",1.00708241026725e-49,-0.801071443806947,0.061,0.545,3.32458045277425e-45,"ESCs","Wls"
"Ube2e3",1.43068857307917e-49,-0.910497547617166,0.531,0.86,4.72298911744897e-45,"ESCs","Ube2e3"
"Greb1",1.7365570878994e-49,-0.815546711678266,0.017,0.455,5.73272225857349e-45,"ESCs","Greb1"
"Alpl",2.13809696764909e-49,0.765181651774119,0.694,0.182,7.05828570960318e-45,"ESCs","Alpl"
"Pmm1",3.59673143876202e-49,1.05107227664927,0.902,0.535,1.18735298256412e-44,"ESCs","Pmm1"
"Ass1",3.86263619444172e-49,0.668139176895001,0.54,0.072,1.2751334605091e-44,"ESCs","Ass1"
"Bcl3",4.32777293305444e-49,0.558862986140642,0.43,0.002,1.42868440065993e-44,"ESCs","Bcl3"
"Serpinh1",4.39217370552381e-49,-0.985848008514504,0.387,0.768,1.44994438366752e-44,"ESCs","Serpinh1"
"Tigar",5.08026402979223e-49,0.787692798792991,0.652,0.134,1.67709676151501e-44,"ESCs","Tigar"
"Hoxb2",8.20120694384178e-49,-0.87290314389637,0.053,0.546,2.70738243630105e-44,"ESCs","Hoxb2"
"Dnajc21",9.99758079622046e-49,0.952843579811828,0.912,0.624,3.3004013724483e-44,"ESCs","Dnajc21"
"Hoxb4",1.29674837758885e-48,-0.9892254675411,0.045,0.555,4.2808257440963e-44,"ESCs","Hoxb4"
"Wdr5",1.3243296337927e-48,0.757716829923747,0.801,0.437,4.37187698707646e-44,"ESCs","Wdr5"
"Aars",1.84567729212202e-48,0.934238804425831,0.877,0.512,6.09294987675321e-44,"ESCs","Aars"
"Zfp42-ps1",3.05809204013343e-48,0.592245850195387,0.459,0.005,1.00953734428885e-43,"ESCs","Zfp42-ps1"
"Cadm1",4.94508139060493e-48,-1.18278675597517,0.235,0.694,1.6324702686665e-43,"ESCs","Cadm1"
"Yaf2",7.10633876739276e-48,-0.774888924393649,0.224,0.672,2.3459445538917e-43,"ESCs","Yaf2"
"Ctbp1",1.15880640935613e-47,-0.94093002888462,0.392,0.813,3.82545171856644e-43,"ESCs","Ctbp1"
"Cdh1",1.4708742122478e-47,0.776366113418137,0.69,0.162,4.85564994947245e-43,"ESCs","Cdh1"
"Eif4g3",1.50716946014784e-47,-0.68471909169108,0.168,0.61,4.97546782184005e-43,"ESCs","Eif4g3"
"Pecam1",3.68504337830612e-47,0.501017093995457,0.383,0.007,1.21650652004642e-42,"ESCs","Pecam1"
"Tbrg1",3.86609194703257e-47,0.822756544526475,0.931,0.703,1.27627427355439e-42,"ESCs","Tbrg1"
"Ostf1",4.60061595509361e-47,0.726935786181673,0.631,0.156,1.5187553390955e-42,"ESCs","Ostf1"
"2410141K09Rik",4.78964204605009e-47,0.626235855315307,0.487,0.033,1.58115663224206e-42,"ESCs","2410141K09Rik"
"Lin28a",5.50694098604885e-47,-1.00317525866384,0.194,0.665,1.81795135831445e-42,"ESCs","Lin28a"
"Cenpm",5.81587062530787e-47,0.925602685514411,0.884,0.567,1.91993521082663e-42,"ESCs","Cenpm"
"Pcolce",6.35439357126317e-47,0.689391003199957,0.579,0.065,2.0977124057454e-42,"ESCs","Pcolce"
"Adgrl2",1.02935460193832e-46,-0.71428365074861,0.067,0.533,3.39810541191879e-42,"ESCs","Adgrl2"
"Ezr",2.43459124332962e-46,0.842102963825501,0.865,0.455,8.03707261247973e-42,"ESCs","Ezr"
"Dpysl2",3.13108296844531e-46,-0.838852848868209,0.106,0.579,1.03363310954317e-41,"ESCs","Dpysl2"
"Gtsf1l",6.33614269465286e-46,0.597872483700196,0.453,0.026,2.0916874263588e-41,"ESCs","Gtsf1l"
"Hoxb5os",6.9129369146395e-46,-1.67374584393177,0.096,0.594,2.28209873426079e-41,"ESCs","Hoxb5os"
"1700097N02Rik",1.63569672181193e-45,0.571748092959396,0.445,0.015,5.39976201804556e-41,"ESCs","1700097N02Rik"
"Meis2",1.78643727876216e-45,-1.2397054176216,0.222,0.655,5.89738674464966e-41,"ESCs","Meis2"
"Pycard",1.96009941503755e-45,0.940766996483651,0.757,0.256,6.47068018892195e-41,"ESCs","Pycard"
"Gm13580",5.86102354376675e-45,0.537858490803709,0.413,0,1.93484109226828e-40,"ESCs","Gm13580"
"Hotairm1",1.2950444802741e-44,-0.912563007798774,0.084,0.551,4.27520083828085e-40,"ESCs","Hotairm1"
"Arl14epl",1.48944474017415e-44,0.550274504670382,0.448,0.002,4.91695497626292e-40,"ESCs","Arl14epl"
"Tuba3a",1.61708464518381e-44,0.761762979329421,0.455,0.014,5.33831983068078e-40,"ESCs","Tuba3a"
"AU018091",2.60032408862459e-44,0.542928942228913,0.41,0.004,8.58418988136749e-40,"ESCs","AU018091"
"Zfp503",3.36590024675365e-44,-0.822148738257799,0.065,0.524,1.11115098945831e-39,"ESCs","Zfp503"
"Gjb5",3.80402030861212e-44,0.599259672183005,0.456,0.022,1.25578318427903e-39,"ESCs","Gjb5"
"Srrm4os",4.16170929452608e-44,0.564566716071322,0.426,0.004,1.37386347230895e-39,"ESCs","Srrm4os"
"Agtrap",4.89171983520414e-44,0.76734280162299,0.707,0.235,1.61485455199759e-39,"ESCs","Agtrap"
"Rspo3",5.07529817935821e-44,-1.50433943315296,0.011,0.469,1.67545743496973e-39,"ESCs","Rspo3"
"Zfp982",1.02780085044502e-43,0.628199201275047,0.565,0.095,3.39297616748909e-39,"ESCs","Zfp982"
"Pbx1",1.33799727388744e-43,-0.841997817315807,0.139,0.628,4.41699660055721e-39,"ESCs","Pbx1"
"Nid1",2.51700647258511e-43,0.579362107011284,0.445,0.021,8.30914176729796e-39,"ESCs","Nid1"
"Dqx1",2.8659129048436e-43,1.19704203059543,0.553,0.114,9.4609516814697e-39,"ESCs","Dqx1"
"Rest",3.61064813292852e-43,0.944893901958489,0.916,0.615,1.19194716164236e-38,"ESCs","Rest"
"Top2b",5.70237021349211e-43,-0.803177161609656,0.334,0.736,1.88246645487802e-38,"ESCs","Top2b"
"Ptbp2",6.34335219690352e-43,-0.700326261873085,0.155,0.598,2.09406742724179e-38,"ESCs","Ptbp2"
"Apela",8.78748224734894e-43,0.705553159528837,0.62,0.141,2.90092363949483e-38,"ESCs","Apela"
"Chmp4c",1.07070915050619e-42,0.572036305574742,0.484,0.049,3.53462504765103e-38,"ESCs","Chmp4c"
"Gm45889",1.21061780271005e-42,-1.37340588604807,0.008,0.401,3.99649149030641e-38,"ESCs","Gm45889"
"Cdx2",1.58497988815548e-42,-1.16125543756342,0.006,0.416,5.23233560677887e-38,"ESCs","Cdx2"
"Dppa4",2.63330578069423e-42,0.630833751594991,0.589,0.077,8.69306904322779e-38,"ESCs","Dppa4"
"Laptm5",2.9597983842932e-42,0.522712185525659,0.39,0.002,9.77088642622872e-38,"ESCs","Laptm5"
"Hoxb3",5.95218310779156e-42,-0.731734706233475,0.028,0.468,1.96493468754415e-37,"ESCs","Hoxb3"
"Laptm4b",7.77533561878086e-42,-0.794504134354455,0.189,0.638,2.56679379447194e-37,"ESCs","Laptm4b"
"1810037I17Rik",8.67526992905617e-42,0.786746496307124,0.946,0.743,2.86388010898002e-37,"ESCs","1810037I17Rik"
"Zfp979",9.0255842225388e-42,0.570177661539536,0.525,0.103,2.97952586354451e-37,"ESCs","Zfp979"
"Nmt1",9.62208855233975e-42,0.679672739479062,0.918,0.711,3.1764438728984e-37,"ESCs","Nmt1"
"Gab1",1.35078510282076e-41,0.742953802933747,0.658,0.179,4.45921178143189e-37,"ESCs","Gab1"
"Hoxb3os",1.40315507522557e-41,-0.608453517447068,0.013,0.403,4.63209553433466e-37,"ESCs","Hoxb3os"
"Foxb1",1.63851525414693e-41,-0.789571835067237,0.013,0.427,5.40906655698985e-37,"ESCs","Foxb1"
"Cfl2",3.4214795604397e-41,-0.826263187699814,0.506,0.827,1.12949883249235e-36,"ESCs","Cfl2"
"Slc24a5",4.39369567212592e-41,-0.74271641151768,0.179,0.634,1.45044681528221e-36,"ESCs","Slc24a5"
"Tfrc",5.61919445529468e-41,0.893777440720908,0.821,0.482,1.85500847358188e-36,"ESCs","Tfrc"
"Sema6a",6.5525394685376e-41,-0.65749560666636,0.043,0.457,2.16312432935363e-36,"ESCs","Sema6a"
"Macroh2a2",1.43925150014633e-40,-0.870665179316192,0.537,0.789,4.75125705228307e-36,"ESCs","Macroh2a2"
"Greb1l",1.65670840839979e-40,-0.614225813960157,0.02,0.395,5.4691257978094e-36,"ESCs","Greb1l"
"Hormad1",2.68945132527454e-40,0.639483085545645,0.45,0.017,8.87841671499631e-36,"ESCs","Hormad1"
"Ssbp4",3.09696592397604e-40,0.680763990107854,0.652,0.207,1.02237039082297e-35,"ESCs","Ssbp4"
"Platr3",3.13215285501324e-40,0.595894118249622,0.458,0.042,1.03398630049697e-35,"ESCs","Platr3"
"Ak4",4.30036827649553e-40,0.700132912796036,0.609,0.149,1.4196375754367e-35,"ESCs","Ak4"
