"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gnl3",9.13049700843043e-34,-0.727264002040772,0.461,0.825,3.01415967242305e-29,"Neuron Precursor","Gnl3"
"Gm16551",1.05201458312621e-33,0.740907217839019,0.325,0.001,3.47291054181625e-29,"Neuron Precursor","Gm16551"
"Tubb6",1.75396535455848e-33,-0.502829678620115,0.161,0.522,5.79019042846846e-29,"Neuron Precursor","Tubb6"
"Dusp4",2.25441924719642e-33,1.0499839150439,0.619,0.333,7.44228881884483e-29,"Neuron Precursor","Dusp4"
"Bhlhe22",2.40379825642759e-33,0.660831211816437,0.318,0.013,7.93541880411876e-29,"Neuron Precursor","Bhlhe22"
"Phc2.1",2.57673129506249e-33,0.749861325681673,0.725,0.454,8.50630535126029e-29,"Neuron Precursor","Phc2"
"Pcdh17",2.67421304026639e-33,0.698238444745803,0.352,0.032,8.82811208852741e-29,"Neuron Precursor","Pcdh17"
"Tagln2.2",3.67202326804688e-33,-0.704898421390659,0.117,0.509,1.21220832124763e-28,"Neuron Precursor","Tagln2"
"Neurog2",3.88904542959533e-33,1.20009255309847,0.305,0.009,1.28385167721801e-28,"Neuron Precursor","Neurog2"
"Ndnf.1",4.08187162301998e-33,0.797611519357106,0.48,0.067,1.34750746019136e-28,"Neuron Precursor","Ndnf"
"Rpl10a-ps1",4.66014342987361e-33,-0.61527435267789,0.54,0.843,1.53840654906988e-28,"Neuron Precursor","Rpl10a-ps1"
"Lhx1.1",5.29430768569353e-33,1.4398248377537,0.502,0.111,1.74775685320115e-28,"Neuron Precursor","Lhx1"
"Brsk2",7.31646024554027e-33,0.628983131804988,0.383,0.03,2.41530985625775e-28,"Neuron Precursor","Brsk2"
"Robo3",9.15864776909638e-33,1.27207625560618,0.303,0.004,3.0234528015341e-28,"Neuron Precursor","Robo3"
"St8sia2",9.8034420144622e-33,0.814061122212563,0.442,0.059,3.23631227781426e-28,"Neuron Precursor","St8sia2"
"Stmn3",1.07114914667836e-32,1.08347518202616,0.474,0.113,3.53607756301461e-28,"Neuron Precursor","Stmn3"
"Scg3",1.14133550131485e-32,0.56775032009854,0.305,0.012,3.76777675694057e-28,"Neuron Precursor","Scg3"
"Npm3.3",1.53172242025905e-32,-0.681732917804424,0.266,0.662,5.05652205375917e-28,"Neuron Precursor","Npm3"
"Baz2b",4.11534876835844e-32,0.806487565081055,0.672,0.39,1.35855893541049e-27,"Neuron Precursor","Baz2b"
"Ptbp2.2",6.59641141399298e-32,0.712635077158229,0.796,0.581,2.17760733598736e-27,"Neuron Precursor","Ptbp2"
"Vangl2.1",8.858246387825e-32,0.709630235733388,0.699,0.448,2.92428429754879e-27,"Neuron Precursor","Vangl2"
"Il17rd.2",9.30260518914768e-32,-0.532627009262374,0.099,0.443,3.07097602504143e-27,"Neuron Precursor","Il17rd"
"Rest.3",9.91233649901919e-32,-0.609277175264052,0.261,0.631,3.27226052505621e-27,"Neuron Precursor","Rest"
"Rbpms.3",1.04164656342e-31,-0.546344828674544,0.156,0.509,3.4386836351621e-27,"Neuron Precursor","Rbpms"
"Etv4.2",1.0710474731882e-31,-0.566434701946791,0.02,0.385,3.5357419184889e-27,"Neuron Precursor","Etv4"
"Hes7.10",1.17083804334025e-31,-0.930012572578368,0.004,0.343,3.86517054867484e-27,"Neuron Precursor","Hes7"
"Impdh2",1.66518974776386e-31,-0.734862964267061,0.559,0.868,5.49712439531804e-27,"Neuron Precursor","Impdh2"
"Rcor2",1.84865366399012e-31,0.762003982847622,0.778,0.568,6.10277547556418e-27,"Neuron Precursor","Rcor2"
"Zic2.5",2.04613939732532e-31,-0.679452694605145,0.151,0.521,6.75471537845036e-27,"Neuron Precursor","Zic2"
"Crybg3",4.62320616273215e-31,0.70386225301131,0.417,0.107,1.52621281844114e-26,"Neuron Precursor","Crybg3"
"9130401M01Rik",7.98289160882775e-31,-0.552364267897278,0.245,0.637,2.63531217790622e-26,"Neuron Precursor","9130401M01Rik"
"Rps4l",1.13201493990843e-30,-1.02536988281634,0.644,0.868,3.73700771962572e-26,"Neuron Precursor","Rps4l"
"Atic.1",1.32608075724962e-30,-0.683984378018918,0.183,0.622,4.37765779583243e-26,"Neuron Precursor","Atic"
"Gm6560.1",1.51343933008488e-30,-0.739222332118659,0.331,0.74,4.99616591647622e-26,"Neuron Precursor","Gm6560"
"Gse1",1.82043907605886e-30,0.779003811015413,0.611,0.265,6.00963347788549e-26,"Neuron Precursor","Gse1"
"Mib1",1.89106504488239e-30,0.792896022930105,0.699,0.428,6.24278392616576e-26,"Neuron Precursor","Mib1"
"Tppp3",2.27718033754658e-30,0.628094418629376,0.453,0.115,7.51742773030876e-26,"Neuron Precursor","Tppp3"
"Hoxb9.11",2.30184184935304e-30,0.850172848722535,0.82,0.527,7.59884031308426e-26,"Neuron Precursor","Hoxb9"
"Tle5.2",3.20004137957949e-30,0.780532686523034,0.69,0.361,1.05639766022678e-25,"Neuron Precursor","Tle5"
"Mir99ahg.1",4.26289912386524e-30,0.869789348842894,0.422,0.058,1.40726825877039e-25,"Neuron Precursor","Mir99ahg"
"Prkar2a.3",4.50338283836223e-30,0.914243616815029,0.786,0.551,1.48665674260014e-25,"Neuron Precursor","Prkar2a"
"Fbln1.3",6.43567802807062e-30,-0.744781359434786,0.228,0.618,2.12454603062667e-25,"Neuron Precursor","Fbln1"
"Myt1",1.26438170603409e-29,0.553537645358631,0.268,0.001,4.17397688795975e-25,"Neuron Precursor","Myt1"
"Sox2.8",1.5115936172143e-29,0.934032616069586,0.754,0.445,4.99007284914786e-25,"Neuron Precursor","Sox2"
"Meis3",1.99952119072606e-29,0.727617097972538,0.594,0.259,6.60081935482488e-25,"Neuron Precursor","Meis3"
"Pax2",2.57599594538806e-29,0.924676913039281,0.327,0.017,8.50387781491505e-25,"Neuron Precursor","Pax2"
"Nkain1",3.04453046139404e-29,0.747469010320157,0.65,0.397,1.0050603959154e-24,"Neuron Precursor","Nkain1"
"Arid3b.3",3.21215674696547e-29,-0.673110031966846,0.222,0.612,1.06039718530824e-24,"Neuron Precursor","Arid3b"
"Fmn2",3.5196461335893e-29,0.640977605276384,0.413,0.061,1.1619055816205e-24,"Neuron Precursor","Fmn2"
"Robo1",4.24336211902092e-29,0.731902416770227,0.463,0.126,1.40081870273119e-24,"Neuron Precursor","Robo1"
"Gcsh",4.26011464562308e-29,-0.620335175414985,0.6,0.879,1.40634904681309e-24,"Neuron Precursor","Gcsh"
"Kdelr2",7.84465945012728e-29,-0.657678097743449,0.407,0.79,2.58967897767602e-24,"Neuron Precursor","Kdelr2"
"Nkain4",8.02416232637764e-29,0.669515395062429,0.282,0.012,2.64893646718379e-24,"Neuron Precursor","Nkain4"
"Rgs16",8.87498800890241e-29,0.625431610751184,0.319,0.013,2.92981104149886e-24,"Neuron Precursor","Rgs16"
"Fgd4",9.74982966615517e-29,0.571735227309336,0.402,0.088,3.21861376939114e-24,"Neuron Precursor","Fgd4"
"Cenpw",9.93173190365406e-29,-0.692770974315923,0.571,0.88,3.27866333603428e-24,"Neuron Precursor","Cenpw"
"Meox1.7",1.47424781887483e-28,-1.26973037300891,0.04,0.317,4.86678689966959e-24,"Neuron Precursor","Meox1"
"Hoxb3.6",1.4874474686733e-28,0.784192692792337,0.717,0.451,4.91036158358428e-24,"Neuron Precursor","Hoxb3"
"Nrep.7",1.62591285713293e-28,0.895228085350488,0.724,0.427,5.36746352396722e-24,"Neuron Precursor","Nrep"
"Scrt1",3.981832118943e-28,0.66071205089017,0.253,0.005,1.31448241910546e-23,"Neuron Precursor","Scrt1"
"Cdx1.5",4.30784663155069e-28,-0.627008730587167,0.003,0.321,1.42210633000751e-23,"Neuron Precursor","Cdx1"
"Epcam.5",4.70410582240675e-28,-0.976462548402088,0.019,0.304,1.55291941409292e-23,"Neuron Precursor","Epcam"
"Zeb2.2",4.92454298584528e-28,0.768694836767509,0.661,0.348,1.62569013048724e-23,"Neuron Precursor","Zeb2"
"Nop58",5.13944955557355e-28,-0.704185221158445,0.72,0.936,1.69663508728594e-23,"Neuron Precursor","Nop58"
"Kalrn",5.55581352697091e-28,0.597834076295712,0.362,0.083,1.83408516152364e-23,"Neuron Precursor","Kalrn"
"Tsen15.1",5.79723164826129e-28,-0.606305227148421,0.191,0.599,1.91378211172402e-23,"Neuron Precursor","Tsen15"
"Ddr1",7.69033310353253e-28,0.702411781089998,0.526,0.169,2.53873276413816e-23,"Neuron Precursor","Ddr1"
"Sp5.8",8.60378354649137e-28,-0.718937517627309,0.018,0.345,2.84028102436773e-23,"Neuron Precursor","Sp5"
"Gm32061",1.32250177196315e-27,0.556126008436363,0.293,0.009,4.36584284960475e-23,"Neuron Precursor","Gm32061"
"Nova1",1.52025872372135e-27,0.617062362301497,0.425,0.087,5.01867809874893e-23,"Neuron Precursor","Nova1"
"Hoxaas3.9",1.91742662695659e-27,-1.81959365492378,0.151,0.506,6.32980878090908e-23,"Neuron Precursor","Hoxaas3"
"Gpm6b",2.19911700076585e-27,0.50849581334385,0.278,0.022,7.25972504292823e-23,"Neuron Precursor","Gpm6b"
"Dut",2.37229669414625e-27,-0.656959900245234,0.741,0.973,7.83142584671559e-23,"Neuron Precursor","Dut"
"Gpc3.4",2.69019243922708e-27,-0.839626863113232,0.432,0.756,8.88086328037643e-23,"Neuron Precursor","Gpc3"
"Zbtb18",2.9451829727759e-27,0.630763155382584,0.466,0.158,9.72263802972781e-23,"Neuron Precursor","Zbtb18"
"Dll3.5",3.61944168570124e-27,0.965550489767989,0.598,0.318,1.19485008928369e-22,"Neuron Precursor","Dll3"
"Ptn.5",3.66489533069666e-27,-0.92657388783824,0.385,0.748,1.20985524656958e-22,"Neuron Precursor","Ptn"
"Rfc5.1",3.77966086033525e-27,-0.520315235461288,0.374,0.708,1.24774164321387e-22,"Neuron Precursor","Rfc5"
"F2r",7.21689876251267e-27,0.747887953806542,0.65,0.361,2.38244261948068e-22,"Neuron Precursor","F2r"
"Ednrb.1",8.49658096878534e-27,0.650043124623356,0.391,0.056,2.80489130941542e-22,"Neuron Precursor","Ednrb"
"Peg12.1",8.61197486572249e-27,0.596428851537828,0.548,0.266,2.84298514267231e-22,"Neuron Precursor","Peg12"
"Polr2e",9.25768100469613e-27,-0.533446841268629,0.695,0.908,3.05614565327029e-22,"Neuron Precursor","Polr2e"
"Hmga2.4",1.06960769621048e-26,-1.0144205616857,0.546,0.793,3.53098892673003e-22,"Neuron Precursor","Hmga2"
"Gdpd1",1.27035815599036e-26,0.618136978255595,0.456,0.163,4.19370634455538e-22,"Neuron Precursor","Gdpd1"
"Bex4.3",1.63523714805829e-26,-0.816407948632172,0.515,0.782,5.39824487317003e-22,"Neuron Precursor","Bex4"
"Col4a1.3",1.80348832805477e-26,-0.56591261021263,0.071,0.399,5.9536756685744e-22,"Neuron Precursor","Col4a1"
"Ascl1",1.88506783731567e-26,0.922897730658913,0.286,0.015,6.22298594454651e-22,"Neuron Precursor","Ascl1"
"Hoxd3",2.2657564127126e-26,0.650804460956298,0.537,0.234,7.47971506964684e-22,"Neuron Precursor","Hoxd3"
"Galnt18",3.11283984174531e-26,0.53255136062882,0.293,0.023,1.02761068855696e-21,"Neuron Precursor","Galnt18"
"Gng2",3.21686064797723e-26,0.713855215287595,0.625,0.417,1.06195003711024e-21,"Neuron Precursor","Gng2"
"Gart.1",3.24771000844352e-26,-0.609415702203525,0.342,0.691,1.07213402798737e-21,"Neuron Precursor","Gart"
"Csrnp3",3.33942475856592e-26,0.637059267271847,0.408,0.07,1.10241090129778e-21,"Neuron Precursor","Csrnp3"
"Asns.2",5.22601928781037e-26,-0.649252754388478,0.321,0.657,1.72521348729196e-21,"Neuron Precursor","Asns"
"Rgmb",5.5270470336663e-26,1.06793263854584,0.533,0.254,1.82458876675392e-21,"Neuron Precursor","Rgmb"
"Tpm1",6.13013423900597e-26,-0.993980515549429,0.502,0.808,2.02367991498065e-21,"Neuron Precursor","Tpm1"
"Naa10",6.61774117452465e-26,-0.539941890264518,0.453,0.778,2.18464871653408e-21,"Neuron Precursor","Naa10"
"Mybl1",6.82129290316612e-26,0.716121641437482,0.348,0.073,2.2518452131932e-21,"Neuron Precursor","Mybl1"
"Numbl",9.02827258570039e-26,0.567624425315496,0.381,0.111,2.98041334599141e-21,"Neuron Precursor","Numbl"
"Zfhx3.1",1.25645040170272e-25,0.997777539310801,0.733,0.457,4.14779406610102e-21,"Neuron Precursor","Zfhx3"
"Nolc1",1.32138927580185e-25,-0.601411519080665,0.633,0.885,4.36217027727706e-21,"Neuron Precursor","Nolc1"
"Nkx1-2.6",1.97057656529732e-25,-0.556316693308179,0.011,0.294,6.50526735735953e-21,"Neuron Precursor","Nkx1-2"
"Zfp36l2.1",2.13930975287263e-25,-0.52496758613925,0.133,0.462,7.06228935618312e-21,"Neuron Precursor","Zfp36l2"
"Mcm6",2.1498007417459e-25,-0.620110435561309,0.425,0.794,7.09692220865155e-21,"Neuron Precursor","Mcm6"
"Trim9",2.17605532641678e-25,0.650881830152085,0.341,0.047,7.18359384356709e-21,"Neuron Precursor","Trim9"
"Gm27032",2.4647633437557e-25,0.51061796868164,0.33,0.044,8.13667675040631e-21,"Neuron Precursor","Gm27032"
"Nrtn.3",2.54386500854989e-25,-0.691684228037459,0.06,0.323,8.39780716622491e-21,"Neuron Precursor","Nrtn"
"St18",2.86724692301759e-25,0.594779482251187,0.239,0.001,9.46535554226566e-21,"Neuron Precursor","St18"
"Igfbp2.4",3.09370003865393e-25,1.18145950646123,0.711,0.424,1.02129225676044e-20,"Neuron Precursor","Igfbp2"
"Cdc25b",3.5331677318349e-25,0.74549269282667,0.396,0.072,1.16636933163334e-20,"Neuron Precursor","Cdc25b"
"Rfx4.1",3.64648869794368e-25,0.640836558489707,0.398,0.066,1.20377884896517e-20,"Neuron Precursor","Rfx4"
"Gpatch4",4.95023801115177e-25,-0.565336717164315,0.268,0.641,1.63417257224142e-20,"Neuron Precursor","Gpatch4"
"Foxc1.8",7.94533064619151e-25,-0.643485787486447,0.051,0.347,2.62291255292074e-20,"Neuron Precursor","Foxc1"
"Sae1",1.08782706634041e-24,-0.507732974997485,0.698,0.913,3.59113471140297e-20,"Neuron Precursor","Sae1"
"Kdm7a",1.1481236363766e-24,0.681543253044641,0.61,0.347,3.79018574840642e-20,"Neuron Precursor","Kdm7a"
"Lhx1os",1.40696417380555e-24,0.553603995221345,0.284,0.027,4.64467013056689e-20,"Neuron Precursor","Lhx1os"
"Ptk7.3",1.67922245562437e-24,-0.513300838412663,0.175,0.514,5.54344917050717e-20,"Neuron Precursor","Ptk7"
"H2bu2",1.89341845492486e-24,0.749789332753762,0.442,0.123,6.25055300339794e-20,"Neuron Precursor","H2bu2"
"Dach1.1",2.1898684048906e-24,0.745091200822107,0.538,0.209,7.22919357822485e-20,"Neuron Precursor","Dach1"
"Cited1.7",2.36806204377192e-24,-0.920904807009916,0.064,0.371,7.81744641889985e-20,"Neuron Precursor","Cited1"
"Zeb1",2.5479496852515e-24,0.576417724121716,0.49,0.242,8.41129150095224e-20,"Neuron Precursor","Zeb1"
"Hipk2.5",2.90004296751132e-24,0.781415559135069,0.777,0.558,9.57362184434837e-20,"Neuron Precursor","Hipk2"
"Exosc5.3",7.35164090264297e-24,-0.572130757465858,0.325,0.693,2.4269236947805e-19,"Neuron Precursor","Exosc5"
"Rpsa-ps10.1",7.43493883358939e-24,-0.503008586594746,0.233,0.614,2.45442200774453e-19,"Neuron Precursor","Rpsa-ps10"
"Zc3h12c",7.52020725331668e-24,0.561151558696266,0.376,0.092,2.4825708184649e-19,"Neuron Precursor","Zc3h12c"
"Cad",7.66140866675724e-24,-0.525529669874564,0.27,0.631,2.5291842290699e-19,"Neuron Precursor","Cad"
"Trp53inp2",1.0685791874908e-23,0.532068488978389,0.34,0.053,3.52759361374464e-19,"Neuron Precursor","Trp53inp2"
"C130071C03Rik.1",1.08323841607314e-23,0.540258284467366,0.326,0.035,3.57598665914064e-19,"Neuron Precursor","C130071C03Rik"
"Prrx2.5",1.47476546830752e-23,-0.625493082975386,0.043,0.275,4.86849576397677e-19,"Neuron Precursor","Prrx2"
"Tyms",1.80367151912567e-23,-0.519144345472164,0.445,0.775,5.95428041893768e-19,"Neuron Precursor","Tyms"
"Lhpp.5",1.82107053403639e-23,-0.567927067220695,0.119,0.433,6.01171804696092e-19,"Neuron Precursor","Lhpp"
"Meis2.8",1.96926504929868e-23,0.737475159473197,0.887,0.639,6.50093778074479e-19,"Neuron Precursor","Meis2"
"Rb1",2.07045371684591e-23,0.55983701875199,0.43,0.128,6.83498181005173e-19,"Neuron Precursor","Rb1"
"Rundc3a",2.5677704717298e-23,0.534602638838351,0.288,0.035,8.4767238812744e-19,"Neuron Precursor","Rundc3a"
"Tcof1",2.86355816259838e-23,-0.586195819579976,0.392,0.744,9.45317820636977e-19,"Neuron Precursor","Tcof1"
"Foxc2.7",3.2081661304795e-23,-0.567099766815388,0.023,0.256,1.05907980299389e-18,"Neuron Precursor","Foxc2"
"Aldh2.6",3.5395984108589e-23,-0.637648595865158,0.34,0.67,1.16849222739274e-18,"Neuron Precursor","Aldh2"
"Tanc2",5.24358662666398e-23,0.575593064432981,0.35,0.109,1.73101281719431e-18,"Neuron Precursor","Tanc2"
"Eif1a",7.33294810909418e-23,-0.551455844910849,0.433,0.754,2.42075282977417e-18,"Neuron Precursor","Eif1a"
"Zfp41.1",8.54049699413601e-23,0.600365203858803,0.549,0.251,2.81938886770418e-18,"Neuron Precursor","Zfp41"
"Phlda3",1.09602485618924e-22,-0.654961515677136,0.161,0.528,3.61819725525192e-18,"Neuron Precursor","Phlda3"
"Zswim6.1",1.95216605676557e-22,0.66546885511196,0.551,0.259,6.44449058659449e-18,"Neuron Precursor","Zswim6"
"Fst.7",3.98466731667161e-22,-1.20021884165719,0.035,0.295,1.31541837457963e-17,"Neuron Precursor","Fst"
"Dll1.6",4.0576935233946e-22,1.21897380199664,0.589,0.314,1.33952578594302e-17,"Neuron Precursor","Dll1"
"Pou5f1.9",4.35449020324177e-22,-1.5418427684275,0.046,0.284,1.43750430589417e-17,"Neuron Precursor","Pou5f1"
"Kif1b.1",5.4121215848961e-22,0.725501082810799,0.675,0.466,1.7866495776059e-17,"Neuron Precursor","Kif1b"
"Nfasc",6.02745424311947e-22,0.54356830607615,0.286,0.041,1.9897831947386e-17,"Neuron Precursor","Nfasc"
"C530008M17Rik",6.54997892043144e-22,0.612498401613382,0.513,0.217,2.16227904121283e-17,"Neuron Precursor","C530008M17Rik"
"Gdi1",7.31702925926472e-22,0.647520385997845,0.517,0.238,2.41549769906847e-17,"Neuron Precursor","Gdi1"
"Crmp1",8.68818908459744e-22,1.22897817982122,0.422,0.155,2.86814498060731e-17,"Neuron Precursor","Crmp1"
"Eprs",1.25506726275099e-21,-0.591521422174245,0.69,0.913,4.14322804779356e-17,"Neuron Precursor","Eprs"
"Rbpms2.4",1.49104773757098e-21,-0.526382510965428,0.143,0.398,4.92224679126932e-17,"Neuron Precursor","Rbpms2"
"Snhg4.1",2.12260331000251e-21,-0.706251684250223,0.221,0.618,7.0071380469803e-17,"Neuron Precursor","Snhg4"
"Cntfr.1",2.1990453168222e-21,0.518268631033372,0.446,0.16,7.25948839989344e-17,"Neuron Precursor","Cntfr"
"Sp8.1",2.38402899510844e-21,0.605274541597768,0.542,0.304,7.87015651865198e-17,"Neuron Precursor","Sp8"
"Ccnd3.2",3.29650266653378e-21,-0.545579029304438,0.311,0.661,1.08824146027613e-16,"Neuron Precursor","Ccnd3"
"Hes1.2",3.3000856546054e-21,-0.614163294502948,0.212,0.546,1.08942427629833e-16,"Neuron Precursor","Hes1"
"Nsg1",4.05288935183629e-21,0.67337740953444,0.505,0.245,1.3379398328282e-16,"Neuron Precursor","Nsg1"
"Lig1",4.38176773057613e-21,-0.548576949599923,0.526,0.855,1.44650916321779e-16,"Neuron Precursor","Lig1"
"Tcaf1",6.56563337909296e-21,0.628584894057491,0.482,0.201,2.16744689110617e-16,"Neuron Precursor","Tcaf1"
"Fndc5.2",7.23732405404901e-21,0.527982747420457,0.366,0.14,2.38918541672266e-16,"Neuron Precursor","Fndc5"
"Emb.5",8.44006214182831e-21,-0.757752943203876,0.226,0.51,2.78623331426036e-16,"Neuron Precursor","Emb"
"Ppan.1",9.1897735175798e-21,-0.583553693719749,0.275,0.647,3.03372803362344e-16,"Neuron Precursor","Ppan"
"Ftsj3.1",9.43494853801024e-21,-0.545095564880537,0.355,0.694,3.11466521136794e-16,"Neuron Precursor","Ftsj3"
"Myo10.3",9.99887220768395e-21,0.736151517017319,0.58,0.325,3.30082769320063e-16,"Neuron Precursor","Myo10"
"Chchd4",1.04966317229173e-20,-0.514177807195787,0.312,0.647,3.46514806436946e-16,"Neuron Precursor","Chchd4"
"Sod1",1.1579004739236e-20,-0.508330289920967,0.49,0.782,3.82246104451658e-16,"Neuron Precursor","Sod1"
"Tulp4",1.17252473499733e-20,0.505021498405183,0.429,0.161,3.87073865517319e-16,"Neuron Precursor","Tulp4"
"Coro1c",1.44806952761643e-20,0.661186895302942,0.654,0.45,4.78036712456737e-16,"Neuron Precursor","Coro1c"
"Spc24",1.57392364702103e-20,-0.50118144381788,0.489,0.829,5.19583674354583e-16,"Neuron Precursor","Spc24"
"Ddx39",1.6018948466297e-20,-0.554685813185149,0.661,0.875,5.28817526769397e-16,"Neuron Precursor","Ddx39"
"H3f3a-ps2.1",1.97709135446786e-20,0.68870099295726,0.633,0.353,6.52677397936929e-16,"Neuron Precursor","H3f3a-ps2"
"Tshz1.6",2.78341216688167e-20,0.807296027960318,0.651,0.391,9.18860024530978e-16,"Neuron Precursor","Tshz1"
"Mycl.1",4.8299860805124e-20,0.675976628518728,0.575,0.279,1.59447500489875e-15,"Neuron Precursor","Mycl"
"Lsm2",6.29049217235407e-20,-0.606571938695621,0.662,0.918,2.07661727593753e-15,"Neuron Precursor","Lsm2"
"Wdr18.1",8.64537365246842e-20,-0.529932264758841,0.382,0.709,2.85401075015287e-15,"Neuron Precursor","Wdr18"
"Cep170",8.82089749935147e-20,0.566374338561558,0.548,0.307,2.91195468248591e-15,"Neuron Precursor","Cep170"
"Gpc2",9.16840279674445e-20,0.580354167788036,0.46,0.172,3.02667313126128e-15,"Neuron Precursor","Gpc2"
"Gabarapl2.1",9.2209957480632e-20,0.528549140614597,0.558,0.31,3.04403511635062e-15,"Neuron Precursor","Gabarapl2"
"Nefm",9.79981684115362e-20,1.75617415112377,0.315,0.077,3.23511553560163e-15,"Neuron Precursor","Nefm"
"Epha3.1",1.06845315770236e-19,0.526041747506578,0.275,0.026,3.52717756420702e-15,"Neuron Precursor","Epha3"
"Podxl2",1.17875891550607e-19,0.567077988664668,0.399,0.144,3.89131893186865e-15,"Neuron Precursor","Podxl2"
"Igsf8",1.39144975581588e-19,0.600284564957294,0.471,0.242,4.59345393389938e-15,"Neuron Precursor","Igsf8"
"Rexo2.1",1.66331830789129e-19,-0.558691763297547,0.417,0.734,5.49094639801074e-15,"Neuron Precursor","Rexo2"
"Gar1",2.15631772875303e-19,-0.559422908277359,0.502,0.812,7.1184360861595e-15,"Neuron Precursor","Gar1"
"Susd6",2.28606149032443e-19,0.534012061959737,0.382,0.132,7.546746191859e-15,"Neuron Precursor","Susd6"
"Cdv3",2.41566235650914e-19,-0.549899399438589,0.718,0.929,7.97458457130797e-15,"Neuron Precursor","Cdv3"
"Pax7.1",2.70611112065176e-19,0.518368997141387,0.305,0.057,8.9334140314956e-15,"Neuron Precursor","Pax7"
"2810004N23Rik",3.20099404244304e-19,-0.504334749410368,0.603,0.872,1.0567121532913e-14,"Neuron Precursor","2810004N23Rik"
"Foxb1.5",3.28686427383621e-19,-0.607352573624576,0.13,0.422,1.08505963407881e-14,"Neuron Precursor","Foxb1"
"Pik3r3",4.63722838493059e-19,0.510412502774719,0.396,0.142,1.53084183443329e-14,"Neuron Precursor","Pik3r3"
"Btg1",6.56659489821712e-19,0.614979627080783,0.616,0.369,2.16776430779944e-14,"Neuron Precursor","Btg1"
"Serpinh1.3",7.31837874226118e-19,-0.534028927746262,0.502,0.762,2.41594319039526e-14,"Neuron Precursor","Serpinh1"
"Pmp22",8.3330723655769e-19,0.722775931050143,0.359,0.118,2.75091384932425e-14,"Neuron Precursor","Pmp22"
"C130089K02Rik.2",8.61701262056929e-19,0.559187309101984,0.584,0.347,2.84464820630233e-14,"Neuron Precursor","C130089K02Rik"
"Dtx4.1",9.57789127108879e-19,0.624238331927966,0.446,0.155,3.16185346641183e-14,"Neuron Precursor","Dtx4"
"Syne2.1",1.02050125463567e-18,0.631433116816069,0.585,0.324,3.36887874180329e-14,"Neuron Precursor","Syne2"
"Celf2.1",1.03279855783501e-18,0.508787886989272,0.411,0.162,3.40947459912493e-14,"Neuron Precursor","Celf2"
"Ptbp1",1.07919939306075e-18,-0.523370050970913,0.579,0.865,3.56265303637215e-14,"Neuron Precursor","Ptbp1"
"Mybbp1a",1.31125701189595e-18,-0.536112084812106,0.54,0.814,4.3287216476709e-14,"Neuron Precursor","Mybbp1a"
"S100a11.1",1.34374489106352e-18,-0.560534897767547,0.194,0.519,4.43597063437888e-14,"Neuron Precursor","S100a11"
"Sox3.2",1.78720566664437e-18,0.647459261414397,0.506,0.224,5.89992334672639e-14,"Neuron Precursor","Sox3"
"Nhs",2.02950602946033e-18,0.525486003710502,0.343,0.1,6.69980530445446e-14,"Neuron Precursor","Nhs"
"Hoxb6",2.54172182703384e-18,0.572657350957259,0.435,0.187,8.39073209540412e-14,"Neuron Precursor","Hoxb6"
"Gmnn",2.97786775712378e-18,-0.502951919216187,0.535,0.871,9.83053703981701e-14,"Neuron Precursor","Gmnn"
"Gclm.3",3.28157446895463e-18,-0.636508844984215,0.208,0.461,1.0833133636913e-13,"Neuron Precursor","Gclm"
"Snx5",3.57456853448271e-18,-0.5541717868644,0.551,0.835,1.18003656460343e-13,"Neuron Precursor","Snx5"
"Sox9.1",5.17499728885701e-18,0.675222995926989,0.443,0.174,1.70837010499748e-13,"Neuron Precursor","Sox9"
"Chd3.3",7.09348697667044e-18,0.666226153682164,0.624,0.36,2.34170192073845e-13,"Neuron Precursor","Chd3"
"Tomm40",9.279586885597e-18,-0.591983236871753,0.633,0.858,3.06337722267328e-13,"Neuron Precursor","Tomm40"
"Maml3.1",1.07032705345554e-17,0.533482607528927,0.569,0.329,3.53336366886743e-13,"Neuron Precursor","Maml3"
"Prtg.3",1.20619979498137e-17,-0.625210727823795,0.589,0.823,3.98190676319252e-13,"Neuron Precursor","Prtg"
"Mex3d",1.40056431433382e-17,0.500576864521312,0.472,0.252,4.6235429144788e-13,"Neuron Precursor","Mex3d"
"Zfhx4.1",1.75759705016714e-17,0.560976216327737,0.508,0.278,5.80217938201178e-13,"Neuron Precursor","Zfhx4"
"Chmp1b",1.98224623433873e-17,0.506919543165548,0.479,0.22,6.54379126879903e-13,"Neuron Precursor","Chmp1b"
"Psat1",2.35206190759256e-17,-0.638132393620059,0.55,0.814,7.76462676934455e-13,"Neuron Precursor","Psat1"
"Pitrm1.4",3.43161960208437e-17,-0.51975138724523,0.296,0.591,1.13284626304009e-12,"Neuron Precursor","Pitrm1"
"Gtf3a",4.17107587897001e-17,-0.562366094790472,0.448,0.746,1.37695556916558e-12,"Neuron Precursor","Gtf3a"
"Meis1.1",7.11657231928823e-17,0.551947831573762,0.524,0.232,2.34932285404343e-12,"Neuron Precursor","Meis1"
"Mcm3",7.38432312913369e-17,-0.521601568877056,0.498,0.819,2.43771275138961e-12,"Neuron Precursor","Mcm3"
"Klc1",1.15981637799126e-16,0.636098103060031,0.549,0.31,3.82878582702474e-12,"Neuron Precursor","Klc1"
