 ,Label,Area,Date,Version,Thresholding_method,BaseImage,ROI,Mean_channel1,Std_channel1,Median_channel1,Mode_channel1,Mean_channel2,Std_channel2,Median_channel2,Mode_channel2,Mean_channel4,Std_channel4,Median_channel4,Mode_channel4
13,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_13_12,26.251,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_13_12,1.163,0.472,1,1,0.327,0.747,0,0,1.959,0.763,2,2
14,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_14_12,27.858,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_14_12,1.288,0.536,1,1,0.385,0.796,0,0,2.519,0.700,2,2
15,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_15_12,48.216,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_15_12,1.311,0.466,1,1,0.756,0.975,0,0,3.200,1.083,3,3
16,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_16_12,31.073,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_16_12,1.362,0.485,1,1,0.241,0.657,0,0,2.948,0.826,3,3
17,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_17_12,38.037,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_17_12,1.465,0.629,1,1,1.014,1.007,2,2,3.282,1.044,3,3
18,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_18_12,83.039,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_18_12,1.297,0.616,1,1,1.071,1.094,2,2,2.806,0.861,3,3
19,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_19_12,35.894,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_19_12,1.388,0.521,1,1,0.507,0.877,0,0,3.269,0.963,3,3
20,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_20_12,28.930,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_20_12,1.278,0.564,1,1,0.407,0.813,0,0,2.852,0.763,3,3
21,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_21_12,33.751,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_21_12,1.254,0.595,1,1,0.635,0.938,0,0,2.476,0.913,2,2
22,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_22_12,99.647,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_22_12,1.280,0.496,1,1,0.925,1.078,0,0,3.022,0.832,3,3
23,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_23_12,61.610,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_23_12,1.287,0.589,1,1,0.313,0.730,0,0,2.913,1.039,3,2
24,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_24_12,39.109,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_24_12,1.301,0.519,1,1,0.384,0.793,0,0,2.740,0.667,3,3
25,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_25_12,41.788,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_25_12,1.385,0.515,1,1,0.385,0.793,0,0,2.821,0.922,3,3
26,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_26_12,87.861,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_26_12,1.238,0.506,1,1,0.451,0.839,0,0,2.707,0.759,3,3
27,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_27_12,26.251,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_27_12,1.367,0.528,1,1,0.163,0.553,0,0,2.449,0.709,3,3
28,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_28_12,70.182,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_28_12,1.511,0.573,1,1,0.992,1.113,0,0,2.817,0.618,3,3
29,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_29_12,41.252,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_29_12,1.273,0.553,1,1,0.623,0.932,0,0,2.247,0.652,2,2
30,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_30_12,76.075,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_30_12,1.239,0.558,1,1,0.507,0.873,0,0,3.028,0.952,3,3
31,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_31_12,53.038,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_31_12,1.333,0.535,1,1,0.828,0.990,0,0,2.980,0.833,3,3
32,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_32_12,128.577,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_32_12,1.325,0.581,1,1,0.608,0.922,0,0,2.921,0.950,3,3
33,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_33_12,36.430,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_33_12,1.412,0.496,1,1,0.559,0.904,0,0,2.426,0.654,2,2
34,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_34_12,50.895,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_34_12,1.389,0.551,1,1,0.442,0.834,0,0,2.811,0.816,3,3
35,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_35_12,47.145,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_35_12,1.364,0.571,1,1,0.773,0.979,0,0,3.057,0.914,3,3
36,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_36_12,142.506,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_36_12,1.368,0.602,1,1,0.436,0.827,0,0,2.917,0.968,3,3
37,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_37_12,33.751,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_37_12,1.079,0.517,1,1,0.127,0.492,0,0,2.254,0.621,2,2
38,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_38_13,197.687,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_38_13,1.463,0.561,1,1,0.610,0.944,0,0,3.382,1.124,3,3
39,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_39_13,46.073,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_39_13,1.302,0.487,1,1,0.767,0.978,0,0,3.372,1.052,3,3
40,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_40_13,60.003,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_40_13,1.464,0.501,1,1,0.464,0.848,0,0,3.134,0.991,3,3
41,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_41_13,58.395,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_41_13,1.358,0.586,1,1,0.477,0.856,0,0,3.284,1.064,3,3
42,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_42_13,65.360,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_42_13,1.557,0.561,2,2,0.631,0.998,0,0,3.434,1.098,3,3
43,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_43_13,107.148,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_43_13,1.630,0.675,2,1,1.100,0.997,2,2,4.140,1.296,5,5
44,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_44_13,39.109,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_44_13,1.274,0.629,1,1,0.548,0.898,0,0,3.699,1.102,3,3
45,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_45_13,31.609,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_45_13,1.441,0.565,1,1,0.339,0.757,0,0,2.576,0.747,3,3
46,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_46_13,133.934,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_46_13,1.488,0.554,1,1,0.884,1.082,0,0,4.104,1.153,5,3
47,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_47_13,98.576,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_47_13,1.543,0.510,2,2,0.837,0.989,0,0,3.957,1.249,5,5
48,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_48_13,119.470,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_48_13,1.484,0.552,2,2,0.619,0.927,0,0,3.368,1.178,3,3
49,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_49_13,65.896,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_49_13,1.317,0.467,1,1,0.699,0.958,0,0,3.715,1.105,3,3
50,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_50_13,49.824,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_50_13,1.516,0.601,1,1,0.935,1.350,0,0,4.495,1.256,5,5
51,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_51_13,36.430,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_51_13,1.529,0.503,2,2,0.882,1.000,0,0,3.735,1.101,3,3
52,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_52_13,34.823,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_52_13,1.492,0.562,1,1,1.046,1.007,2,2,4.800,1.313,5,5
53,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_53_13,60.538,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_53_13,1.478,0.584,1,1,0.885,0.998,0,0,3.531,1.150,3,3
54,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_54_13,150.542,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_54_13,1.463,0.520,1,1,0.819,0.985,0,0,3.950,1.173,3,3
55,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_55_13,75.003,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_55_13,1.521,0.640,1,1,1.264,1.022,2,2,4.157,1.310,5,5
56,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_56_13,42.859,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_56_13,1.575,0.591,2,2,0.912,1.093,0,0,3.638,1.105,3,3
57,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_57_13,77.146,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_57_13,1.340,0.531,1,1,0.569,0.906,0,0,2.861,0.980,3,3
58,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_58_13,28.394,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_58_13,1.623,0.527,2,2,1.208,0.988,2,2,4.283,1.081,5,5
59,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_59_13,36.966,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_59_13,1.681,0.630,2,2,0.971,1.294,0,0,3.493,1.244,3,3
60,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_60_13,28.394,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_60_13,1.170,0.545,1,1,0.528,0.890,0,0,3.623,1.023,3,3
61,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_61_13,66.431,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_61_13,1.774,0.568,2,2,0.742,0.970,0,0,4.395,1.306,5,3
62,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_62_13,31.073,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_62_13,1.621,0.587,2,2,1.414,1.377,2,2,4.500,1.367,5,5
63,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_63_13,38.573,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_63_13,1.347,0.632,1,1,0.750,0.975,0,0,3.069,0.924,3,3
64,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_64_13,32.144,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_64_13,1.883,0.585,2,2,1.233,0.981,2,2,4.533,0.965,5,5
65,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_65_13,27.858,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_65_13,1.654,0.683,2,1,0.885,1.003,0,0,4.904,1.034,5,5
66,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif:ROI_66_13,26.251,2024-08-25_09-36,AllFluoNuclei_v20240729,Moments,IF1_rescan_WT_72h_Snai1_Rab_ECAD_TBX6_FCS_01Triton_2024_07_16.lif - Position 8.tif,ROI_66_13,1.510,0.582,1,1,1.184,0.993,2,2,4.163,1.247,5,3
